[17:50:38.321] [INFO   ] thread main starting.
[17:50:38.326] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:50:38.328] [SEVERE ] configuration file was loaded from resources directory.
[17:50:38.829] [INFO   ] thread dealer starting.
[17:50:38.948] [SEVERE ] placing card 9 in slot 0
[17:50:38.948] [SEVERE ] player 5 placing token on slot 0
[17:50:38.948] [SEVERE ] player 3 placing token on slot 0
[17:50:38.948] [SEVERE ] player 4 placing token on slot 0
[17:50:38.950] [SEVERE ] removing player 5 token from slot 0
[17:50:38.950] [SEVERE ] player 5 placing token on slot 0
[17:50:38.952] [SEVERE ] removing player 5 token from slot 0
[17:50:38.952] [SEVERE ] player 5 placing token on slot 0
[17:50:38.953] [SEVERE ] removing player 5 token from slot 0
[17:50:38.953] [SEVERE ] player 5 placing token on slot 0
[17:50:38.953] [SEVERE ] removing player 5 token from slot 0
[17:50:38.954] [SEVERE ] player 5 placing token on slot 0
[17:50:38.954] [SEVERE ] removing player 5 token from slot 0
[17:50:38.954] [SEVERE ] player 5 placing token on slot 0
[17:50:38.955] [SEVERE ] removing player 5 token from slot 0
[17:50:38.955] [SEVERE ] player 5 placing token on slot 0
[17:50:38.955] [SEVERE ] removing player 5 token from slot 0
[17:50:38.955] [SEVERE ] player 5 placing token on slot 0
[17:50:38.955] [SEVERE ] removing player 5 token from slot 0
[17:50:38.955] [SEVERE ] player 5 placing token on slot 0
[17:50:38.956] [SEVERE ] removing player 5 token from slot 0
[17:50:38.956] [SEVERE ] player 5 placing token on slot 0
[17:50:38.956] [SEVERE ] removing player 5 token from slot 0
[17:50:38.956] [SEVERE ] player 5 placing token on slot 0
[17:50:38.957] [SEVERE ] removing player 5 token from slot 0
[17:50:38.957] [SEVERE ] player 5 placing token on slot 0
[17:50:38.957] [SEVERE ] removing player 5 token from slot 0
[17:50:38.957] [SEVERE ] player 5 placing token on slot 0
[17:50:38.958] [SEVERE ] removing player 5 token from slot 0
[17:50:38.958] [SEVERE ] player 5 placing token on slot 0
[17:50:38.960] [SEVERE ] removing player 5 token from slot 0
[17:50:38.960] [SEVERE ] player 5 placing token on slot 0
[17:50:38.960] [SEVERE ] removing player 5 token from slot 0
[17:50:38.960] [SEVERE ] player 5 placing token on slot 0
[17:50:38.960] [SEVERE ] removing player 5 token from slot 0
[17:50:38.961] [SEVERE ] player 5 placing token on slot 0
[17:50:38.961] [SEVERE ] removing player 5 token from slot 0
[17:50:38.961] [SEVERE ] player 5 placing token on slot 0
[17:50:38.961] [SEVERE ] removing player 5 token from slot 0
[17:50:38.962] [SEVERE ] player 5 placing token on slot 0
[17:50:38.962] [SEVERE ] removing player 5 token from slot 0
[17:50:38.962] [SEVERE ] player 5 placing token on slot 0
[17:50:38.962] [SEVERE ] removing player 5 token from slot 0
[17:50:38.963] [SEVERE ] player 5 placing token on slot 0
[17:50:38.963] [SEVERE ] removing player 5 token from slot 0
[17:50:38.963] [SEVERE ] player 5 placing token on slot 0
[17:50:38.963] [SEVERE ] removing player 5 token from slot 0
[17:50:38.963] [SEVERE ] player 5 placing token on slot 0
[17:50:38.964] [SEVERE ] removing player 5 token from slot 0
[17:50:38.964] [SEVERE ] player 5 placing token on slot 0
[17:50:38.964] [SEVERE ] removing player 5 token from slot 0
[17:50:38.964] [SEVERE ] player 5 placing token on slot 0
[17:50:38.964] [SEVERE ] removing player 5 token from slot 0
[17:50:38.965] [SEVERE ] player 5 placing token on slot 0
[17:50:38.965] [SEVERE ] removing player 5 token from slot 0
[17:50:38.965] [SEVERE ] player 5 placing token on slot 0
[17:50:38.965] [SEVERE ] removing player 5 token from slot 0
[17:50:38.966] [SEVERE ] player 5 placing token on slot 0
