[10:56:04.197] [INFO   ] thread main starting.
[10:56:04.197] [SEVERE ] cannot read configuration file config.properties trying from resources.
[10:56:04.197] [SEVERE ] configuration file was loaded from resources directory.
[10:56:04.689] [INFO   ] thread dealer starting.
[10:56:04.822] [SEVERE ] placing card 0 in slot 0
[10:56:04.829] [SEVERE ] player 1 placing token on slot 0
[10:56:04.829] [SEVERE ] player 3 placing token on slot 0
[10:56:04.829] [SEVERE ] player 2 placing token on slot 0
[10:56:04.830] [SEVERE ] removing player 1 token from slot 0
[10:56:04.830] [SEVERE ] player 1 placing token on slot 0
[10:56:04.832] [SEVERE ] player 4 placing token on slot 0
[10:56:04.831] [SEVERE ] removing player 2 token from slot 0
[10:56:04.831] [SEVERE ] removing player 3 token from slot 0
[10:56:04.833] [SEVERE ] player 2 placing token on slot 0
[10:56:04.833] [SEVERE ] removing player 4 token from slot 0
[10:56:04.833] [SEVERE ] removing player 1 token from slot 0
[10:56:04.833] [SEVERE ] removing player 2 token from slot 0
[10:56:04.834] [SEVERE ] player 2 placing token on slot 0
[10:56:04.834] [SEVERE ] removing player 2 token from slot 0
[10:56:04.834] [SEVERE ] player 2 placing token on slot 0
[10:56:04.834] [SEVERE ] removing player 2 token from slot 0
[10:56:04.834] [SEVERE ] player 2 placing token on slot 0
[10:56:04.839] [SEVERE ] player 1 placing token on slot 0
[10:56:04.839] [SEVERE ] removing player 2 token from slot 0
[10:56:04.840] [SEVERE ] removing player 1 token from slot 0
[10:56:04.840] [SEVERE ] player 2 placing token on slot 0
[10:56:04.841] [SEVERE ] player 1 placing token on slot 0
[10:56:04.841] [SEVERE ] removing player 2 token from slot 0
[10:56:04.841] [SEVERE ] removing player 1 token from slot 0
[10:56:04.842] [SEVERE ] player 1 placing token on slot 0
[10:56:04.842] [SEVERE ] removing player 1 token from slot 0
[10:56:04.842] [SEVERE ] player 1 placing token on slot 0
[10:56:04.842] [SEVERE ] removing player 1 token from slot 0
[10:56:04.842] [SEVERE ] player 1 placing token on slot 0
