[21:20:34.345] [INFO   ] thread main starting.
[21:20:34.350] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:20:34.352] [SEVERE ] configuration file was loaded from resources directory.
[21:20:34.886] [INFO   ] thread dealer starting.
[21:20:34.998] [SEVERE ] placing card 49 in slot 0
[21:20:34.998] [SEVERE ] player 3 placing token on slot 0
[21:20:34.998] [SEVERE ] player 5 placing token on slot 0
[21:20:34.999] [SEVERE ] removing player 5 token from slot 0
[21:20:34.998] [SEVERE ] player 2 placing token on slot 0
[21:20:34.999] [SEVERE ] player 5 placing token on slot 0
[21:20:34.998] [SEVERE ] player 4 placing token on slot 0
[21:20:35.002] [SEVERE ] removing player 5 token from slot 0
[21:20:35.002] [SEVERE ] player 5 placing token on slot 0
[21:20:35.003] [SEVERE ] removing player 5 token from slot 0
[21:20:35.003] [SEVERE ] player 5 placing token on slot 0
[21:20:35.000] [SEVERE ] removing player 2 token from slot 0
[21:20:35.003] [SEVERE ] player 2 placing token on slot 0
[21:20:35.005] [SEVERE ] removing player 2 token from slot 0
[21:20:35.000] [SEVERE ] removing player 3 token from slot 0
[21:20:35.003] [SEVERE ] removing player 5 token from slot 0
[21:20:35.008] [SEVERE ] player 5 placing token on slot 0
[21:20:35.008] [SEVERE ] removing player 5 token from slot 0
[21:20:35.009] [SEVERE ] player 5 placing token on slot 0
[21:20:35.009] [SEVERE ] removing player 5 token from slot 0
[21:20:35.008] [SEVERE ] player 2 placing token on slot 0
[21:20:35.008] [SEVERE ] player 3 placing token on slot 0
[21:20:35.011] [SEVERE ] player 5 placing token on slot 0
[21:20:35.012] [SEVERE ] removing player 5 token from slot 0
[21:20:35.012] [SEVERE ] player 5 placing token on slot 0
[21:20:35.012] [SEVERE ] removing player 5 token from slot 0
[21:20:35.012] [SEVERE ] player 5 placing token on slot 0
[21:20:35.013] [SEVERE ] removing player 5 token from slot 0
[21:20:35.013] [SEVERE ] player 5 placing token on slot 0
[21:20:35.013] [SEVERE ] removing player 5 token from slot 0
[21:20:35.013] [SEVERE ] player 5 placing token on slot 0
[21:20:35.013] [SEVERE ] removing player 5 token from slot 0
[21:20:35.014] [SEVERE ] player 5 placing token on slot 0
[21:20:35.015] [SEVERE ] removing player 5 token from slot 0
[21:20:35.015] [SEVERE ] player 5 placing token on slot 0
[21:20:35.015] [SEVERE ] removing player 5 token from slot 0
[21:20:35.015] [SEVERE ] player 5 placing token on slot 0
[21:20:35.015] [SEVERE ] removing player 5 token from slot 0
[21:20:35.015] [SEVERE ] player 5 placing token on slot 0
[21:20:35.016] [SEVERE ] removing player 5 token from slot 0
[21:20:35.016] [SEVERE ] player 5 placing token on slot 0
[21:20:35.016] [SEVERE ] removing player 5 token from slot 0
[21:20:35.016] [SEVERE ] player 5 placing token on slot 0
[21:20:35.016] [SEVERE ] removing player 2 token from slot 0
[21:20:35.012] [SEVERE ] removing player 3 token from slot 0
[21:20:35.016] [SEVERE ] removing player 5 token from slot 0
[21:20:35.021] [SEVERE ] player 5 placing token on slot 0
[21:20:35.021] [SEVERE ] removing player 5 token from slot 0
[21:20:35.021] [SEVERE ] player 5 placing token on slot 0
[21:20:35.021] [SEVERE ] removing player 5 token from slot 0
[21:20:35.022] [SEVERE ] player 5 placing token on slot 0
[21:20:35.022] [SEVERE ] removing player 5 token from slot 0
[21:20:35.022] [SEVERE ] player 5 placing token on slot 0
