[13:14:19.581] [INFO   ] thread main starting.
[13:14:19.586] [SEVERE ] cannot read configuration file config.properties trying from resources.
[13:14:19.587] [SEVERE ] configuration file was loaded from resources directory.
[13:14:20.049] [INFO   ] thread dealer starting.
[13:14:20.184] [SEVERE ] placing card 43 in slot 0
[13:14:20.184] [SEVERE ] player 2 placing token on slot 0
[13:14:20.184] [SEVERE ] player 3 placing token on slot 0
[13:14:20.185] [SEVERE ] removing player 3 token from slot 0
[13:14:20.186] [SEVERE ] player 3 placing token on slot 0
[13:14:20.186] [SEVERE ] removing player 3 token from slot 0
[13:14:20.186] [SEVERE ] removing player 2 token from slot 0
[13:14:20.188] [SEVERE ] player 3 placing token on slot 0
[13:14:20.188] [SEVERE ] player 2 placing token on slot 0
[13:14:20.189] [SEVERE ] removing player 3 token from slot 0
[13:14:20.189] [SEVERE ] player 3 placing token on slot 0
[13:14:20.189] [SEVERE ] removing player 3 token from slot 0
[13:14:20.190] [SEVERE ] player 3 placing token on slot 0
[13:14:20.190] [SEVERE ] removing player 3 token from slot 0
[13:14:20.190] [SEVERE ] player 3 placing token on slot 0
[13:14:20.190] [SEVERE ] removing player 3 token from slot 0
[13:14:20.190] [SEVERE ] player 3 placing token on slot 0
[13:14:20.191] [SEVERE ] removing player 3 token from slot 0
[13:14:20.191] [SEVERE ] player 3 placing token on slot 0
[13:14:20.191] [SEVERE ] removing player 3 token from slot 0
[13:14:20.193] [SEVERE ] player 3 placing token on slot 0
[13:14:20.193] [SEVERE ] removing player 3 token from slot 0
[13:14:20.194] [SEVERE ] player 3 placing token on slot 0
[13:14:20.194] [SEVERE ] removing player 3 token from slot 0
[13:14:20.195] [SEVERE ] player 3 placing token on slot 0
[13:14:20.196] [SEVERE ] removing player 3 token from slot 0
[13:14:20.196] [SEVERE ] player 3 placing token on slot 0
[13:14:20.196] [SEVERE ] removing player 3 token from slot 0
[13:14:20.197] [SEVERE ] player 3 placing token on slot 0
[13:14:20.197] [SEVERE ] removing player 3 token from slot 0
[13:14:20.197] [SEVERE ] player 3 placing token on slot 0
[13:14:20.197] [SEVERE ] removing player 3 token from slot 0
[13:14:20.197] [SEVERE ] player 3 placing token on slot 0
[13:14:20.198] [SEVERE ] removing player 3 token from slot 0
[13:14:20.198] [SEVERE ] player 3 placing token on slot 0
[13:14:20.199] [SEVERE ] removing player 3 token from slot 0
[13:14:20.199] [SEVERE ] player 3 placing token on slot 0
[13:14:20.199] [SEVERE ] removing player 3 token from slot 0
[13:14:20.200] [SEVERE ] player 3 placing token on slot 0
[13:14:20.200] [SEVERE ] removing player 3 token from slot 0
[13:14:20.200] [SEVERE ] player 3 placing token on slot 0
[13:14:20.201] [SEVERE ] removing player 3 token from slot 0
[13:14:20.201] [SEVERE ] player 3 placing token on slot 0
[13:14:20.202] [SEVERE ] removing player 3 token from slot 0
[13:14:20.202] [SEVERE ] player 3 placing token on slot 0
[13:14:20.202] [SEVERE ] removing player 3 token from slot 0
[13:14:20.202] [SEVERE ] player 3 placing token on slot 0
[13:14:20.203] [SEVERE ] removing player 3 token from slot 0
[13:14:20.206] [SEVERE ] player 3 placing token on slot 0
[13:14:20.206] [SEVERE ] removing player 2 token from slot 0
[13:14:20.206] [SEVERE ] removing player 3 token from slot 0
[13:14:20.206] [SEVERE ] player 2 placing token on slot 0
[13:14:20.211] [SEVERE ] player 3 placing token on slot 0
[13:14:20.211] [SEVERE ] removing player 2 token from slot 0
[13:14:20.212] [SEVERE ] player 2 placing token on slot 0
[13:14:20.212] [SEVERE ] removing player 2 token from slot 0
[13:14:20.213] [SEVERE ] player 2 placing token on slot 0
[13:14:20.213] [SEVERE ] removing player 2 token from slot 0
[13:14:20.213] [SEVERE ] player 2 placing token on slot 0
[13:14:20.213] [SEVERE ] removing player 2 token from slot 0
[13:14:20.213] [SEVERE ] removing player 3 token from slot 0
[13:14:20.214] [SEVERE ] player 2 placing token on slot 0
[13:14:20.214] [SEVERE ] player 3 placing token on slot 0
[13:14:20.214] [SEVERE ] removing player 2 token from slot 0
[13:14:20.214] [SEVERE ] removing player 3 token from slot 0
[13:14:20.215] [SEVERE ] player 3 placing token on slot 0
[13:14:20.215] [SEVERE ] removing player 3 token from slot 0
[13:14:20.215] [SEVERE ] player 3 placing token on slot 0
[13:14:20.215] [SEVERE ] removing player 3 token from slot 0
[13:14:20.215] [SEVERE ] player 3 placing token on slot 0
[13:14:20.216] [SEVERE ] removing player 3 token from slot 0
[13:14:20.216] [SEVERE ] player 3 placing token on slot 0
[13:14:20.216] [SEVERE ] removing player 3 token from slot 0
[13:14:20.216] [SEVERE ] player 3 placing token on slot 0
[13:14:20.217] [SEVERE ] removing player 3 token from slot 0
[13:14:20.217] [SEVERE ] player 2 placing token on slot 0
[13:14:20.218] [SEVERE ] removing player 2 token from slot 0
[13:14:20.218] [SEVERE ] player 2 placing token on slot 0
[13:14:20.218] [SEVERE ] removing player 2 token from slot 0
[13:14:20.219] [SEVERE ] player 2 placing token on slot 0
[13:14:20.219] [SEVERE ] removing player 2 token from slot 0
[13:14:20.219] [SEVERE ] player 2 placing token on slot 0
[13:14:20.224] [SEVERE ] removing player 2 token from slot 0
[13:14:20.225] [SEVERE ] player 2 placing token on slot 0
[13:14:20.226] [SEVERE ] removing player 2 token from slot 0
[13:14:20.227] [SEVERE ] player 2 placing token on slot 0
[13:14:20.227] [SEVERE ] player 3 placing token on slot 0
[13:14:20.229] [SEVERE ] removing player 2 token from slot 0
[13:14:20.230] [SEVERE ] removing player 3 token from slot 0
[13:14:20.230] [SEVERE ] player 3 placing token on slot 0
[13:14:20.231] [SEVERE ] player 2 placing token on slot 0
[13:14:20.231] [SEVERE ] removing player 2 token from slot 0
[13:14:20.232] [SEVERE ] removing player 3 token from slot 0
[13:14:20.232] [SEVERE ] player 2 placing token on slot 0
[13:14:20.233] [SEVERE ] player 3 placing token on slot 0
[13:14:20.233] [SEVERE ] removing player 2 token from slot 0
[13:14:20.235] [SEVERE ] removing player 3 token from slot 0
[13:14:20.236] [SEVERE ] player 3 placing token on slot 0
[13:14:20.236] [SEVERE ] removing player 3 token from slot 0
[13:14:20.236] [SEVERE ] player 3 placing token on slot 0
[13:14:20.241] [SEVERE ] removing player 3 token from slot 0
[13:14:20.243] [SEVERE ] player 3 placing token on slot 0
[13:14:20.243] [SEVERE ] removing player 3 token from slot 0
[13:14:20.244] [SEVERE ] player 3 placing token on slot 0
[13:14:20.244] [SEVERE ] removing player 3 token from slot 0
[13:14:20.244] [SEVERE ] player 2 placing token on slot 0
[13:14:20.245] [SEVERE ] player 3 placing token on slot 0
