[17:29:00.642] [INFO   ] thread main starting.
[17:29:00.646] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:29:00.649] [SEVERE ] configuration file was loaded from resources directory.
[17:29:01.128] [INFO   ] thread dealer starting.
[17:29:01.244] [SEVERE ] placing card 13 in slot 0
[17:29:01.245] [SEVERE ] player 1 placing token on slot 0
[17:29:01.245] [SEVERE ] player 2 placing token on slot 0
[17:29:01.245] [SEVERE ] player 3 placing token on slot 0
[17:29:01.245] [SEVERE ] player 4 placing token on slot 0
[17:29:01.246] [SEVERE ] removing player 3 token from slot 0
[17:29:01.249] [SEVERE ] player 3 placing token on slot 0
[17:29:01.254] [SEVERE ] removing player 3 token from slot 0
[17:29:01.256] [SEVERE ] player 3 placing token on slot 0
[17:29:01.258] [SEVERE ] removing player 3 token from slot 0
[17:29:01.258] [SEVERE ] player 3 placing token on slot 0
[17:29:01.259] [SEVERE ] removing player 3 token from slot 0
[17:29:01.248] [SEVERE ] removing player 2 token from slot 0
[17:29:01.247] [SEVERE ] removing player 4 token from slot 0
[17:29:01.246] [SEVERE ] removing player 1 token from slot 0
[17:29:01.266] [SEVERE ] player 2 placing token on slot 0
[17:29:01.266] [SEVERE ] player 3 placing token on slot 0
[17:29:01.266] [SEVERE ] player 4 placing token on slot 0
[17:29:01.267] [SEVERE ] removing player 4 token from slot 0
[17:29:01.267] [SEVERE ] player 4 placing token on slot 0
[17:29:01.267] [SEVERE ] removing player 4 token from slot 0
[17:29:01.267] [SEVERE ] player 4 placing token on slot 0
[17:29:01.267] [SEVERE ] removing player 4 token from slot 0
[17:29:01.267] [SEVERE ] removing player 3 token from slot 0
[17:29:01.268] [SEVERE ] player 3 placing token on slot 0
[17:29:01.268] [SEVERE ] player 4 placing token on slot 0
[17:29:01.269] [SEVERE ] removing player 4 token from slot 0
[17:29:01.269] [SEVERE ] player 4 placing token on slot 0
[17:29:01.269] [SEVERE ] removing player 4 token from slot 0
[17:29:01.269] [SEVERE ] player 4 placing token on slot 0
[17:29:01.270] [SEVERE ] removing player 4 token from slot 0
[17:29:01.273] [SEVERE ] player 4 placing token on slot 0
[17:29:01.273] [SEVERE ] removing player 2 token from slot 0
[17:29:01.273] [SEVERE ] removing player 3 token from slot 0
[17:29:01.273] [SEVERE ] player 1 placing token on slot 0
[17:29:01.273] [SEVERE ] removing player 4 token from slot 0
[17:29:01.273] [SEVERE ] player 2 placing token on slot 0
[17:29:01.274] [SEVERE ] player 3 placing token on slot 0
[17:29:01.274] [SEVERE ] player 4 placing token on slot 0
[17:29:01.275] [SEVERE ] removing player 3 token from slot 0
[17:29:01.275] [SEVERE ] removing player 4 token from slot 0
[17:29:01.276] [SEVERE ] player 3 placing token on slot 0
[17:29:01.276] [SEVERE ] player 4 placing token on slot 0
[17:29:01.276] [SEVERE ] removing player 3 token from slot 0
[17:29:01.279] [SEVERE ] player 3 placing token on slot 0
[17:29:01.279] [SEVERE ] removing player 2 token from slot 0
[17:29:01.279] [SEVERE ] removing player 3 token from slot 0
[17:29:01.279] [SEVERE ] removing player 1 token from slot 0
[17:29:01.279] [SEVERE ] removing player 4 token from slot 0
[17:29:01.279] [SEVERE ] player 3 placing token on slot 0
[17:29:01.280] [SEVERE ] player 4 placing token on slot 0
[17:29:01.280] [SEVERE ] removing player 4 token from slot 0
[17:29:01.280] [SEVERE ] player 4 placing token on slot 0
[17:29:01.280] [SEVERE ] removing player 4 token from slot 0
[17:29:01.281] [SEVERE ] player 4 placing token on slot 0
[17:29:01.281] [SEVERE ] removing player 4 token from slot 0
[17:29:01.281] [SEVERE ] removing player 3 token from slot 0
[17:29:01.288] [SEVERE ] player 1 placing token on slot 0
[17:29:01.288] [SEVERE ] player 2 placing token on slot 0
[17:29:01.289] [SEVERE ] player 3 placing token on slot 0
[17:29:01.290] [SEVERE ] removing player 1 token from slot 0
[17:29:01.290] [SEVERE ] removing player 2 token from slot 0
[17:29:01.290] [SEVERE ] removing player 3 token from slot 0
[17:29:01.290] [SEVERE ] player 4 placing token on slot 0
[17:29:01.290] [SEVERE ] player 1 placing token on slot 0
[17:29:01.290] [SEVERE ] player 2 placing token on slot 0
[17:29:01.290] [SEVERE ] player 3 placing token on slot 0
[17:29:01.291] [SEVERE ] removing player 4 token from slot 0
[17:29:01.291] [SEVERE ] removing player 1 token from slot 0
