[21:28:46.987] [INFO   ] thread main starting.
[21:28:46.993] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:28:46.995] [SEVERE ] configuration file was loaded from resources directory.
[21:28:47.603] [INFO   ] thread dealer starting.
[21:28:47.717] [SEVERE ] placing card 3 in slot 0
[21:28:47.717] [SEVERE ] player 2 placing token on slot 0
[21:28:47.717] [SEVERE ] player 3 placing token on slot 0
[21:28:47.718] [SEVERE ] removing player 3 token from slot 0
[21:28:47.720] [SEVERE ] player 3 placing token on slot 0
[21:28:47.718] [SEVERE ] removing player 2 token from slot 0
[21:28:47.725] [SEVERE ] player 2 placing token on slot 0
[21:28:47.726] [SEVERE ] removing player 2 token from slot 0
[21:28:47.727] [SEVERE ] player 2 placing token on slot 0
[21:28:47.728] [SEVERE ] removing player 2 token from slot 0
[21:28:47.729] [SEVERE ] player 2 placing token on slot 0
[21:28:47.721] [SEVERE ] removing player 3 token from slot 0
[21:28:47.729] [SEVERE ] removing player 2 token from slot 0
[21:28:47.735] [SEVERE ] player 2 placing token on slot 0
[21:28:47.735] [SEVERE ] removing player 2 token from slot 0
[21:28:47.735] [SEVERE ] player 2 placing token on slot 0
[21:28:47.736] [SEVERE ] player 3 placing token on slot 0
[21:28:47.736] [SEVERE ] removing player 3 token from slot 0
[21:28:47.737] [SEVERE ] player 3 placing token on slot 0
[21:28:47.737] [SEVERE ] removing player 3 token from slot 0
[21:28:47.738] [SEVERE ] player 3 placing token on slot 0
[21:28:47.738] [SEVERE ] removing player 3 token from slot 0
[21:28:47.738] [SEVERE ] player 3 placing token on slot 0
[21:28:47.738] [SEVERE ] removing player 3 token from slot 0
[21:28:47.739] [SEVERE ] player 3 placing token on slot 0
[21:28:47.740] [SEVERE ] removing player 3 token from slot 0
[21:28:47.740] [SEVERE ] player 3 placing token on slot 0
[21:28:47.741] [SEVERE ] removing player 3 token from slot 0
[21:28:47.741] [SEVERE ] player 3 placing token on slot 0
[21:28:47.741] [SEVERE ] removing player 3 token from slot 0
[21:28:47.741] [SEVERE ] player 3 placing token on slot 0
[21:28:47.741] [SEVERE ] removing player 3 token from slot 0
[21:28:47.742] [SEVERE ] player 3 placing token on slot 0
[21:28:47.742] [SEVERE ] removing player 3 token from slot 0
[21:28:47.742] [SEVERE ] player 3 placing token on slot 0
[21:28:47.742] [SEVERE ] removing player 3 token from slot 0
[21:28:47.743] [SEVERE ] player 3 placing token on slot 0
[21:28:47.737] [SEVERE ] removing player 2 token from slot 0
[21:28:47.744] [SEVERE ] player 2 placing token on slot 0
[21:28:47.744] [SEVERE ] removing player 2 token from slot 0
[21:28:47.744] [SEVERE ] player 2 placing token on slot 0
[21:28:47.745] [SEVERE ] removing player 2 token from slot 0
[21:28:47.745] [SEVERE ] player 2 placing token on slot 0
[21:28:47.745] [SEVERE ] removing player 2 token from slot 0
[21:28:47.745] [SEVERE ] player 2 placing token on slot 0
[21:28:47.746] [SEVERE ] removing player 3 token from slot 0
[21:28:47.746] [SEVERE ] removing player 2 token from slot 0
[21:28:47.746] [SEVERE ] player 2 placing token on slot 0
[21:28:47.746] [SEVERE ] removing player 2 token from slot 0
[21:28:47.746] [SEVERE ] player 2 placing token on slot 0
[21:28:47.747] [SEVERE ] removing player 2 token from slot 0
[21:28:47.748] [SEVERE ] player 2 placing token on slot 0
[21:28:47.748] [SEVERE ] removing player 2 token from slot 0
[21:28:47.748] [SEVERE ] player 3 placing token on slot 0
[21:28:47.748] [SEVERE ] player 2 placing token on slot 0
[21:28:47.748] [SEVERE ] removing player 3 token from slot 0
[21:28:47.749] [SEVERE ] removing player 2 token from slot 0
[21:28:47.749] [SEVERE ] player 3 placing token on slot 0
[21:28:47.749] [SEVERE ] player 2 placing token on slot 0
[21:28:47.749] [SEVERE ] removing player 3 token from slot 0
[21:28:47.749] [SEVERE ] removing player 2 token from slot 0
[21:28:47.749] [SEVERE ] player 3 placing token on slot 0
[21:28:47.750] [SEVERE ] player 2 placing token on slot 0
[21:28:47.750] [SEVERE ] removing player 3 token from slot 0
[21:28:47.750] [SEVERE ] removing player 2 token from slot 0
[21:28:47.750] [SEVERE ] player 3 placing token on slot 0
[21:28:47.750] [SEVERE ] player 2 placing token on slot 0
[21:28:47.751] [SEVERE ] removing player 3 token from slot 0
[21:28:47.751] [SEVERE ] removing player 2 token from slot 0
[21:28:47.751] [SEVERE ] player 3 placing token on slot 0
[21:28:47.751] [SEVERE ] player 2 placing token on slot 0
[21:28:47.751] [SEVERE ] removing player 3 token from slot 0
[21:28:47.751] [SEVERE ] removing player 2 token from slot 0
[21:28:47.752] [SEVERE ] player 3 placing token on slot 0
[21:28:47.752] [SEVERE ] player 2 placing token on slot 0
[21:28:47.752] [SEVERE ] removing player 3 token from slot 0
[21:28:47.752] [SEVERE ] removing player 2 token from slot 0
[21:28:47.752] [SEVERE ] player 3 placing token on slot 0
[21:28:47.752] [SEVERE ] player 2 placing token on slot 0
[21:28:47.753] [SEVERE ] removing player 3 token from slot 0
[21:28:47.753] [SEVERE ] removing player 2 token from slot 0
[21:28:47.753] [SEVERE ] player 3 placing token on slot 0
[21:28:47.753] [SEVERE ] player 2 placing token on slot 0
[21:28:47.753] [SEVERE ] removing player 3 token from slot 0
[21:28:47.756] [SEVERE ] player 4 placing token on slot 0
[21:28:47.756] [SEVERE ] player 5 placing token on slot 0
[21:28:47.756] [SEVERE ] removing player 5 token from slot 0
[21:28:47.753] [SEVERE ] removing player 2 token from slot 0
[21:28:47.757] [SEVERE ] player 5 placing token on slot 0
[21:28:47.756] [SEVERE ] player 3 placing token on slot 0
[21:28:47.756] [SEVERE ] removing player 4 token from slot 0
[21:28:47.757] [SEVERE ] removing player 3 token from slot 0
[21:28:47.758] [SEVERE ] player 3 placing token on slot 0
[21:28:47.758] [SEVERE ] removing player 3 token from slot 0
[21:28:47.758] [SEVERE ] player 3 placing token on slot 0
[21:28:47.759] [SEVERE ] player 4 placing token on slot 0
[21:28:47.759] [SEVERE ] removing player 4 token from slot 0
