[21:31:12.618] [INFO   ] thread main starting.
[21:31:12.623] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:31:12.625] [SEVERE ] configuration file was loaded from resources directory.
[21:31:13.094] [INFO   ] thread dealer starting.
[21:31:13.204] [SEVERE ] placing card 79 in slot 0
[21:31:13.204] [SEVERE ] player 4 placing token on slot 0
[21:31:13.207] [SEVERE ] player 2 placing token on slot 0
[21:31:13.204] [SEVERE ] player 3 placing token on slot 0
[21:31:13.207] [SEVERE ] removing player 3 token from slot 0
[21:31:13.207] [SEVERE ] player 3 placing token on slot 0
[21:31:13.215] [SEVERE ] removing player 3 token from slot 0
[21:31:13.218] [SEVERE ] player 3 placing token on slot 0
[21:31:13.204] [SEVERE ] player 5 placing token on slot 0
[21:31:13.219] [SEVERE ] removing player 3 token from slot 0
[21:31:13.221] [SEVERE ] removing player 4 token from slot 0
[21:31:13.212] [SEVERE ] removing player 2 token from slot 0
[21:31:13.221] [SEVERE ] player 3 placing token on slot 0
[21:31:13.235] [SEVERE ] removing player 3 token from slot 0
[21:31:13.235] [SEVERE ] player 3 placing token on slot 0
[21:31:13.235] [SEVERE ] removing player 3 token from slot 0
[21:31:13.236] [SEVERE ] player 3 placing token on slot 0
[21:31:13.220] [SEVERE ] removing player 5 token from slot 0
[21:31:13.236] [SEVERE ] player 5 placing token on slot 0
[21:31:13.236] [SEVERE ] removing player 3 token from slot 0
[21:31:13.234] [SEVERE ] player 2 placing token on slot 0
[21:31:13.239] [SEVERE ] removing player 2 token from slot 0
[21:31:13.239] [SEVERE ] player 2 placing token on slot 0
[21:31:13.239] [SEVERE ] removing player 2 token from slot 0
[21:31:13.238] [SEVERE ] player 3 placing token on slot 0
[21:31:13.240] [SEVERE ] removing player 3 token from slot 0
[21:31:13.240] [SEVERE ] player 3 placing token on slot 0
[21:31:13.236] [SEVERE ] removing player 5 token from slot 0
[21:31:13.240] [SEVERE ] removing player 3 token from slot 0
[21:31:13.241] [SEVERE ] player 3 placing token on slot 0
[21:31:13.241] [SEVERE ] removing player 3 token from slot 0
[21:31:13.241] [SEVERE ] player 3 placing token on slot 0
[21:31:13.240] [SEVERE ] player 2 placing token on slot 0
[21:31:13.240] [SEVERE ] player 4 placing token on slot 0
[21:31:13.242] [SEVERE ] removing player 4 token from slot 0
[21:31:13.241] [SEVERE ] removing player 3 token from slot 0
[21:31:13.241] [SEVERE ] player 5 placing token on slot 0
[21:31:13.242] [SEVERE ] player 3 placing token on slot 0
[21:31:13.242] [SEVERE ] player 4 placing token on slot 0
[21:31:13.243] [SEVERE ] removing player 4 token from slot 0
[21:31:13.242] [SEVERE ] removing player 2 token from slot 0
[21:31:13.243] [SEVERE ] player 4 placing token on slot 0
[21:31:13.244] [SEVERE ] removing player 4 token from slot 0
[21:31:13.243] [SEVERE ] removing player 3 token from slot 0
[21:31:13.243] [SEVERE ] removing player 5 token from slot 0
[21:31:13.244] [SEVERE ] player 3 placing token on slot 0
[21:31:13.244] [SEVERE ] player 4 placing token on slot 0
[21:31:13.245] [SEVERE ] removing player 4 token from slot 0
[21:31:13.245] [SEVERE ] player 4 placing token on slot 0
[21:31:13.245] [SEVERE ] removing player 4 token from slot 0
[21:31:13.245] [SEVERE ] player 4 placing token on slot 0
[21:31:13.245] [SEVERE ] removing player 4 token from slot 0
[21:31:13.243] [SEVERE ] player 2 placing token on slot 0
[21:31:13.246] [SEVERE ] player 4 placing token on slot 0
[21:31:13.247] [SEVERE ] removing player 4 token from slot 0
[21:31:13.247] [SEVERE ] player 4 placing token on slot 0
[21:31:13.247] [SEVERE ] removing player 4 token from slot 0
[21:31:13.248] [SEVERE ] player 4 placing token on slot 0
[21:31:13.248] [SEVERE ] removing player 4 token from slot 0
[21:31:13.248] [SEVERE ] player 4 placing token on slot 0
[21:31:13.248] [SEVERE ] removing player 4 token from slot 0
[21:31:13.244] [SEVERE ] removing player 3 token from slot 0
[21:31:13.244] [SEVERE ] player 5 placing token on slot 0
[21:31:13.249] [SEVERE ] player 3 placing token on slot 0
[21:31:13.248] [SEVERE ] player 4 placing token on slot 0
[21:31:13.247] [SEVERE ] removing player 2 token from slot 0
[21:31:13.249] [SEVERE ] removing player 4 token from slot 0
[21:31:13.249] [SEVERE ] removing player 3 token from slot 0
[21:31:13.249] [SEVERE ] removing player 5 token from slot 0
[21:31:13.250] [SEVERE ] player 3 placing token on slot 0
[21:31:13.249] [SEVERE ] player 2 placing token on slot 0
[21:31:13.249] [SEVERE ] player 4 placing token on slot 0
