[21:30:19.314] [INFO   ] thread main starting.
[21:30:19.319] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:30:19.321] [SEVERE ] configuration file was loaded from resources directory.
[21:30:19.787] [INFO   ] thread dealer starting.
[21:30:19.901] [SEVERE ] placing card 48 in slot 0
[21:30:19.901] [SEVERE ] player 5 placing token on slot 0
[21:30:19.901] [SEVERE ] player 2 placing token on slot 0
[21:30:19.901] [SEVERE ] player 3 placing token on slot 0
[21:30:19.902] [SEVERE ] removing player 2 token from slot 0
[21:30:19.902] [SEVERE ] player 4 placing token on slot 0
[21:30:19.902] [SEVERE ] removing player 5 token from slot 0
[21:30:19.902] [SEVERE ] removing player 3 token from slot 0
[21:30:19.922] [SEVERE ] removing player 4 token from slot 0
[21:30:19.923] [SEVERE ] player 4 placing token on slot 0
[21:30:19.923] [SEVERE ] removing player 4 token from slot 0
[21:30:19.924] [SEVERE ] player 4 placing token on slot 0
[21:30:19.924] [SEVERE ] removing player 4 token from slot 0
[21:30:19.924] [SEVERE ] player 4 placing token on slot 0
[21:30:19.922] [SEVERE ] player 5 placing token on slot 0
[21:30:19.908] [SEVERE ] player 2 placing token on slot 0
[21:30:19.925] [SEVERE ] removing player 5 token from slot 0
[21:30:19.925] [SEVERE ] removing player 2 token from slot 0
[21:30:19.925] [SEVERE ] removing player 4 token from slot 0
[21:30:19.922] [SEVERE ] player 3 placing token on slot 0
[21:30:19.926] [SEVERE ] player 4 placing token on slot 0
[21:30:19.926] [SEVERE ] player 2 placing token on slot 0
[21:30:19.925] [SEVERE ] player 5 placing token on slot 0
[21:30:19.926] [SEVERE ] removing player 5 token from slot 0
[21:30:19.926] [SEVERE ] removing player 2 token from slot 0
[21:30:19.926] [SEVERE ] removing player 4 token from slot 0
[21:30:19.926] [SEVERE ] removing player 3 token from slot 0
[21:30:19.927] [SEVERE ] player 4 placing token on slot 0
[21:30:19.927] [SEVERE ] player 2 placing token on slot 0
[21:30:19.927] [SEVERE ] player 5 placing token on slot 0
[21:30:19.928] [SEVERE ] removing player 2 token from slot 0
[21:30:19.927] [SEVERE ] removing player 4 token from slot 0
[21:30:19.927] [SEVERE ] player 3 placing token on slot 0
[21:30:19.928] [SEVERE ] player 4 placing token on slot 0
[21:30:19.928] [SEVERE ] player 2 placing token on slot 0
[21:30:19.928] [SEVERE ] removing player 5 token from slot 0
[21:30:19.929] [SEVERE ] removing player 2 token from slot 0
[21:30:19.929] [SEVERE ] removing player 4 token from slot 0
[21:30:19.930] [SEVERE ] player 4 placing token on slot 0
[21:30:19.930] [SEVERE ] removing player 4 token from slot 0
[21:30:19.930] [SEVERE ] player 4 placing token on slot 0
[21:30:19.930] [SEVERE ] removing player 4 token from slot 0
[21:30:19.930] [SEVERE ] player 4 placing token on slot 0
[21:30:19.931] [SEVERE ] removing player 4 token from slot 0
[21:30:19.931] [SEVERE ] player 4 placing token on slot 0
[21:30:19.931] [SEVERE ] removing player 4 token from slot 0
[21:30:19.928] [SEVERE ] removing player 3 token from slot 0
[21:30:19.931] [SEVERE ] player 4 placing token on slot 0
[21:30:19.932] [SEVERE ] removing player 4 token from slot 0
[21:30:19.931] [SEVERE ] player 2 placing token on slot 0
[21:30:19.929] [SEVERE ] player 5 placing token on slot 0
[21:30:19.932] [SEVERE ] player 4 placing token on slot 0
[21:30:19.932] [SEVERE ] removing player 4 token from slot 0
[21:30:19.933] [SEVERE ] player 4 placing token on slot 0
[21:30:19.933] [SEVERE ] removing player 4 token from slot 0
[21:30:19.933] [SEVERE ] player 4 placing token on slot 0
[21:30:19.933] [SEVERE ] removing player 4 token from slot 0
[21:30:19.933] [SEVERE ] player 4 placing token on slot 0
[21:30:19.933] [SEVERE ] removing player 4 token from slot 0
[21:30:19.934] [SEVERE ] player 4 placing token on slot 0
[21:30:19.931] [SEVERE ] player 3 placing token on slot 0
[21:30:19.934] [SEVERE ] removing player 4 token from slot 0
[21:30:19.934] [SEVERE ] player 4 placing token on slot 0
[21:30:19.934] [SEVERE ] removing player 4 token from slot 0
[21:30:19.935] [SEVERE ] player 4 placing token on slot 0
[21:30:19.935] [SEVERE ] removing player 4 token from slot 0
[21:30:19.933] [SEVERE ] removing player 2 token from slot 0
[21:30:19.932] [SEVERE ] removing player 5 token from slot 0
[21:30:19.935] [SEVERE ] player 2 placing token on slot 0
[21:30:19.935] [SEVERE ] removing player 3 token from slot 0
[21:30:19.935] [SEVERE ] player 4 placing token on slot 0
[21:30:19.936] [SEVERE ] removing player 4 token from slot 0
[21:30:19.936] [SEVERE ] player 4 placing token on slot 0
[21:30:19.936] [SEVERE ] player 3 placing token on slot 0
[21:30:19.936] [SEVERE ] removing player 3 token from slot 0
[21:30:19.936] [SEVERE ] player 3 placing token on slot 0
[21:30:19.935] [SEVERE ] removing player 2 token from slot 0
[21:30:19.937] [SEVERE ] player 2 placing token on slot 0
[21:30:19.935] [SEVERE ] player 5 placing token on slot 0
[21:30:19.937] [SEVERE ] removing player 2 token from slot 0
[21:30:19.937] [SEVERE ] removing player 3 token from slot 0
[21:30:19.936] [SEVERE ] removing player 4 token from slot 0
[21:30:19.938] [SEVERE ] player 2 placing token on slot 0
[21:30:19.938] [SEVERE ] removing player 5 token from slot 0
[21:30:19.938] [SEVERE ] removing player 2 token from slot 0
[21:30:19.938] [SEVERE ] player 3 placing token on slot 0
[21:30:19.938] [SEVERE ] player 4 placing token on slot 0
[21:30:19.938] [SEVERE ] player 2 placing token on slot 0
[21:30:19.938] [SEVERE ] player 5 placing token on slot 0
[21:30:19.939] [SEVERE ] removing player 3 token from slot 0
[21:30:19.939] [SEVERE ] player 3 placing token on slot 0
[21:30:19.939] [SEVERE ] removing player 3 token from slot 0
[21:30:19.940] [SEVERE ] player 3 placing token on slot 0
[21:30:19.940] [SEVERE ] removing player 3 token from slot 0
[21:30:19.940] [SEVERE ] player 3 placing token on slot 0
[21:30:19.940] [SEVERE ] removing player 3 token from slot 0
[21:30:19.939] [SEVERE ] removing player 2 token from slot 0
[21:30:19.939] [SEVERE ] removing player 4 token from slot 0
[21:30:19.942] [SEVERE ] player 4 placing token on slot 0
[21:30:19.942] [SEVERE ] removing player 4 token from slot 0
[21:30:19.942] [SEVERE ] player 4 placing token on slot 0
[21:30:19.942] [SEVERE ] removing player 4 token from slot 0
[21:30:19.941] [SEVERE ] player 3 placing token on slot 0
[21:30:19.941] [SEVERE ] player 2 placing token on slot 0
[21:30:19.939] [SEVERE ] removing player 5 token from slot 0
[21:30:19.942] [SEVERE ] player 4 placing token on slot 0
[21:30:19.944] [SEVERE ] player 5 placing token on slot 0
[21:30:19.945] [SEVERE ] removing player 4 token from slot 0
[21:30:19.945] [SEVERE ] removing player 5 token from slot 0
[21:30:19.945] [SEVERE ] player 5 placing token on slot 0
[21:30:19.945] [SEVERE ] removing player 5 token from slot 0
[21:30:19.945] [SEVERE ] player 4 placing token on slot 0
[21:30:19.946] [SEVERE ] removing player 4 token from slot 0
[21:30:19.945] [SEVERE ] player 5 placing token on slot 0
[21:30:19.946] [SEVERE ] player 4 placing token on slot 0
[21:30:19.946] [SEVERE ] removing player 5 token from slot 0
[21:30:19.946] [SEVERE ] removing player 4 token from slot 0
[21:30:19.946] [SEVERE ] player 4 placing token on slot 0
[21:30:19.947] [SEVERE ] removing player 4 token from slot 0
[21:30:19.948] [SEVERE ] removing player 2 token from slot 0
[21:30:19.948] [SEVERE ] player 2 placing token on slot 0
[21:30:19.948] [SEVERE ] removing player 2 token from slot 0
[21:30:19.949] [SEVERE ] player 2 placing token on slot 0
[21:30:19.949] [SEVERE ] removing player 2 token from slot 0
[21:30:19.949] [SEVERE ] player 2 placing token on slot 0
[21:30:19.950] [SEVERE ] removing player 2 token from slot 0
[21:30:19.950] [SEVERE ] player 2 placing token on slot 0
[21:30:19.950] [SEVERE ] removing player 2 token from slot 0
[21:30:19.950] [SEVERE ] player 2 placing token on slot 0
[21:30:19.950] [SEVERE ] removing player 2 token from slot 0
[21:30:19.950] [SEVERE ] player 2 placing token on slot 0
[21:30:19.951] [SEVERE ] removing player 2 token from slot 0
[21:30:19.951] [SEVERE ] player 2 placing token on slot 0
[21:30:19.951] [SEVERE ] removing player 2 token from slot 0
[21:30:19.951] [SEVERE ] player 2 placing token on slot 0
[21:30:19.951] [SEVERE ] removing player 2 token from slot 0
[21:30:19.951] [SEVERE ] player 2 placing token on slot 0
[21:30:19.952] [SEVERE ] removing player 2 token from slot 0
[21:30:19.948] [SEVERE ] player 5 placing token on slot 0
[21:30:19.948] [SEVERE ] removing player 3 token from slot 0
[21:30:19.952] [SEVERE ] player 3 placing token on slot 0
[21:30:19.952] [SEVERE ] removing player 5 token from slot 0
[21:30:19.952] [SEVERE ] player 2 placing token on slot 0
[21:30:19.949] [SEVERE ] player 4 placing token on slot 0
[21:30:19.953] [SEVERE ] removing player 2 token from slot 0
[21:30:19.953] [SEVERE ] player 5 placing token on slot 0
[21:30:19.953] [SEVERE ] removing player 3 token from slot 0
[21:30:19.953] [SEVERE ] removing player 5 token from slot 0
[21:30:19.953] [SEVERE ] player 2 placing token on slot 0
[21:30:19.953] [SEVERE ] removing player 4 token from slot 0
[21:30:19.954] [SEVERE ] removing player 2 token from slot 0
[21:30:19.953] [SEVERE ] player 5 placing token on slot 0
[21:30:19.953] [SEVERE ] player 3 placing token on slot 0
[21:30:19.954] [SEVERE ] removing player 5 token from slot 0
[21:30:19.954] [SEVERE ] player 5 placing token on slot 0
[21:30:19.955] [SEVERE ] removing player 5 token from slot 0
[21:30:19.955] [SEVERE ] player 5 placing token on slot 0
[21:30:19.955] [SEVERE ] removing player 5 token from slot 0
[21:30:19.955] [SEVERE ] player 5 placing token on slot 0
[21:30:19.955] [SEVERE ] removing player 5 token from slot 0
[21:30:19.954] [SEVERE ] player 2 placing token on slot 0
[21:30:19.954] [SEVERE ] player 4 placing token on slot 0
[21:30:19.956] [SEVERE ] removing player 4 token from slot 0
[21:30:19.956] [SEVERE ] player 4 placing token on slot 0
[21:30:19.956] [SEVERE ] removing player 4 token from slot 0
[21:30:19.956] [SEVERE ] player 4 placing token on slot 0
[21:30:19.955] [SEVERE ] player 5 placing token on slot 0
[21:30:19.956] [SEVERE ] removing player 5 token from slot 0
[21:30:19.956] [SEVERE ] player 5 placing token on slot 0
[21:30:19.956] [SEVERE ] removing player 5 token from slot 0
[21:30:19.957] [SEVERE ] player 5 placing token on slot 0
[21:30:19.957] [SEVERE ] removing player 5 token from slot 0
[21:30:19.957] [SEVERE ] player 5 placing token on slot 0
[21:30:19.957] [SEVERE ] removing player 5 token from slot 0
[21:30:19.957] [SEVERE ] player 5 placing token on slot 0
[21:30:19.957] [SEVERE ] removing player 5 token from slot 0
[21:30:19.957] [SEVERE ] player 5 placing token on slot 0
[21:30:19.958] [SEVERE ] removing player 5 token from slot 0
[21:30:19.958] [SEVERE ] player 5 placing token on slot 0
[21:30:19.958] [SEVERE ] removing player 5 token from slot 0
[21:30:19.958] [SEVERE ] player 5 placing token on slot 0
[21:30:19.961] [SEVERE ] removing player 5 token from slot 0
[21:30:19.961] [SEVERE ] player 5 placing token on slot 0
[21:30:19.962] [SEVERE ] removing player 5 token from slot 0
[21:30:19.962] [SEVERE ] player 5 placing token on slot 0
[21:30:19.962] [SEVERE ] removing player 5 token from slot 0
[21:30:19.962] [SEVERE ] player 5 placing token on slot 0
