[12:03:12.287] [INFO   ] thread main starting.
[12:03:12.292] [SEVERE ] cannot read configuration file config.properties trying from resources.
[12:03:12.296] [SEVERE ] configuration file was loaded from resources directory.
[12:03:12.810] [INFO   ] thread dealer starting.
[12:03:12.929] [SEVERE ] placing card 20 in slot 0
[12:03:12.929] [SEVERE ] player 2 placing token on slot 0
[12:03:12.930] [SEVERE ] removing player 2 token from slot 0
[12:03:12.931] [SEVERE ] player 2 placing token on slot 0
[12:03:12.931] [SEVERE ] removing player 2 token from slot 0
[12:03:12.932] [SEVERE ] player 3 placing token on slot 0
[12:03:12.932] [SEVERE ] player 2 placing token on slot 0
[12:03:12.933] [SEVERE ] removing player 2 token from slot 0
[12:03:12.933] [SEVERE ] player 2 placing token on slot 0
[12:03:12.933] [SEVERE ] removing player 2 token from slot 0
[12:03:12.933] [SEVERE ] player 2 placing token on slot 0
[12:03:12.934] [SEVERE ] removing player 2 token from slot 0
[12:03:12.934] [SEVERE ] player 2 placing token on slot 0
[12:03:12.934] [SEVERE ] removing player 2 token from slot 0
[12:03:12.935] [SEVERE ] player 2 placing token on slot 0
[12:03:12.935] [SEVERE ] removing player 2 token from slot 0
[12:03:12.935] [SEVERE ] player 2 placing token on slot 0
[12:03:12.936] [SEVERE ] removing player 2 token from slot 0
[12:03:12.937] [SEVERE ] removing player 3 token from slot 0
[12:03:12.937] [SEVERE ] player 2 placing token on slot 0
[12:03:12.937] [SEVERE ] player 3 placing token on slot 0
[12:03:12.937] [SEVERE ] removing player 2 token from slot 0
[12:03:12.937] [SEVERE ] removing player 3 token from slot 0
[12:03:12.938] [SEVERE ] player 2 placing token on slot 0
[12:03:12.938] [SEVERE ] removing player 2 token from slot 0
[12:03:12.938] [SEVERE ] player 2 placing token on slot 0
[12:03:12.938] [SEVERE ] removing player 2 token from slot 0
[12:03:12.939] [SEVERE ] player 2 placing token on slot 0
[12:03:12.939] [SEVERE ] removing player 2 token from slot 0
[12:03:12.940] [SEVERE ] player 2 placing token on slot 0
[12:03:12.940] [SEVERE ] removing player 2 token from slot 0
[12:03:12.940] [SEVERE ] player 2 placing token on slot 0
[12:03:12.940] [SEVERE ] removing player 2 token from slot 0
[12:03:12.940] [SEVERE ] player 2 placing token on slot 0
[12:03:12.939] [SEVERE ] player 3 placing token on slot 0
[12:03:12.941] [SEVERE ] removing player 2 token from slot 0
[12:03:12.941] [SEVERE ] player 2 placing token on slot 0
[12:03:12.941] [SEVERE ] removing player 2 token from slot 0
[12:03:12.942] [SEVERE ] player 2 placing token on slot 0
[12:03:12.942] [SEVERE ] removing player 2 token from slot 0
[12:03:12.942] [SEVERE ] player 2 placing token on slot 0
[12:03:12.942] [SEVERE ] removing player 2 token from slot 0
[12:03:12.943] [SEVERE ] player 2 placing token on slot 0
[12:03:12.943] [SEVERE ] removing player 2 token from slot 0
[12:03:12.945] [SEVERE ] player 2 placing token on slot 0
[12:03:12.945] [SEVERE ] removing player 2 token from slot 0
[12:03:12.943] [SEVERE ] removing player 3 token from slot 0
[12:03:12.945] [SEVERE ] player 2 placing token on slot 0
[12:03:12.946] [SEVERE ] removing player 2 token from slot 0
[12:03:12.946] [SEVERE ] player 2 placing token on slot 0
[12:03:12.946] [SEVERE ] removing player 2 token from slot 0
[12:03:12.947] [SEVERE ] player 2 placing token on slot 0
[12:03:12.947] [SEVERE ] removing player 2 token from slot 0
[12:03:12.947] [SEVERE ] player 2 placing token on slot 0
[12:03:12.948] [SEVERE ] removing player 2 token from slot 0
[12:03:12.948] [SEVERE ] player 2 placing token on slot 0
[12:03:12.948] [SEVERE ] removing player 2 token from slot 0
[12:03:12.948] [SEVERE ] player 2 placing token on slot 0
[12:03:12.948] [SEVERE ] removing player 2 token from slot 0
[12:03:12.949] [SEVERE ] player 2 placing token on slot 0
[12:03:12.949] [SEVERE ] removing player 2 token from slot 0
[12:03:12.949] [SEVERE ] player 2 placing token on slot 0
[12:03:12.949] [SEVERE ] removing player 2 token from slot 0
[12:03:12.951] [SEVERE ] player 3 placing token on slot 0
[12:03:12.951] [SEVERE ] player 2 placing token on slot 0
[12:03:12.951] [SEVERE ] removing player 3 token from slot 0
[12:03:12.952] [SEVERE ] removing player 2 token from slot 0
[12:03:12.952] [SEVERE ] player 2 placing token on slot 0
[12:03:12.952] [SEVERE ] removing player 2 token from slot 0
[12:03:12.952] [SEVERE ] player 2 placing token on slot 0
[12:03:12.953] [SEVERE ] player 3 placing token on slot 0
[12:03:12.953] [SEVERE ] removing player 2 token from slot 0
[12:03:12.953] [SEVERE ] player 2 placing token on slot 0
[12:03:12.953] [SEVERE ] removing player 2 token from slot 0
[12:03:12.953] [SEVERE ] player 2 placing token on slot 0
[12:03:12.955] [SEVERE ] removing player 2 token from slot 0
[12:03:12.955] [SEVERE ] player 2 placing token on slot 0
[12:03:12.955] [SEVERE ] removing player 2 token from slot 0
[12:03:12.956] [SEVERE ] player 2 placing token on slot 0
[12:03:12.956] [SEVERE ] removing player 2 token from slot 0
[12:03:12.956] [SEVERE ] player 2 placing token on slot 0
[12:03:12.957] [SEVERE ] removing player 2 token from slot 0
[12:03:12.957] [SEVERE ] player 2 placing token on slot 0
[12:03:12.957] [SEVERE ] removing player 2 token from slot 0
[12:03:12.957] [SEVERE ] player 2 placing token on slot 0
