[22:24:31.229] [INFO   ] thread main starting.
[22:24:31.234] [SEVERE ] cannot read configuration file config.properties trying from resources.
[22:24:31.237] [SEVERE ] configuration file was loaded from resources directory.
[22:24:31.705] [INFO   ] thread dealer starting.
[22:24:31.826] [SEVERE ] placing card 48 in slot 0
[22:24:31.826] [SEVERE ] player 3 placing token on slot 0
[22:24:31.826] [SEVERE ] player 5 placing token on slot 0
[22:24:31.826] [SEVERE ] player 4 placing token on slot 0
[22:24:31.829] [SEVERE ] removing player 4 token from slot 0
[22:24:31.830] [SEVERE ] player 4 placing token on slot 0
[22:24:31.830] [SEVERE ] removing player 5 token from slot 0
[22:24:31.841] [SEVERE ] removing player 4 token from slot 0
[22:24:31.841] [SEVERE ] player 4 placing token on slot 0
[22:24:31.842] [SEVERE ] player 5 placing token on slot 0
[22:24:31.842] [SEVERE ] removing player 5 token from slot 0
[22:24:31.842] [SEVERE ] player 5 placing token on slot 0
[22:24:31.842] [SEVERE ] removing player 5 token from slot 0
[22:24:31.842] [SEVERE ] player 5 placing token on slot 0
[22:24:31.841] [SEVERE ] player 2 placing token on slot 0
[22:24:31.843] [SEVERE ] removing player 5 token from slot 0
[22:24:31.842] [SEVERE ] removing player 3 token from slot 0
[22:24:31.842] [SEVERE ] removing player 4 token from slot 0
[22:24:31.843] [SEVERE ] player 3 placing token on slot 0
[22:24:31.843] [SEVERE ] player 5 placing token on slot 0
[22:24:31.843] [SEVERE ] removing player 2 token from slot 0
[22:24:31.844] [SEVERE ] removing player 5 token from slot 0
[22:24:31.844] [SEVERE ] removing player 3 token from slot 0
[22:24:31.843] [SEVERE ] player 4 placing token on slot 0
[22:24:31.844] [SEVERE ] player 5 placing token on slot 0
[22:24:31.845] [SEVERE ] player 3 placing token on slot 0
[22:24:31.844] [SEVERE ] player 2 placing token on slot 0
[22:24:31.845] [SEVERE ] removing player 2 token from slot 0
[22:24:31.845] [SEVERE ] player 2 placing token on slot 0
[22:24:31.847] [SEVERE ] removing player 2 token from slot 0
[22:24:31.845] [SEVERE ] removing player 3 token from slot 0
[22:24:31.845] [SEVERE ] removing player 5 token from slot 0
[22:24:31.845] [SEVERE ] removing player 4 token from slot 0
[22:24:31.848] [SEVERE ] player 5 placing token on slot 0
[22:24:31.848] [SEVERE ] player 3 placing token on slot 0
[22:24:31.849] [SEVERE ] removing player 3 token from slot 0
[22:24:31.849] [SEVERE ] player 3 placing token on slot 0
[22:24:31.849] [SEVERE ] removing player 3 token from slot 0
[22:24:31.850] [SEVERE ] player 3 placing token on slot 0
[22:24:31.850] [SEVERE ] removing player 3 token from slot 0
[22:24:31.848] [SEVERE ] player 2 placing token on slot 0
[22:24:31.849] [SEVERE ] removing player 5 token from slot 0
[22:24:31.849] [SEVERE ] player 4 placing token on slot 0
[22:24:31.851] [SEVERE ] player 5 placing token on slot 0
[22:24:31.851] [SEVERE ] player 3 placing token on slot 0
[22:24:31.851] [SEVERE ] removing player 3 token from slot 0
[22:24:31.851] [SEVERE ] player 3 placing token on slot 0
