[13:54:11.769] [INFO   ] thread main starting.
[13:54:11.775] [SEVERE ] cannot read configuration file config.properties trying from resources.
[13:54:11.777] [SEVERE ] configuration file was loaded from resources directory.
[13:54:12.234] [INFO   ] thread dealer starting.
[13:54:12.342] [SEVERE ] placing card 43 in slot 0
[13:54:12.354] [SEVERE ] player 3 placing token on slot 0
[13:54:12.357] [SEVERE ] removing player 3 token from slot 0
[13:54:12.358] [SEVERE ] player 3 placing token on slot 0
[13:54:12.358] [SEVERE ] removing player 3 token from slot 0
[13:54:12.359] [SEVERE ] player 3 placing token on slot 0
[13:54:12.362] [SEVERE ] removing player 3 token from slot 0
[13:54:12.366] [SEVERE ] player 3 placing token on slot 0
[13:54:12.367] [SEVERE ] removing player 3 token from slot 0
[13:54:12.367] [SEVERE ] player 3 placing token on slot 0
[13:54:12.367] [SEVERE ] removing player 3 token from slot 0
[13:54:12.368] [SEVERE ] player 3 placing token on slot 0
[13:54:12.368] [SEVERE ] removing player 3 token from slot 0
[13:54:12.368] [SEVERE ] player 3 placing token on slot 0
[13:54:12.368] [SEVERE ] removing player 3 token from slot 0
[13:54:12.368] [SEVERE ] player 3 placing token on slot 0
[13:54:12.369] [SEVERE ] removing player 3 token from slot 0
[13:54:12.369] [SEVERE ] player 3 placing token on slot 0
[13:54:12.369] [SEVERE ] removing player 3 token from slot 0
[13:54:12.369] [SEVERE ] player 3 placing token on slot 0
[13:54:12.399] [SEVERE ] player 2 placing token on slot 0
[13:54:12.399] [SEVERE ] removing player 3 token from slot 0
[13:54:12.399] [SEVERE ] player 1 placing token on slot 0
[13:54:12.399] [SEVERE ] player 4 placing token on slot 0
[13:54:12.400] [SEVERE ] removing player 1 token from slot 0
[13:54:12.400] [SEVERE ] removing player 2 token from slot 0
[13:54:12.400] [SEVERE ] player 3 placing token on slot 0
[13:54:12.403] [SEVERE ] player 2 placing token on slot 0
[13:54:12.410] [SEVERE ] removing player 2 token from slot 0
[13:54:12.410] [SEVERE ] player 1 placing token on slot 0
[13:54:12.410] [SEVERE ] removing player 3 token from slot 0
[13:54:12.411] [SEVERE ] removing player 1 token from slot 0
[13:54:12.411] [SEVERE ] player 2 placing token on slot 0
[13:54:12.412] [SEVERE ] player 1 placing token on slot 0
