[21:45:04.168] [INFO   ] thread main starting.
[21:45:04.173] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:45:04.175] [SEVERE ] configuration file was loaded from resources directory.
[21:45:04.682] [INFO   ] thread dealer starting.
[21:45:04.813] [SEVERE ] placing card 22 in slot 0
[21:45:04.813] [SEVERE ] player 2 placing token on slot 0
[21:45:04.814] [SEVERE ] player 3 placing token on slot 0
[21:45:04.815] [SEVERE ] removing player 3 token from slot 0
[21:45:04.816] [SEVERE ] player 3 placing token on slot 0
[21:45:04.818] [SEVERE ] removing player 3 token from slot 0
[21:45:04.815] [SEVERE ] removing player 2 token from slot 0
[21:45:04.823] [SEVERE ] player 2 placing token on slot 0
[21:45:04.823] [SEVERE ] removing player 2 token from slot 0
[21:45:04.823] [SEVERE ] player 2 placing token on slot 0
[21:45:04.822] [SEVERE ] player 3 placing token on slot 0
[21:45:04.827] [SEVERE ] removing player 3 token from slot 0
[21:45:04.827] [SEVERE ] player 3 placing token on slot 0
[21:45:04.828] [SEVERE ] removing player 3 token from slot 0
[21:45:04.829] [SEVERE ] player 3 placing token on slot 0
[21:45:04.830] [SEVERE ] removing player 3 token from slot 0
[21:45:04.830] [SEVERE ] player 3 placing token on slot 0
[21:45:04.831] [SEVERE ] removing player 3 token from slot 0
[21:45:04.831] [SEVERE ] player 3 placing token on slot 0
[21:45:04.831] [SEVERE ] removing player 2 token from slot 0
[21:45:04.831] [SEVERE ] removing player 3 token from slot 0
[21:45:04.832] [SEVERE ] player 2 placing token on slot 0
[21:45:04.832] [SEVERE ] player 3 placing token on slot 0
[21:45:04.832] [SEVERE ] removing player 2 token from slot 0
[21:45:04.832] [SEVERE ] removing player 3 token from slot 0
[21:45:04.833] [SEVERE ] player 2 placing token on slot 0
[21:45:04.833] [SEVERE ] player 3 placing token on slot 0
[21:45:04.833] [SEVERE ] removing player 2 token from slot 0
[21:45:04.833] [SEVERE ] removing player 3 token from slot 0
[21:45:04.834] [SEVERE ] player 3 placing token on slot 0
[21:45:04.833] [SEVERE ] player 2 placing token on slot 0
[21:45:04.834] [SEVERE ] removing player 3 token from slot 0
[21:45:04.834] [SEVERE ] removing player 2 token from slot 0
[21:45:04.834] [SEVERE ] player 3 placing token on slot 0
[21:45:04.835] [SEVERE ] player 2 placing token on slot 0
[21:45:04.835] [SEVERE ] removing player 2 token from slot 0
[21:45:04.835] [SEVERE ] removing player 3 token from slot 0
[21:45:04.835] [SEVERE ] player 2 placing token on slot 0
[21:45:04.836] [SEVERE ] player 3 placing token on slot 0
[21:45:04.836] [SEVERE ] removing player 2 token from slot 0
[21:45:04.836] [SEVERE ] removing player 3 token from slot 0
[21:45:04.836] [SEVERE ] player 2 placing token on slot 0
[21:45:04.836] [SEVERE ] player 3 placing token on slot 0
[21:45:04.837] [SEVERE ] removing player 2 token from slot 0
[21:45:04.837] [SEVERE ] removing player 3 token from slot 0
[21:45:04.837] [SEVERE ] player 2 placing token on slot 0
[21:45:04.837] [SEVERE ] player 3 placing token on slot 0
[21:45:04.837] [SEVERE ] removing player 2 token from slot 0
[21:45:04.837] [SEVERE ] removing player 3 token from slot 0
[21:45:04.837] [SEVERE ] player 2 placing token on slot 0
[21:45:04.839] [SEVERE ] removing player 2 token from slot 0
[21:45:04.839] [SEVERE ] player 2 placing token on slot 0
[21:45:04.839] [SEVERE ] removing player 2 token from slot 0
[21:45:04.839] [SEVERE ] player 2 placing token on slot 0
[21:45:04.840] [SEVERE ] removing player 2 token from slot 0
[21:45:04.840] [SEVERE ] player 2 placing token on slot 0
[21:45:04.840] [SEVERE ] removing player 2 token from slot 0
[21:45:04.842] [SEVERE ] player 4 placing token on slot 0
[21:45:04.842] [SEVERE ] removing player 4 token from slot 0
[21:45:04.842] [SEVERE ] player 4 placing token on slot 0
[21:45:04.842] [SEVERE ] removing player 4 token from slot 0
[21:45:04.842] [SEVERE ] player 4 placing token on slot 0
[21:45:04.843] [SEVERE ] removing player 4 token from slot 0
[21:45:04.843] [SEVERE ] player 4 placing token on slot 0
[21:45:04.843] [SEVERE ] removing player 4 token from slot 0
[21:45:04.843] [SEVERE ] player 4 placing token on slot 0
[21:45:04.843] [SEVERE ] removing player 4 token from slot 0
[21:45:04.844] [SEVERE ] player 4 placing token on slot 0
[21:45:04.844] [SEVERE ] removing player 4 token from slot 0
[21:45:04.844] [SEVERE ] player 4 placing token on slot 0
[21:45:04.844] [SEVERE ] player 2 placing token on slot 0
[21:45:04.844] [SEVERE ] removing player 4 token from slot 0
[21:45:04.845] [SEVERE ] player 4 placing token on slot 0
[21:45:04.845] [SEVERE ] removing player 4 token from slot 0
[21:45:04.845] [SEVERE ] player 4 placing token on slot 0
[21:45:04.845] [SEVERE ] removing player 4 token from slot 0
[21:45:04.845] [SEVERE ] player 4 placing token on slot 0
[21:45:04.845] [SEVERE ] removing player 4 token from slot 0
[21:45:04.845] [SEVERE ] player 4 placing token on slot 0
[21:45:04.846] [SEVERE ] removing player 4 token from slot 0
[21:45:04.847] [SEVERE ] player 4 placing token on slot 0
[21:45:04.848] [SEVERE ] removing player 4 token from slot 0
[21:45:04.848] [SEVERE ] player 4 placing token on slot 0
[21:45:04.848] [SEVERE ] removing player 4 token from slot 0
[21:45:04.848] [SEVERE ] player 4 placing token on slot 0
[21:45:04.849] [SEVERE ] removing player 4 token from slot 0
[21:45:04.849] [SEVERE ] player 4 placing token on slot 0
[21:45:04.849] [SEVERE ] removing player 4 token from slot 0
[21:45:04.844] [SEVERE ] removing player 2 token from slot 0
[21:45:04.849] [SEVERE ] player 4 placing token on slot 0
[21:45:04.850] [SEVERE ] removing player 4 token from slot 0
[21:45:04.850] [SEVERE ] player 4 placing token on slot 0
[21:45:04.850] [SEVERE ] removing player 4 token from slot 0
[21:45:04.850] [SEVERE ] player 4 placing token on slot 0
[21:45:04.850] [SEVERE ] removing player 4 token from slot 0
[21:45:04.850] [SEVERE ] player 4 placing token on slot 0
[21:45:04.851] [SEVERE ] removing player 4 token from slot 0
[21:45:04.851] [SEVERE ] player 4 placing token on slot 0
[21:45:04.851] [SEVERE ] removing player 4 token from slot 0
[21:45:04.851] [SEVERE ] player 4 placing token on slot 0
[21:45:04.851] [SEVERE ] removing player 4 token from slot 0
[21:45:04.851] [SEVERE ] player 4 placing token on slot 0
[21:45:04.851] [SEVERE ] removing player 4 token from slot 0
[21:45:04.852] [SEVERE ] player 4 placing token on slot 0
[21:45:04.852] [SEVERE ] removing player 4 token from slot 0
[21:45:04.852] [SEVERE ] player 4 placing token on slot 0
[21:45:04.846] [SEVERE ] player 3 placing token on slot 0
[21:45:04.853] [SEVERE ] removing player 3 token from slot 0
[21:45:04.852] [SEVERE ] removing player 4 token from slot 0
[21:45:04.853] [SEVERE ] player 4 placing token on slot 0
[21:45:04.853] [SEVERE ] removing player 4 token from slot 0
[21:45:04.850] [SEVERE ] player 2 placing token on slot 0
[21:45:04.853] [SEVERE ] player 4 placing token on slot 0
[21:45:04.854] [SEVERE ] removing player 4 token from slot 0
[21:45:04.854] [SEVERE ] player 4 placing token on slot 0
[21:45:04.853] [SEVERE ] player 3 placing token on slot 0
[21:45:04.856] [SEVERE ] removing player 3 token from slot 0
[21:45:04.855] [SEVERE ] removing player 4 token from slot 0
[21:45:04.854] [SEVERE ] removing player 2 token from slot 0
[21:45:04.856] [SEVERE ] player 5 placing token on slot 0
[21:45:04.857] [SEVERE ] removing player 5 token from slot 0
[21:45:04.857] [SEVERE ] player 5 placing token on slot 0
[21:45:04.857] [SEVERE ] removing player 5 token from slot 0
[21:45:04.857] [SEVERE ] player 5 placing token on slot 0
[21:45:04.858] [SEVERE ] removing player 5 token from slot 0
[21:45:04.858] [SEVERE ] player 5 placing token on slot 0
[21:45:04.858] [SEVERE ] removing player 5 token from slot 0
[21:45:04.858] [SEVERE ] player 5 placing token on slot 0
[21:45:04.858] [SEVERE ] removing player 5 token from slot 0
[21:45:04.858] [SEVERE ] player 5 placing token on slot 0
[21:45:04.859] [SEVERE ] removing player 5 token from slot 0
[21:45:04.859] [SEVERE ] player 5 placing token on slot 0
[21:45:04.859] [SEVERE ] removing player 5 token from slot 0
[21:45:04.859] [SEVERE ] player 5 placing token on slot 0
[21:45:04.859] [SEVERE ] removing player 5 token from slot 0
[21:45:04.860] [SEVERE ] player 5 placing token on slot 0
[21:45:04.860] [SEVERE ] removing player 5 token from slot 0
[21:45:04.860] [SEVERE ] player 5 placing token on slot 0
[21:45:04.856] [SEVERE ] player 4 placing token on slot 0
[21:45:04.861] [SEVERE ] removing player 4 token from slot 0
[21:45:04.861] [SEVERE ] player 4 placing token on slot 0
[21:45:04.861] [SEVERE ] removing player 4 token from slot 0
[21:45:04.856] [SEVERE ] player 3 placing token on slot 0
[21:45:04.860] [SEVERE ] removing player 5 token from slot 0
[21:45:04.861] [SEVERE ] player 5 placing token on slot 0
[21:45:04.861] [SEVERE ] removing player 5 token from slot 0
[21:45:04.862] [SEVERE ] player 4 placing token on slot 0
[21:45:04.862] [SEVERE ] removing player 4 token from slot 0
[21:45:04.862] [SEVERE ] player 4 placing token on slot 0
[21:45:04.862] [SEVERE ] removing player 4 token from slot 0
[21:45:04.863] [SEVERE ] player 4 placing token on slot 0
[21:45:04.863] [SEVERE ] removing player 4 token from slot 0
[21:45:04.864] [SEVERE ] player 4 placing token on slot 0
[21:45:04.864] [SEVERE ] removing player 4 token from slot 0
[21:45:04.864] [SEVERE ] player 4 placing token on slot 0
[21:45:04.864] [SEVERE ] removing player 4 token from slot 0
[21:45:04.864] [SEVERE ] player 4 placing token on slot 0
[21:45:04.857] [SEVERE ] player 2 placing token on slot 0
[21:45:04.865] [SEVERE ] removing player 2 token from slot 0
[21:45:04.865] [SEVERE ] player 2 placing token on slot 0
[21:45:04.865] [SEVERE ] removing player 2 token from slot 0
[21:45:04.865] [SEVERE ] player 2 placing token on slot 0
[21:45:04.866] [SEVERE ] removing player 2 token from slot 0
[21:45:04.862] [SEVERE ] removing player 3 token from slot 0
[21:45:04.862] [SEVERE ] player 5 placing token on slot 0
[21:45:04.866] [SEVERE ] player 3 placing token on slot 0
[21:45:04.866] [SEVERE ] removing player 3 token from slot 0
[21:45:04.867] [SEVERE ] player 3 placing token on slot 0
[21:45:04.866] [SEVERE ] player 2 placing token on slot 0
[21:45:04.865] [SEVERE ] removing player 4 token from slot 0
[21:45:04.867] [SEVERE ] removing player 2 token from slot 0
[21:45:04.867] [SEVERE ] player 2 placing token on slot 0
[21:45:04.867] [SEVERE ] removing player 2 token from slot 0
[21:45:04.867] [SEVERE ] player 2 placing token on slot 0
[21:45:04.867] [SEVERE ] removing player 2 token from slot 0
[21:45:04.867] [SEVERE ] removing player 3 token from slot 0
[21:45:04.866] [SEVERE ] removing player 5 token from slot 0
[21:45:04.868] [SEVERE ] player 3 placing token on slot 0
