[13:11:05.082] [INFO   ] thread main starting.
[13:11:05.088] [SEVERE ] cannot read configuration file config.properties trying from resources.
[13:11:05.091] [SEVERE ] configuration file was loaded from resources directory.
[13:11:05.636] [INFO   ] thread dealer starting.
[13:11:05.750] [SEVERE ] placing card 77 in slot 0
[13:11:05.751] [SEVERE ] player 3 placing token on slot 0
[13:11:05.752] [SEVERE ] player 2 placing token on slot 0
[13:11:05.752] [SEVERE ] removing player 3 token from slot 0
[13:11:05.754] [SEVERE ] removing player 2 token from slot 0
[13:11:05.754] [SEVERE ] player 3 placing token on slot 0
[13:11:05.754] [SEVERE ] player 2 placing token on slot 0
[13:11:05.757] [SEVERE ] removing player 3 token from slot 0
[13:11:05.757] [SEVERE ] removing player 2 token from slot 0
[13:11:05.759] [SEVERE ] player 3 placing token on slot 0
[13:11:05.759] [SEVERE ] removing player 3 token from slot 0
[13:11:05.760] [SEVERE ] player 3 placing token on slot 0
[13:11:05.760] [SEVERE ] player 2 placing token on slot 0
[13:11:05.762] [SEVERE ] removing player 3 token from slot 0
[13:11:05.762] [SEVERE ] removing player 2 token from slot 0
[13:11:05.763] [SEVERE ] player 3 placing token on slot 0
[13:11:05.763] [SEVERE ] player 2 placing token on slot 0
[13:11:05.763] [SEVERE ] removing player 3 token from slot 0
[13:11:05.764] [SEVERE ] removing player 2 token from slot 0
[13:11:05.764] [SEVERE ] player 2 placing token on slot 0
[13:11:05.764] [SEVERE ] player 3 placing token on slot 0
[13:11:05.765] [SEVERE ] removing player 2 token from slot 0
[13:11:05.765] [SEVERE ] removing player 3 token from slot 0
[13:11:05.765] [SEVERE ] player 3 placing token on slot 0
[13:11:05.766] [SEVERE ] player 2 placing token on slot 0
[13:11:05.767] [SEVERE ] removing player 2 token from slot 0
[13:11:05.767] [SEVERE ] removing player 3 token from slot 0
[13:11:05.768] [SEVERE ] player 3 placing token on slot 0
[13:11:05.768] [SEVERE ] removing player 3 token from slot 0
[13:11:05.768] [SEVERE ] player 2 placing token on slot 0
[13:11:05.768] [SEVERE ] player 3 placing token on slot 0
[13:11:05.769] [SEVERE ] removing player 2 token from slot 0
[13:11:05.769] [SEVERE ] player 2 placing token on slot 0
[13:11:05.769] [SEVERE ] removing player 3 token from slot 0
[13:11:05.770] [SEVERE ] removing player 2 token from slot 0
[13:11:05.770] [SEVERE ] player 2 placing token on slot 0
[13:11:05.770] [SEVERE ] player 3 placing token on slot 0
[13:11:05.771] [SEVERE ] removing player 2 token from slot 0
[13:11:05.771] [SEVERE ] removing player 3 token from slot 0
[13:11:05.772] [SEVERE ] player 3 placing token on slot 0
[13:11:05.773] [SEVERE ] player 2 placing token on slot 0
[13:11:05.773] [SEVERE ] removing player 3 token from slot 0
[13:11:05.773] [SEVERE ] removing player 2 token from slot 0
[13:11:05.774] [SEVERE ] player 2 placing token on slot 0
[13:11:05.774] [SEVERE ] player 3 placing token on slot 0
[13:11:05.775] [SEVERE ] removing player 2 token from slot 0
[13:11:05.776] [SEVERE ] player 2 placing token on slot 0
[13:11:05.776] [SEVERE ] removing player 2 token from slot 0
[13:11:05.777] [SEVERE ] removing player 3 token from slot 0
[13:11:05.777] [SEVERE ] player 2 placing token on slot 0
[13:11:05.778] [SEVERE ] player 3 placing token on slot 0
[13:11:05.778] [SEVERE ] removing player 2 token from slot 0
[13:11:05.778] [SEVERE ] removing player 3 token from slot 0
[13:11:05.779] [SEVERE ] player 3 placing token on slot 0
[13:11:05.780] [SEVERE ] removing player 3 token from slot 0
[13:11:05.780] [SEVERE ] player 2 placing token on slot 0
[13:11:05.781] [SEVERE ] player 3 placing token on slot 0
[13:11:05.781] [SEVERE ] removing player 2 token from slot 0
[13:11:05.781] [SEVERE ] removing player 3 token from slot 0
[13:11:05.781] [SEVERE ] player 3 placing token on slot 0
[13:11:05.782] [SEVERE ] removing player 3 token from slot 0
[13:11:05.782] [SEVERE ] player 2 placing token on slot 0
[13:11:05.784] [SEVERE ] player 3 placing token on slot 0
[13:11:05.784] [SEVERE ] removing player 3 token from slot 0
[13:11:05.785] [SEVERE ] removing player 2 token from slot 0
[13:11:05.785] [SEVERE ] player 3 placing token on slot 0
[13:11:05.786] [SEVERE ] player 2 placing token on slot 0
[13:11:05.786] [SEVERE ] removing player 3 token from slot 0
[13:11:05.786] [SEVERE ] removing player 2 token from slot 0
[13:11:05.787] [SEVERE ] player 3 placing token on slot 0
[13:11:05.787] [SEVERE ] player 2 placing token on slot 0
[13:11:05.788] [SEVERE ] removing player 3 token from slot 0
[13:11:05.788] [SEVERE ] removing player 2 token from slot 0
[13:11:05.789] [SEVERE ] player 2 placing token on slot 0
[13:11:05.790] [SEVERE ] player 3 placing token on slot 0
[13:11:05.791] [SEVERE ] removing player 2 token from slot 0
[13:11:05.791] [SEVERE ] player 2 placing token on slot 0
[13:11:05.791] [SEVERE ] removing player 3 token from slot 0
[13:11:05.791] [SEVERE ] removing player 2 token from slot 0
[13:11:05.792] [SEVERE ] player 3 placing token on slot 0
[13:11:05.792] [SEVERE ] player 2 placing token on slot 0
[13:11:05.792] [SEVERE ] removing player 3 token from slot 0
[13:11:05.792] [SEVERE ] removing player 2 token from slot 0
[13:11:05.792] [SEVERE ] player 3 placing token on slot 0
[13:11:05.793] [SEVERE ] player 2 placing token on slot 0
[13:11:05.793] [SEVERE ] removing player 2 token from slot 0
[13:11:05.794] [SEVERE ] removing player 3 token from slot 0
[13:11:05.794] [SEVERE ] player 2 placing token on slot 0
[13:11:05.795] [SEVERE ] player 3 placing token on slot 0
[13:11:05.795] [SEVERE ] removing player 2 token from slot 0
[13:11:05.795] [SEVERE ] removing player 3 token from slot 0
[13:11:05.795] [SEVERE ] player 3 placing token on slot 0
[13:11:05.796] [SEVERE ] removing player 3 token from slot 0
[13:11:05.796] [SEVERE ] player 2 placing token on slot 0
[13:11:05.797] [SEVERE ] player 3 placing token on slot 0
[13:11:05.797] [SEVERE ] removing player 3 token from slot 0
[13:11:05.798] [SEVERE ] player 3 placing token on slot 0
[13:11:05.799] [SEVERE ] removing player 3 token from slot 0
[13:11:05.801] [SEVERE ] player 3 placing token on slot 0
[13:11:05.801] [SEVERE ] removing player 2 token from slot 0
[13:11:05.801] [SEVERE ] removing player 3 token from slot 0
[13:11:05.802] [SEVERE ] player 2 placing token on slot 0
[13:11:05.802] [SEVERE ] player 3 placing token on slot 0
[13:11:05.804] [SEVERE ] removing player 2 token from slot 0
[13:11:05.805] [SEVERE ] removing player 3 token from slot 0
[13:11:05.805] [SEVERE ] player 2 placing token on slot 0
[13:11:05.807] [SEVERE ] player 3 placing token on slot 0
[13:11:05.807] [SEVERE ] removing player 2 token from slot 0
[13:11:05.807] [SEVERE ] removing player 3 token from slot 0
[13:11:05.808] [SEVERE ] player 3 placing token on slot 0
[13:11:05.808] [SEVERE ] player 2 placing token on slot 0
[13:11:05.808] [SEVERE ] removing player 3 token from slot 0
[13:11:05.809] [SEVERE ] removing player 2 token from slot 0
[13:11:05.810] [SEVERE ] player 2 placing token on slot 0
[13:11:05.813] [SEVERE ] removing player 2 token from slot 0
[13:11:05.813] [SEVERE ] player 3 placing token on slot 0
[13:11:05.815] [SEVERE ] player 2 placing token on slot 0
[13:11:05.815] [SEVERE ] removing player 3 token from slot 0
[13:11:05.815] [SEVERE ] removing player 2 token from slot 0
[13:11:05.816] [SEVERE ] player 3 placing token on slot 0
[13:11:05.816] [SEVERE ] removing player 3 token from slot 0
[13:11:05.816] [SEVERE ] player 3 placing token on slot 0
[13:11:05.816] [SEVERE ] removing player 3 token from slot 0
[13:11:05.816] [SEVERE ] player 3 placing token on slot 0
[13:11:05.817] [SEVERE ] player 2 placing token on slot 0
[13:11:05.817] [SEVERE ] removing player 3 token from slot 0
[13:11:05.817] [SEVERE ] removing player 2 token from slot 0
[13:11:05.819] [SEVERE ] player 2 placing token on slot 0
[13:11:05.820] [SEVERE ] player 3 placing token on slot 0
[13:11:05.820] [SEVERE ] removing player 2 token from slot 0
[13:11:05.821] [SEVERE ] player 2 placing token on slot 0
[13:11:05.821] [SEVERE ] removing player 3 token from slot 0
[13:11:05.822] [SEVERE ] removing player 2 token from slot 0
[13:11:05.822] [SEVERE ] player 2 placing token on slot 0
[13:11:05.823] [SEVERE ] removing player 2 token from slot 0
[13:11:05.824] [SEVERE ] player 2 placing token on slot 0
[13:11:05.826] [SEVERE ] removing player 2 token from slot 0
[13:11:05.826] [SEVERE ] player 3 placing token on slot 0
[13:11:05.826] [SEVERE ] player 2 placing token on slot 0
[13:11:05.827] [SEVERE ] removing player 3 token from slot 0
[13:11:05.828] [SEVERE ] removing player 2 token from slot 0
[13:11:05.828] [SEVERE ] player 3 placing token on slot 0
[13:11:05.828] [SEVERE ] player 2 placing token on slot 0
[13:11:05.828] [SEVERE ] removing player 3 token from slot 0
[13:11:05.829] [SEVERE ] removing player 2 token from slot 0
[13:11:05.829] [SEVERE ] player 2 placing token on slot 0
[13:11:05.829] [SEVERE ] player 3 placing token on slot 0
[13:11:05.831] [SEVERE ] removing player 3 token from slot 0
[13:11:05.831] [SEVERE ] removing player 2 token from slot 0
[13:11:05.832] [SEVERE ] player 3 placing token on slot 0
[13:11:05.833] [SEVERE ] player 2 placing token on slot 0
[13:11:05.833] [SEVERE ] removing player 3 token from slot 0
[13:11:05.833] [SEVERE ] player 3 placing token on slot 0
[13:11:05.834] [SEVERE ] removing player 3 token from slot 0
[13:11:05.835] [SEVERE ] removing player 2 token from slot 0
[13:11:05.835] [SEVERE ] player 2 placing token on slot 0
[13:11:05.836] [SEVERE ] removing player 2 token from slot 0
[13:11:05.837] [SEVERE ] player 3 placing token on slot 0
[13:11:05.837] [SEVERE ] player 2 placing token on slot 0
[13:11:05.837] [SEVERE ] removing player 2 token from slot 0
[13:11:05.837] [SEVERE ] removing player 3 token from slot 0
[13:11:05.837] [SEVERE ] player 3 placing token on slot 0
[13:11:05.838] [SEVERE ] player 2 placing token on slot 0
[13:11:05.838] [SEVERE ] removing player 2 token from slot 0
[13:11:05.838] [SEVERE ] removing player 3 token from slot 0
[13:11:05.839] [SEVERE ] player 3 placing token on slot 0
[13:11:05.839] [SEVERE ] removing player 3 token from slot 0
[13:11:05.839] [SEVERE ] player 2 placing token on slot 0
[13:11:05.840] [SEVERE ] removing player 2 token from slot 0
[13:11:05.840] [SEVERE ] player 2 placing token on slot 0
[13:11:05.841] [SEVERE ] removing player 2 token from slot 0
[13:11:05.841] [SEVERE ] player 3 placing token on slot 0
[13:11:05.841] [SEVERE ] player 2 placing token on slot 0
[13:11:05.841] [SEVERE ] removing player 2 token from slot 0
[13:11:05.842] [SEVERE ] player 2 placing token on slot 0
[13:11:05.843] [SEVERE ] removing player 3 token from slot 0
[13:11:05.846] [SEVERE ] removing player 2 token from slot 0
[13:11:05.846] [SEVERE ] player 3 placing token on slot 0
[13:11:05.849] [SEVERE ] player 2 placing token on slot 0
[13:11:05.850] [SEVERE ] removing player 3 token from slot 0
[13:11:05.850] [SEVERE ] removing player 2 token from slot 0
[13:11:05.850] [SEVERE ] player 3 placing token on slot 0
[13:11:05.850] [SEVERE ] player 2 placing token on slot 0
[13:11:05.851] [SEVERE ] removing player 2 token from slot 0
[13:11:05.851] [SEVERE ] removing player 3 token from slot 0
[13:11:05.852] [SEVERE ] player 2 placing token on slot 0
[13:11:05.852] [SEVERE ] removing player 2 token from slot 0
[13:11:05.853] [SEVERE ] player 3 placing token on slot 0
[13:11:05.853] [SEVERE ] player 2 placing token on slot 0
[13:11:05.853] [SEVERE ] removing player 3 token from slot 0
[13:11:05.854] [SEVERE ] removing player 2 token from slot 0
[13:11:05.854] [SEVERE ] player 2 placing token on slot 0
[13:11:05.856] [SEVERE ] removing player 2 token from slot 0
[13:11:05.856] [SEVERE ] player 3 placing token on slot 0
[13:11:05.858] [SEVERE ] removing player 3 token from slot 0
[13:11:05.858] [SEVERE ] player 3 placing token on slot 0
[13:11:05.859] [SEVERE ] player 2 placing token on slot 0
[13:11:05.859] [SEVERE ] removing player 3 token from slot 0
[13:11:05.859] [SEVERE ] removing player 2 token from slot 0
[13:11:05.859] [SEVERE ] player 2 placing token on slot 0
[13:11:05.860] [SEVERE ] player 3 placing token on slot 0
[13:11:05.861] [SEVERE ] removing player 3 token from slot 0
[13:11:05.861] [SEVERE ] player 3 placing token on slot 0
[13:11:05.862] [SEVERE ] placing card 5 in slot 1
[13:11:05.862] [SEVERE ] removing player 2 token from slot 0
[13:11:05.862] [SEVERE ] player 2 placing token on slot 1
[13:11:05.863] [SEVERE ] player 2 placing token on slot 0
[13:11:05.863] [SEVERE ] removing player 2 token from slot 0
[13:11:05.863] [SEVERE ] removing player 3 token from slot 0
[13:11:05.864] [SEVERE ] player 3 placing token on slot 1
[13:11:05.864] [SEVERE ] player 2 placing token on slot 0
[13:11:05.867] [SEVERE ] removing player 3 token from slot 1
[13:11:05.868] [SEVERE ] player 3 placing token on slot 1
[13:11:05.868] [SEVERE ] removing player 2 token from slot 1
[13:11:05.868] [SEVERE ] player 3 placing token on slot 0
[13:11:05.868] [SEVERE ] removing player 3 token from slot 0
[13:11:05.868] [SEVERE ] removing player 2 token from slot 0
[13:11:05.869] [SEVERE ] player 2 placing token on slot 1
[13:11:05.869] [SEVERE ] player 3 placing token on slot 0
[13:11:05.869] [SEVERE ] removing player 2 token from slot 1
[13:11:05.869] [SEVERE ] removing player 3 token from slot 1
[13:11:05.869] [SEVERE ] player 2 placing token on slot 1
[13:11:05.870] [SEVERE ] removing player 2 token from slot 1
[13:11:05.870] [SEVERE ] player 2 placing token on slot 1
[13:11:05.875] [SEVERE ] removing player 2 token from slot 1
[13:11:05.875] [SEVERE ] player 3 placing token on slot 1
[13:11:05.876] [SEVERE ] removing player 3 token from slot 1
[13:11:05.876] [SEVERE ] player 2 placing token on slot 1
[13:11:05.876] [SEVERE ] player 2 placing token on slot 0
[13:11:05.877] [SEVERE ] removing player 3 token from slot 0
[13:11:05.877] [SEVERE ] removing player 2 token from slot 1
[13:11:05.881] [SEVERE ] removing player 2 token from slot 0
[13:11:05.881] [SEVERE ] player 3 placing token on slot 1
[13:11:05.882] [SEVERE ] player 2 placing token on slot 0
[13:11:05.882] [SEVERE ] player 2 placing token on slot 1
[13:11:05.883] [SEVERE ] removing player 2 token from slot 0
[13:11:05.883] [SEVERE ] player 2 placing token on slot 0
[13:11:05.883] [SEVERE ] removing player 3 token from slot 1
[13:11:05.883] [SEVERE ] player 3 placing token on slot 0
[13:11:05.883] [SEVERE ] removing player 2 token from slot 0
[13:11:05.885] [SEVERE ] player 2 placing token on slot 0
[13:11:05.886] [SEVERE ] player 3 placing token on slot 1
[13:11:05.886] [SEVERE ] removing player 2 token from slot 1
[13:11:05.886] [SEVERE ] removing player 3 token from slot 1
[13:11:05.886] [SEVERE ] player 2 placing token on slot 1
[13:11:05.886] [SEVERE ] removing player 3 token from slot 0
[13:11:05.889] [SEVERE ] player 3 placing token on slot 0
[13:11:05.889] [SEVERE ] removing player 2 token from slot 1
[13:11:05.889] [SEVERE ] removing player 3 token from slot 0
[13:11:05.890] [SEVERE ] player 2 placing token on slot 1
[13:11:05.890] [SEVERE ] player 3 placing token on slot 1
[13:11:05.890] [SEVERE ] removing player 2 token from slot 1
[13:11:05.890] [SEVERE ] player 2 placing token on slot 1
[13:11:05.892] [SEVERE ] removing player 2 token from slot 0
[13:11:05.892] [SEVERE ] player 3 placing token on slot 0
[13:11:05.892] [SEVERE ] removing player 2 token from slot 1
[13:11:05.892] [SEVERE ] player 2 placing token on slot 0
[13:11:05.895] [SEVERE ] removing player 2 token from slot 0
[13:11:05.895] [SEVERE ] removing player 3 token from slot 1
[13:11:05.899] [SEVERE ] player 2 placing token on slot 0
[13:11:05.899] [SEVERE ] removing player 3 token from slot 0
[13:11:05.900] [SEVERE ] player 3 placing token on slot 0
[13:11:05.900] [SEVERE ] removing player 2 token from slot 0
[13:11:05.900] [SEVERE ] player 2 placing token on slot 0
[13:11:05.900] [SEVERE ] removing player 2 token from slot 0
[13:11:05.903] [SEVERE ] player 2 placing token on slot 1
[13:11:05.904] [SEVERE ] player 3 placing token on slot 1
[13:11:05.904] [SEVERE ] removing player 3 token from slot 0
[13:11:05.905] [SEVERE ] removing player 2 token from slot 1
[13:11:05.905] [SEVERE ] player 2 placing token on slot 1
[13:11:05.906] [SEVERE ] removing player 3 token from slot 1
[13:11:05.906] [SEVERE ] player 3 placing token on slot 0
[13:11:05.907] [SEVERE ] removing player 2 token from slot 1
[13:11:05.907] [SEVERE ] player 3 placing token on slot 1
[13:11:05.912] [SEVERE ] removing player 3 token from slot 1
[13:11:05.912] [SEVERE ] player 2 placing token on slot 0
[13:11:05.914] [SEVERE ] player 2 placing token on slot 1
[13:11:05.921] [SEVERE ] removing player 3 token from slot 0
[13:11:05.921] [SEVERE ] removing player 2 token from slot 1
[13:11:05.922] [SEVERE ] player 3 placing token on slot 0
[13:11:05.922] [SEVERE ] player 2 placing token on slot 1
[13:11:05.923] [SEVERE ] removing player 3 token from slot 0
[13:11:05.923] [SEVERE ] player 3 placing token on slot 0
[13:11:05.924] [SEVERE ] removing player 2 token from slot 1
[13:11:05.924] [SEVERE ] player 3 placing token on slot 1
[13:11:05.924] [SEVERE ] removing player 2 token from slot 0
[13:11:05.930] [SEVERE ] removing player 3 token from slot 1
[13:11:05.931] [SEVERE ] player 2 placing token on slot 0
[13:11:05.931] [SEVERE ] removing player 2 token from slot 0
[13:11:05.931] [SEVERE ] player 2 placing token on slot 1
[13:11:05.934] [SEVERE ] removing player 2 token from slot 1
[13:11:05.934] [SEVERE ] player 3 placing token on slot 1
[13:11:05.936] [SEVERE ] removing player 3 token from slot 0
[13:11:05.936] [SEVERE ] player 2 placing token on slot 0
[13:11:05.937] [SEVERE ] removing player 2 token from slot 0
[13:11:05.937] [SEVERE ] removing player 3 token from slot 1
[13:11:05.937] [SEVERE ] player 2 placing token on slot 0
[13:11:05.937] [SEVERE ] player 3 placing token on slot 0
[13:11:05.937] [SEVERE ] player 2 placing token on slot 1
[13:11:05.940] [SEVERE ] removing player 2 token from slot 0
[13:11:05.941] [SEVERE ] player 3 placing token on slot 1
[13:11:05.941] [SEVERE ] removing player 2 token from slot 1
[13:11:05.941] [SEVERE ] removing player 3 token from slot 0
[13:11:05.941] [SEVERE ] removing player 3 token from slot 1
[13:11:05.943] [SEVERE ] player 2 placing token on slot 0
[13:11:05.948] [SEVERE ] removing player 2 token from slot 0
[13:11:05.949] [SEVERE ] player 2 placing token on slot 0
[13:11:05.950] [SEVERE ] player 3 placing token on slot 1
[13:11:05.950] [SEVERE ] player 2 placing token on slot 1
[13:11:05.950] [SEVERE ] removing player 3 token from slot 1
[13:11:05.950] [SEVERE ] player 3 placing token on slot 1
[13:11:05.950] [SEVERE ] player 3 placing token on slot 0
[13:11:05.951] [SEVERE ] removing player 3 token from slot 0
[13:11:05.955] [SEVERE ] removing player 3 token from slot 1
[13:11:05.955] [SEVERE ] removing player 2 token from slot 1
[13:11:05.955] [SEVERE ] player 2 placing token on slot 1
[13:11:05.956] [SEVERE ] removing player 2 token from slot 1
[13:11:05.957] [SEVERE ] player 2 placing token on slot 1
[13:11:05.959] [SEVERE ] removing player 2 token from slot 1
[13:11:05.959] [SEVERE ] player 3 placing token on slot 1
[13:11:05.959] [SEVERE ] removing player 2 token from slot 0
[13:11:05.959] [SEVERE ] player 2 placing token on slot 1
[13:11:05.960] [SEVERE ] removing player 3 token from slot 1
[13:11:05.960] [SEVERE ] player 3 placing token on slot 1
[13:11:05.961] [SEVERE ] removing player 2 token from slot 1
[13:11:05.961] [SEVERE ] removing player 3 token from slot 1
[13:11:05.962] [SEVERE ] player 2 placing token on slot 0
[13:11:05.963] [SEVERE ] player 3 placing token on slot 1
[13:11:05.964] [SEVERE ] player 2 placing token on slot 1
[13:11:05.964] [SEVERE ] removing player 2 token from slot 0
[13:11:05.964] [SEVERE ] removing player 3 token from slot 1
[13:11:05.964] [SEVERE ] removing player 2 token from slot 1
[13:11:05.965] [SEVERE ] player 2 placing token on slot 0
[13:11:05.965] [SEVERE ] player 2 placing token on slot 1
[13:11:05.965] [SEVERE ] player 3 placing token on slot 1
[13:11:05.965] [SEVERE ] player 3 placing token on slot 0
[13:11:05.965] [SEVERE ] removing player 2 token from slot 0
[13:11:05.969] [SEVERE ] player 2 placing token on slot 0
[13:11:05.969] [SEVERE ] removing player 3 token from slot 0
[13:11:05.969] [SEVERE ] removing player 2 token from slot 0
[13:11:05.970] [SEVERE ] removing player 3 token from slot 1
[13:11:05.970] [SEVERE ] removing player 2 token from slot 1
[13:11:05.972] [SEVERE ] player 3 placing token on slot 0
[13:11:05.973] [SEVERE ] removing player 3 token from slot 0
[13:11:05.973] [SEVERE ] player 2 placing token on slot 0
[13:11:05.973] [SEVERE ] player 2 placing token on slot 1
[13:11:05.973] [SEVERE ] removing player 2 token from slot 1
[13:11:05.974] [SEVERE ] player 2 placing token on slot 1
[13:11:05.974] [SEVERE ] removing player 2 token from slot 1
[13:11:05.974] [SEVERE ] placing card 17 in slot 2
[13:11:05.975] [SEVERE ] player 3 placing token on slot 1
[13:11:05.975] [SEVERE ] player 2 placing token on slot 2
[13:11:05.976] [SEVERE ] player 3 placing token on slot 2
[13:11:05.976] [SEVERE ] player 2 placing token on slot 1
[13:11:05.977] [SEVERE ] removing player 3 token from slot 2
[13:11:05.977] [SEVERE ] removing player 3 token from slot 1
[13:11:05.977] [SEVERE ] player 3 placing token on slot 2
[13:11:05.977] [SEVERE ] removing player 3 token from slot 2
[13:11:05.978] [SEVERE ] player 3 placing token on slot 0
[13:11:05.978] [SEVERE ] player 3 placing token on slot 2
[13:11:05.980] [SEVERE ] removing player 3 token from slot 2
[13:11:05.981] [SEVERE ] player 3 placing token on slot 2
[13:11:05.981] [SEVERE ] removing player 3 token from slot 2
