[14:36:35.851] [INFO   ] thread main starting.
[14:36:35.857] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:36:35.859] [SEVERE ] configuration file was loaded from resources directory.
[14:36:36.470] [INFO   ] thread dealer starting.
[14:36:36.585] [SEVERE ] player 3 placing token on slot 0
[14:36:36.585] [SEVERE ] placing card 68 in slot 0
[14:36:36.586] [SEVERE ] player 2 placing token on slot 0
[14:36:36.586] [SEVERE ] player 4 placing token on slot 0
[14:36:36.587] [SEVERE ] player 1 placing token on slot 0
[14:36:36.592] [SEVERE ] removing player 3 token from slot 0
[14:36:36.593] [SEVERE ] removing player 2 token from slot 0
[14:36:36.594] [SEVERE ] player 3 placing token on slot 0
[14:36:36.595] [SEVERE ] removing player 1 token from slot 0
[14:36:36.595] [SEVERE ] player 1 placing token on slot 0
[14:36:36.595] [SEVERE ] removing player 3 token from slot 0
[14:36:36.595] [SEVERE ] removing player 1 token from slot 0
[14:36:36.596] [SEVERE ] player 1 placing token on slot 0
[14:36:36.596] [SEVERE ] removing player 1 token from slot 0
[14:36:36.596] [SEVERE ] player 1 placing token on slot 0
[14:36:36.596] [SEVERE ] removing player 1 token from slot 0
[14:36:36.597] [SEVERE ] player 1 placing token on slot 0
[14:36:36.597] [SEVERE ] removing player 1 token from slot 0
[14:36:36.597] [SEVERE ] player 1 placing token on slot 0
[14:36:36.597] [SEVERE ] removing player 1 token from slot 0
[14:36:36.597] [SEVERE ] player 1 placing token on slot 0
[14:36:36.598] [SEVERE ] removing player 1 token from slot 0
[14:36:36.598] [SEVERE ] player 2 placing token on slot 0
[14:36:36.598] [SEVERE ] player 3 placing token on slot 0
[14:36:36.598] [SEVERE ] player 1 placing token on slot 0
[14:36:36.598] [SEVERE ] removing player 1 token from slot 0
[14:36:36.598] [SEVERE ] player 1 placing token on slot 0
[14:36:36.599] [SEVERE ] removing player 1 token from slot 0
[14:36:36.600] [SEVERE ] player 1 placing token on slot 0
[14:36:36.600] [SEVERE ] removing player 2 token from slot 0
[14:36:36.600] [SEVERE ] removing player 1 token from slot 0
[14:36:36.600] [SEVERE ] player 1 placing token on slot 0
[14:36:36.600] [SEVERE ] player 2 placing token on slot 0
[14:36:36.600] [SEVERE ] removing player 1 token from slot 0
[14:36:36.600] [SEVERE ] removing player 3 token from slot 0
[14:36:36.601] [SEVERE ] player 3 placing token on slot 0
[14:36:36.601] [SEVERE ] removing player 3 token from slot 0
[14:36:36.601] [SEVERE ] removing player 2 token from slot 0
[14:36:36.602] [SEVERE ] player 3 placing token on slot 0
[14:36:36.603] [SEVERE ] removing player 3 token from slot 0
[14:36:36.603] [SEVERE ] player 3 placing token on slot 0
[14:36:36.603] [SEVERE ] removing player 3 token from slot 0
[14:36:36.604] [SEVERE ] player 3 placing token on slot 0
[14:36:36.604] [SEVERE ] removing player 3 token from slot 0
[14:36:36.604] [SEVERE ] player 3 placing token on slot 0
[14:36:36.604] [SEVERE ] removing player 3 token from slot 0
[14:36:36.604] [SEVERE ] player 3 placing token on slot 0
[14:36:36.605] [SEVERE ] player 1 placing token on slot 0
[14:36:36.605] [SEVERE ] player 2 placing token on slot 0
[14:36:36.608] [SEVERE ] removing player 3 token from slot 0
[14:36:36.609] [SEVERE ] player 3 placing token on slot 0
[14:36:36.609] [SEVERE ] removing player 3 token from slot 0
[14:36:36.608] [SEVERE ] removing player 2 token from slot 0
[14:36:36.610] [SEVERE ] player 3 placing token on slot 0
[14:36:36.610] [SEVERE ] removing player 3 token from slot 0
[14:36:36.612] [SEVERE ] removing player 1 token from slot 0
[14:36:36.612] [SEVERE ] player 3 placing token on slot 0
[14:36:36.612] [SEVERE ] removing player 4 token from slot 0
[14:36:36.613] [SEVERE ] player 1 placing token on slot 0
[14:36:36.613] [SEVERE ] removing player 1 token from slot 0
[14:36:36.613] [SEVERE ] player 1 placing token on slot 0
[14:36:36.614] [SEVERE ] removing player 1 token from slot 0
[14:36:36.614] [SEVERE ] removing player 3 token from slot 0
[14:36:36.612] [SEVERE ] player 2 placing token on slot 0
[14:36:36.619] [SEVERE ] player 4 placing token on slot 0
[14:36:36.619] [SEVERE ] player 1 placing token on slot 0
[14:36:36.619] [SEVERE ] player 3 placing token on slot 0
[14:36:36.619] [SEVERE ] removing player 2 token from slot 0
[14:36:36.620] [SEVERE ] removing player 3 token from slot 0
[14:36:36.620] [SEVERE ] removing player 1 token from slot 0
[14:36:36.620] [SEVERE ] removing player 4 token from slot 0
[14:36:36.620] [SEVERE ] player 2 placing token on slot 0
[14:36:36.620] [SEVERE ] player 1 placing token on slot 0
[14:36:36.620] [SEVERE ] player 3 placing token on slot 0
[14:36:36.621] [SEVERE ] removing player 1 token from slot 0
[14:36:36.621] [SEVERE ] player 4 placing token on slot 0
[14:36:36.621] [SEVERE ] removing player 2 token from slot 0
[14:36:36.621] [SEVERE ] removing player 4 token from slot 0
[14:36:36.621] [SEVERE ] player 1 placing token on slot 0
[14:36:36.621] [SEVERE ] removing player 3 token from slot 0
[14:36:36.623] [SEVERE ] removing player 1 token from slot 0
[14:36:36.624] [SEVERE ] player 1 placing token on slot 0
[14:36:36.624] [SEVERE ] removing player 1 token from slot 0
[14:36:36.624] [SEVERE ] player 1 placing token on slot 0
[14:36:36.624] [SEVERE ] removing player 1 token from slot 0
[14:36:36.624] [SEVERE ] player 1 placing token on slot 0
[14:36:36.625] [SEVERE ] removing player 1 token from slot 0
[14:36:36.625] [SEVERE ] player 1 placing token on slot 0
[14:36:36.625] [SEVERE ] removing player 1 token from slot 0
[14:36:36.626] [SEVERE ] player 1 placing token on slot 0
[14:36:36.626] [SEVERE ] removing player 1 token from slot 0
[14:36:36.628] [SEVERE ] player 3 placing token on slot 0
[14:36:36.630] [SEVERE ] removing player 3 token from slot 0
[14:36:36.632] [SEVERE ] player 3 placing token on slot 0
[14:36:36.633] [SEVERE ] removing player 3 token from slot 0
[14:36:36.633] [SEVERE ] player 3 placing token on slot 0
[14:36:36.633] [SEVERE ] removing player 3 token from slot 0
[14:36:36.634] [SEVERE ] player 3 placing token on slot 0
[14:36:36.634] [SEVERE ] removing player 3 token from slot 0
[14:36:36.634] [SEVERE ] player 3 placing token on slot 0
[14:36:36.634] [SEVERE ] removing player 3 token from slot 0
[14:36:36.634] [SEVERE ] player 3 placing token on slot 0
[14:36:36.656] [SEVERE ] player 4 placing token on slot 0
[14:36:36.657] [SEVERE ] player 2 placing token on slot 0
[14:36:36.658] [SEVERE ] removing player 2 token from slot 0
[14:36:36.658] [SEVERE ] player 2 placing token on slot 0
[14:36:36.658] [SEVERE ] removing player 2 token from slot 0
[14:36:36.658] [SEVERE ] player 2 placing token on slot 0
[14:36:36.659] [SEVERE ] removing player 2 token from slot 0
[14:36:36.659] [SEVERE ] removing player 4 token from slot 0
[14:36:36.659] [SEVERE ] player 2 placing token on slot 0
[14:36:36.659] [SEVERE ] player 4 placing token on slot 0
[14:36:36.659] [SEVERE ] player 1 placing token on slot 0
[14:36:36.659] [SEVERE ] removing player 2 token from slot 0
[14:36:36.661] [SEVERE ] removing player 4 token from slot 0
[14:36:36.660] [SEVERE ] removing player 1 token from slot 0
[14:36:36.662] [SEVERE ] player 2 placing token on slot 0
[14:36:36.663] [SEVERE ] player 4 placing token on slot 0
[14:36:36.663] [SEVERE ] removing player 2 token from slot 0
[14:36:36.663] [SEVERE ] removing player 4 token from slot 0
[14:36:36.663] [SEVERE ] player 4 placing token on slot 0
[14:36:36.663] [SEVERE ] player 2 placing token on slot 0
[14:36:36.663] [SEVERE ] removing player 4 token from slot 0
[14:36:36.663] [SEVERE ] player 4 placing token on slot 0
[14:36:36.663] [SEVERE ] removing player 2 token from slot 0
[14:36:36.664] [SEVERE ] player 2 placing token on slot 0
[14:36:36.664] [SEVERE ] removing player 2 token from slot 0
[14:36:36.664] [SEVERE ] player 2 placing token on slot 0
[14:36:36.664] [SEVERE ] removing player 2 token from slot 0
[14:36:36.666] [SEVERE ] removing player 3 token from slot 0
[14:36:36.666] [SEVERE ] player 1 placing token on slot 0
[14:36:36.666] [SEVERE ] player 2 placing token on slot 0
[14:36:36.666] [SEVERE ] removing player 4 token from slot 0
[14:36:36.666] [SEVERE ] removing player 2 token from slot 0
[14:36:36.666] [SEVERE ] removing player 1 token from slot 0
[14:36:36.666] [SEVERE ] player 3 placing token on slot 0
[14:36:36.667] [SEVERE ] player 1 placing token on slot 0
[14:36:36.667] [SEVERE ] removing player 1 token from slot 0
[14:36:36.667] [SEVERE ] player 1 placing token on slot 0
[14:36:36.666] [SEVERE ] player 2 placing token on slot 0
[14:36:36.666] [SEVERE ] player 4 placing token on slot 0
