[21:24:51.725] [INFO   ] thread main starting.
[21:24:51.730] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:24:51.733] [SEVERE ] configuration file was loaded from resources directory.
[21:24:52.196] [INFO   ] thread dealer starting.
[21:24:52.318] [SEVERE ] placing card 27 in slot 0
[21:24:52.318] [SEVERE ] player 2 placing token on slot 0
[21:24:52.320] [SEVERE ] removing player 2 token from slot 0
[21:24:52.323] [SEVERE ] player 2 placing token on slot 0
[21:24:52.318] [SEVERE ] player 3 placing token on slot 0
[21:24:52.318] [SEVERE ] player 4 placing token on slot 0
[21:24:52.340] [SEVERE ] removing player 4 token from slot 0
[21:24:52.340] [SEVERE ] player 4 placing token on slot 0
[21:24:52.341] [SEVERE ] removing player 4 token from slot 0
[21:24:52.341] [SEVERE ] player 4 placing token on slot 0
[21:24:52.341] [SEVERE ] removing player 4 token from slot 0
[21:24:52.341] [SEVERE ] player 4 placing token on slot 0
[21:24:52.341] [SEVERE ] removing player 4 token from slot 0
[21:24:52.342] [SEVERE ] player 4 placing token on slot 0
[21:24:52.342] [SEVERE ] removing player 4 token from slot 0
[21:24:52.342] [SEVERE ] player 4 placing token on slot 0
[21:24:52.342] [SEVERE ] removing player 4 token from slot 0
[21:24:52.343] [SEVERE ] player 4 placing token on slot 0
[21:24:52.343] [SEVERE ] removing player 4 token from slot 0
[21:24:52.343] [SEVERE ] player 4 placing token on slot 0
[21:24:52.343] [SEVERE ] removing player 4 token from slot 0
[21:24:52.343] [SEVERE ] player 4 placing token on slot 0
[21:24:52.343] [SEVERE ] removing player 4 token from slot 0
[21:24:52.344] [SEVERE ] player 4 placing token on slot 0
[21:24:52.344] [SEVERE ] removing player 4 token from slot 0
[21:24:52.344] [SEVERE ] player 4 placing token on slot 0
[21:24:52.344] [SEVERE ] removing player 4 token from slot 0
[21:24:52.344] [SEVERE ] player 4 placing token on slot 0
[21:24:52.324] [SEVERE ] removing player 3 token from slot 0
[21:24:52.345] [SEVERE ] player 3 placing token on slot 0
[21:24:52.347] [SEVERE ] removing player 3 token from slot 0
[21:24:52.324] [SEVERE ] removing player 2 token from slot 0
[21:24:52.319] [SEVERE ] player 5 placing token on slot 0
[21:24:52.349] [SEVERE ] player 3 placing token on slot 0
[21:24:52.349] [SEVERE ] player 2 placing token on slot 0
[21:24:52.344] [SEVERE ] removing player 4 token from slot 0
[21:24:52.350] [SEVERE ] removing player 3 token from slot 0
[21:24:52.350] [SEVERE ] removing player 2 token from slot 0
[21:24:52.350] [SEVERE ] player 2 placing token on slot 0
[21:24:52.350] [SEVERE ] removing player 2 token from slot 0
[21:24:52.349] [SEVERE ] removing player 5 token from slot 0
[21:24:52.354] [SEVERE ] player 5 placing token on slot 0
[21:24:52.354] [SEVERE ] player 2 placing token on slot 0
[21:24:52.355] [SEVERE ] removing player 2 token from slot 0
[21:24:52.355] [SEVERE ] player 2 placing token on slot 0
[21:24:52.355] [SEVERE ] removing player 2 token from slot 0
[21:24:52.350] [SEVERE ] player 3 placing token on slot 0
[21:24:52.350] [SEVERE ] player 4 placing token on slot 0
[21:24:52.356] [SEVERE ] removing player 4 token from slot 0
[21:24:52.356] [SEVERE ] player 4 placing token on slot 0
[21:24:52.355] [SEVERE ] player 2 placing token on slot 0
[21:24:52.354] [SEVERE ] removing player 5 token from slot 0
[21:24:52.356] [SEVERE ] removing player 2 token from slot 0
[21:24:52.356] [SEVERE ] removing player 4 token from slot 0
[21:24:52.357] [SEVERE ] player 4 placing token on slot 0
[21:24:52.357] [SEVERE ] removing player 4 token from slot 0
[21:24:52.357] [SEVERE ] player 4 placing token on slot 0
[21:24:52.357] [SEVERE ] removing player 4 token from slot 0
[21:24:52.357] [SEVERE ] player 4 placing token on slot 0
[21:24:52.357] [SEVERE ] removing player 4 token from slot 0
[21:24:52.358] [SEVERE ] player 4 placing token on slot 0
[21:24:52.358] [SEVERE ] removing player 4 token from slot 0
[21:24:52.358] [SEVERE ] player 4 placing token on slot 0
[21:24:52.358] [SEVERE ] removing player 4 token from slot 0
[21:24:52.358] [SEVERE ] player 4 placing token on slot 0
[21:24:52.356] [SEVERE ] removing player 3 token from slot 0
[21:24:52.358] [SEVERE ] removing player 4 token from slot 0
[21:24:52.358] [SEVERE ] player 2 placing token on slot 0
[21:24:52.356] [SEVERE ] player 5 placing token on slot 0
[21:24:52.359] [SEVERE ] removing player 2 token from slot 0
[21:24:52.359] [SEVERE ] player 4 placing token on slot 0
[21:24:52.359] [SEVERE ] player 3 placing token on slot 0
[21:24:52.359] [SEVERE ] removing player 4 token from slot 0
[21:24:52.359] [SEVERE ] player 2 placing token on slot 0
[21:24:52.359] [SEVERE ] removing player 5 token from slot 0
[21:24:52.360] [SEVERE ] removing player 2 token from slot 0
[21:24:52.360] [SEVERE ] player 4 placing token on slot 0
[21:24:52.360] [SEVERE ] removing player 4 token from slot 0
[21:24:52.361] [SEVERE ] player 4 placing token on slot 0
[21:24:52.361] [SEVERE ] removing player 4 token from slot 0
[21:24:52.361] [SEVERE ] player 4 placing token on slot 0
[21:24:52.361] [SEVERE ] removing player 4 token from slot 0
[21:24:52.361] [SEVERE ] player 4 placing token on slot 0
[21:24:52.361] [SEVERE ] removing player 4 token from slot 0
[21:24:52.361] [SEVERE ] player 4 placing token on slot 0
[21:24:52.362] [SEVERE ] removing player 4 token from slot 0
[21:24:52.362] [SEVERE ] player 4 placing token on slot 0
[21:24:52.362] [SEVERE ] removing player 4 token from slot 0
[21:24:52.362] [SEVERE ] player 4 placing token on slot 0
[21:24:52.362] [SEVERE ] removing player 4 token from slot 0
[21:24:52.362] [SEVERE ] player 4 placing token on slot 0
[21:24:52.362] [SEVERE ] removing player 4 token from slot 0
[21:24:52.363] [SEVERE ] player 4 placing token on slot 0
[21:24:52.363] [SEVERE ] removing player 4 token from slot 0
[21:24:52.363] [SEVERE ] player 4 placing token on slot 0
[21:24:52.363] [SEVERE ] removing player 4 token from slot 0
[21:24:52.360] [SEVERE ] removing player 3 token from slot 0
[21:24:52.368] [SEVERE ] player 4 placing token on slot 0
[21:24:52.369] [SEVERE ] removing player 4 token from slot 0
[21:24:52.369] [SEVERE ] player 4 placing token on slot 0
[21:24:52.370] [SEVERE ] removing player 4 token from slot 0
[21:24:52.370] [SEVERE ] player 4 placing token on slot 0
[21:24:52.370] [SEVERE ] removing player 4 token from slot 0
[21:24:52.370] [SEVERE ] player 4 placing token on slot 0
[21:24:52.370] [SEVERE ] removing player 4 token from slot 0
[21:24:52.360] [SEVERE ] player 2 placing token on slot 0
[21:24:52.360] [SEVERE ] player 5 placing token on slot 0
[21:24:52.371] [SEVERE ] removing player 5 token from slot 0
[21:24:52.371] [SEVERE ] player 5 placing token on slot 0
[21:24:52.371] [SEVERE ] removing player 5 token from slot 0
[21:24:52.371] [SEVERE ] removing player 2 token from slot 0
[21:24:52.371] [SEVERE ] player 2 placing token on slot 0
[21:24:52.370] [SEVERE ] player 4 placing token on slot 0
[21:24:52.370] [SEVERE ] player 3 placing token on slot 0
[21:24:52.374] [SEVERE ] removing player 3 token from slot 0
[21:24:52.375] [SEVERE ] player 3 placing token on slot 0
