[15:01:11.554] [INFO   ] thread main starting.
[15:01:11.559] [SEVERE ] cannot read configuration file config.properties trying from resources.
[15:01:11.560] [SEVERE ] configuration file was loaded from resources directory.
[15:01:12.028] [INFO   ] thread dealer starting.
[15:01:12.169] [SEVERE ] placing card 45 in slot 0
[15:01:12.169] [SEVERE ] player 2 placing token on slot 0
[15:01:12.169] [SEVERE ] player 3 placing token on slot 0
[15:01:12.169] [SEVERE ] player 4 placing token on slot 0
[15:01:12.169] [SEVERE ] player 1 placing token on slot 0
[15:01:12.172] [SEVERE ] removing player 2 token from slot 0
[15:01:12.175] [SEVERE ] removing player 4 token from slot 0
[15:01:12.172] [SEVERE ] removing player 3 token from slot 0
[15:01:12.172] [SEVERE ] removing player 1 token from slot 0
[15:01:12.178] [SEVERE ] player 3 placing token on slot 0
[15:01:12.177] [SEVERE ] player 4 placing token on slot 0
[15:01:12.178] [SEVERE ] removing player 3 token from slot 0
[15:01:12.178] [SEVERE ] player 1 placing token on slot 0
[15:01:12.178] [SEVERE ] player 2 placing token on slot 0
[15:01:12.178] [SEVERE ] player 3 placing token on slot 0
[15:01:12.179] [SEVERE ] removing player 2 token from slot 0
[15:01:12.179] [SEVERE ] removing player 3 token from slot 0
[15:01:12.179] [SEVERE ] removing player 1 token from slot 0
[15:01:12.190] [SEVERE ] player 1 placing token on slot 0
[15:01:12.190] [SEVERE ] removing player 4 token from slot 0
[15:01:12.190] [SEVERE ] player 3 placing token on slot 0
[15:01:12.190] [SEVERE ] player 2 placing token on slot 0
[15:01:12.191] [SEVERE ] player 4 placing token on slot 0
[15:01:12.191] [SEVERE ] removing player 1 token from slot 0
[15:01:12.191] [SEVERE ] removing player 4 token from slot 0
[15:01:12.191] [SEVERE ] removing player 2 token from slot 0
[15:01:12.192] [SEVERE ] player 1 placing token on slot 0
[15:01:12.192] [SEVERE ] player 4 placing token on slot 0
[15:01:12.192] [SEVERE ] player 2 placing token on slot 0
[15:01:12.192] [SEVERE ] removing player 1 token from slot 0
[15:01:12.192] [SEVERE ] removing player 4 token from slot 0
[15:01:12.202] [SEVERE ] removing player 2 token from slot 0
[15:01:12.202] [SEVERE ] player 1 placing token on slot 0
[15:01:12.202] [SEVERE ] removing player 3 token from slot 0
[15:01:12.202] [SEVERE ] removing player 1 token from slot 0
[15:01:12.202] [SEVERE ] player 2 placing token on slot 0
[15:01:12.203] [SEVERE ] player 1 placing token on slot 0
[15:01:12.203] [SEVERE ] player 3 placing token on slot 0
[15:01:12.203] [SEVERE ] removing player 1 token from slot 0
[15:01:12.203] [SEVERE ] removing player 3 token from slot 0
[15:01:12.203] [SEVERE ] player 1 placing token on slot 0
[15:01:12.204] [SEVERE ] player 3 placing token on slot 0
[15:01:12.209] [SEVERE ] player 4 placing token on slot 0
[15:01:12.209] [SEVERE ] removing player 3 token from slot 0
[15:01:12.209] [SEVERE ] removing player 2 token from slot 0
[15:01:12.209] [SEVERE ] removing player 4 token from slot 0
[15:01:12.209] [SEVERE ] player 3 placing token on slot 0
[15:01:12.210] [SEVERE ] removing player 3 token from slot 0
[15:01:12.210] [SEVERE ] player 3 placing token on slot 0
[15:01:12.211] [SEVERE ] removing player 3 token from slot 0
[15:01:12.211] [SEVERE ] player 3 placing token on slot 0
[15:01:12.216] [SEVERE ] removing player 1 token from slot 0
[15:01:12.216] [SEVERE ] player 4 placing token on slot 0
[15:01:12.216] [SEVERE ] removing player 3 token from slot 0
[15:01:12.216] [SEVERE ] player 1 placing token on slot 0
[15:01:12.217] [SEVERE ] player 2 placing token on slot 0
[15:01:12.217] [SEVERE ] removing player 2 token from slot 0
[15:01:12.217] [SEVERE ] player 2 placing token on slot 0
[15:01:12.217] [SEVERE ] removing player 2 token from slot 0
[15:01:12.218] [SEVERE ] player 2 placing token on slot 0
[15:01:12.217] [SEVERE ] player 3 placing token on slot 0
[15:01:12.218] [SEVERE ] removing player 2 token from slot 0
[15:01:12.218] [SEVERE ] removing player 3 token from slot 0
[15:01:12.230] [SEVERE ] removing player 1 token from slot 0
[15:01:12.230] [SEVERE ] player 3 placing token on slot 0
[15:01:12.230] [SEVERE ] removing player 4 token from slot 0
[15:01:12.230] [SEVERE ] player 2 placing token on slot 0
[15:01:12.230] [SEVERE ] player 4 placing token on slot 0
[15:01:12.230] [SEVERE ] removing player 3 token from slot 0
[15:01:12.230] [SEVERE ] player 1 placing token on slot 0
[15:01:12.231] [SEVERE ] player 3 placing token on slot 0
[15:01:12.231] [SEVERE ] removing player 3 token from slot 0
[15:01:12.231] [SEVERE ] removing player 2 token from slot 0
[15:01:12.232] [SEVERE ] player 3 placing token on slot 0
[15:01:12.233] [SEVERE ] player 2 placing token on slot 0
[15:01:12.234] [SEVERE ] removing player 1 token from slot 0
[15:01:12.234] [SEVERE ] player 1 placing token on slot 0
[15:01:12.234] [SEVERE ] removing player 1 token from slot 0
[15:01:12.234] [SEVERE ] removing player 3 token from slot 0
[15:01:12.234] [SEVERE ] player 1 placing token on slot 0
[15:01:12.235] [SEVERE ] removing player 1 token from slot 0
[15:01:12.235] [SEVERE ] player 1 placing token on slot 0
[15:01:12.235] [SEVERE ] removing player 1 token from slot 0
[15:01:12.236] [SEVERE ] player 1 placing token on slot 0
[15:01:12.236] [SEVERE ] removing player 1 token from slot 0
[15:01:12.236] [SEVERE ] player 1 placing token on slot 0
[15:01:12.239] [SEVERE ] removing player 2 token from slot 0
[15:01:12.239] [SEVERE ] removing player 1 token from slot 0
[15:01:12.239] [SEVERE ] player 1 placing token on slot 0
[15:01:12.240] [SEVERE ] removing player 1 token from slot 0
[15:01:12.240] [SEVERE ] player 1 placing token on slot 0
[15:01:12.240] [SEVERE ] removing player 1 token from slot 0
[15:01:12.241] [SEVERE ] player 1 placing token on slot 0
[15:01:12.241] [SEVERE ] removing player 1 token from slot 0
[15:01:12.241] [SEVERE ] player 2 placing token on slot 0
[15:01:12.241] [SEVERE ] player 1 placing token on slot 0
[15:01:12.241] [SEVERE ] removing player 1 token from slot 0
[15:01:12.242] [SEVERE ] player 1 placing token on slot 0
[15:01:12.242] [SEVERE ] removing player 1 token from slot 0
[15:01:12.241] [SEVERE ] removing player 2 token from slot 0
