[22:23:40.838] [INFO   ] thread main starting.
[22:23:40.843] [SEVERE ] cannot read configuration file config.properties trying from resources.
[22:23:40.845] [SEVERE ] configuration file was loaded from resources directory.
[22:23:41.332] [INFO   ] thread dealer starting.
[22:23:41.458] [SEVERE ] placing card 26 in slot 0
[22:23:41.458] [SEVERE ] player 3 placing token on slot 0
[22:23:41.458] [SEVERE ] player 4 placing token on slot 0
[22:23:41.459] [SEVERE ] removing player 4 token from slot 0
[22:23:41.459] [SEVERE ] player 5 placing token on slot 0
[22:23:41.459] [SEVERE ] removing player 5 token from slot 0
[22:23:41.458] [SEVERE ] player 2 placing token on slot 0
[22:23:41.470] [SEVERE ] player 5 placing token on slot 0
[22:23:41.467] [SEVERE ] removing player 3 token from slot 0
[22:23:41.459] [SEVERE ] player 4 placing token on slot 0
[22:23:41.472] [SEVERE ] player 3 placing token on slot 0
[22:23:41.472] [SEVERE ] removing player 5 token from slot 0
[22:23:41.471] [SEVERE ] removing player 2 token from slot 0
[22:23:41.473] [SEVERE ] player 5 placing token on slot 0
[22:23:41.473] [SEVERE ] removing player 3 token from slot 0
[22:23:41.472] [SEVERE ] removing player 4 token from slot 0
[22:23:41.474] [SEVERE ] player 3 placing token on slot 0
[22:23:41.474] [SEVERE ] removing player 5 token from slot 0
[22:23:41.474] [SEVERE ] player 2 placing token on slot 0
[22:23:41.475] [SEVERE ] player 5 placing token on slot 0
[22:23:41.474] [SEVERE ] removing player 3 token from slot 0
[22:23:41.474] [SEVERE ] player 4 placing token on slot 0
[22:23:41.475] [SEVERE ] player 3 placing token on slot 0
[22:23:41.475] [SEVERE ] removing player 5 token from slot 0
[22:23:41.475] [SEVERE ] removing player 2 token from slot 0
[22:23:41.476] [SEVERE ] player 5 placing token on slot 0
[22:23:41.476] [SEVERE ] removing player 5 token from slot 0
[22:23:41.476] [SEVERE ] removing player 4 token from slot 0
[22:23:41.476] [SEVERE ] removing player 3 token from slot 0
[22:23:41.476] [SEVERE ] player 5 placing token on slot 0
[22:23:41.477] [SEVERE ] removing player 5 token from slot 0
[22:23:41.477] [SEVERE ] player 5 placing token on slot 0
[22:23:41.477] [SEVERE ] removing player 5 token from slot 0
[22:23:41.477] [SEVERE ] player 5 placing token on slot 0
[22:23:41.478] [SEVERE ] removing player 5 token from slot 0
[22:23:41.476] [SEVERE ] player 4 placing token on slot 0
[22:23:41.476] [SEVERE ] player 2 placing token on slot 0
[22:23:41.478] [SEVERE ] removing player 4 token from slot 0
[22:23:41.478] [SEVERE ] player 4 placing token on slot 0
[22:23:41.478] [SEVERE ] removing player 4 token from slot 0
[22:23:41.478] [SEVERE ] player 4 placing token on slot 0
[22:23:41.479] [SEVERE ] removing player 4 token from slot 0
[22:23:41.479] [SEVERE ] player 4 placing token on slot 0
[22:23:41.478] [SEVERE ] player 5 placing token on slot 0
[22:23:41.477] [SEVERE ] player 3 placing token on slot 0
[22:23:41.479] [SEVERE ] removing player 4 token from slot 0
[22:23:41.479] [SEVERE ] player 4 placing token on slot 0
[22:23:41.480] [SEVERE ] removing player 4 token from slot 0
[22:23:41.480] [SEVERE ] player 4 placing token on slot 0
[22:23:41.480] [SEVERE ] removing player 4 token from slot 0
[22:23:41.480] [SEVERE ] player 4 placing token on slot 0
[22:23:41.480] [SEVERE ] removing player 4 token from slot 0
[22:23:41.480] [SEVERE ] player 4 placing token on slot 0
[22:23:41.481] [SEVERE ] removing player 4 token from slot 0
[22:23:41.481] [SEVERE ] player 4 placing token on slot 0
[22:23:41.481] [SEVERE ] removing player 4 token from slot 0
[22:23:41.481] [SEVERE ] player 4 placing token on slot 0
[22:23:41.481] [SEVERE ] removing player 4 token from slot 0
[22:23:41.481] [SEVERE ] player 4 placing token on slot 0
[22:23:41.481] [SEVERE ] removing player 4 token from slot 0
[22:23:41.482] [SEVERE ] player 4 placing token on slot 0
[22:23:41.482] [SEVERE ] removing player 4 token from slot 0
[22:23:41.482] [SEVERE ] player 4 placing token on slot 0
[22:23:41.482] [SEVERE ] removing player 4 token from slot 0
[22:23:41.482] [SEVERE ] player 4 placing token on slot 0
[22:23:41.483] [SEVERE ] removing player 4 token from slot 0
[22:23:41.483] [SEVERE ] player 4 placing token on slot 0
[22:23:41.483] [SEVERE ] removing player 4 token from slot 0
[22:23:41.483] [SEVERE ] player 4 placing token on slot 0
[22:23:41.483] [SEVERE ] removing player 4 token from slot 0
[22:23:41.483] [SEVERE ] player 4 placing token on slot 0
[22:23:41.484] [SEVERE ] removing player 4 token from slot 0
[22:23:41.484] [SEVERE ] player 4 placing token on slot 0
[22:23:41.484] [SEVERE ] removing player 4 token from slot 0
[22:23:41.484] [SEVERE ] player 4 placing token on slot 0
[22:23:41.484] [SEVERE ] removing player 4 token from slot 0
[22:23:41.484] [SEVERE ] player 4 placing token on slot 0
[22:23:41.485] [SEVERE ] removing player 4 token from slot 0
[22:23:41.485] [SEVERE ] player 4 placing token on slot 0
[22:23:41.479] [SEVERE ] removing player 5 token from slot 0
[22:23:41.478] [SEVERE ] removing player 2 token from slot 0
