[17:50:19.274] [INFO   ] thread main starting.
[17:50:19.282] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:50:19.284] [SEVERE ] configuration file was loaded from resources directory.
[17:50:19.770] [INFO   ] thread dealer starting.
[17:50:19.887] [SEVERE ] placing card 0 in slot 0
[17:50:19.887] [SEVERE ] player 3 placing token on slot 0
[17:50:19.889] [SEVERE ] removing player 3 token from slot 0
[17:50:19.890] [SEVERE ] player 3 placing token on slot 0
[17:50:19.891] [SEVERE ] removing player 3 token from slot 0
[17:50:19.892] [SEVERE ] player 3 placing token on slot 0
[17:50:19.895] [SEVERE ] removing player 3 token from slot 0
[17:50:19.895] [SEVERE ] player 3 placing token on slot 0
[17:50:19.896] [SEVERE ] removing player 3 token from slot 0
[17:50:19.917] [SEVERE ] player 3 placing token on slot 0
[17:50:19.918] [SEVERE ] player 5 placing token on slot 0
[17:50:19.917] [SEVERE ] player 4 placing token on slot 0
[17:50:19.920] [SEVERE ] removing player 5 token from slot 0
[17:50:19.920] [SEVERE ] player 5 placing token on slot 0
[17:50:19.920] [SEVERE ] removing player 5 token from slot 0
[17:50:19.920] [SEVERE ] player 5 placing token on slot 0
[17:50:19.920] [SEVERE ] removing player 5 token from slot 0
[17:50:19.921] [SEVERE ] player 5 placing token on slot 0
[17:50:19.920] [SEVERE ] removing player 4 token from slot 0
[17:50:19.921] [SEVERE ] removing player 5 token from slot 0
[17:50:19.921] [SEVERE ] player 5 placing token on slot 0
[17:50:19.922] [SEVERE ] removing player 5 token from slot 0
[17:50:19.922] [SEVERE ] player 5 placing token on slot 0
[17:50:19.922] [SEVERE ] removing player 5 token from slot 0
[17:50:19.922] [SEVERE ] player 5 placing token on slot 0
[17:50:19.922] [SEVERE ] removing player 5 token from slot 0
[17:50:19.922] [SEVERE ] player 5 placing token on slot 0
[17:50:19.923] [SEVERE ] removing player 5 token from slot 0
[17:50:19.923] [SEVERE ] player 5 placing token on slot 0
[17:50:19.923] [SEVERE ] player 4 placing token on slot 0
[17:50:19.923] [SEVERE ] removing player 5 token from slot 0
[17:50:19.923] [SEVERE ] removing player 4 token from slot 0
[17:50:19.923] [SEVERE ] player 5 placing token on slot 0
[17:50:19.924] [SEVERE ] player 4 placing token on slot 0
[17:50:19.924] [SEVERE ] removing player 5 token from slot 0
[17:50:19.924] [SEVERE ] player 5 placing token on slot 0
[17:50:19.924] [SEVERE ] removing player 4 token from slot 0
[17:50:19.924] [SEVERE ] removing player 5 token from slot 0
[17:50:19.925] [SEVERE ] player 5 placing token on slot 0
[17:50:19.925] [SEVERE ] player 4 placing token on slot 0
[17:50:19.925] [SEVERE ] removing player 3 token from slot 0
[17:50:19.926] [SEVERE ] player 2 placing token on slot 0
[17:50:19.925] [SEVERE ] removing player 5 token from slot 0
[17:50:19.926] [SEVERE ] removing player 2 token from slot 0
[17:50:19.926] [SEVERE ] player 3 placing token on slot 0
[17:50:19.926] [SEVERE ] removing player 4 token from slot 0
[17:50:19.927] [SEVERE ] player 4 placing token on slot 0
[17:50:19.927] [SEVERE ] removing player 4 token from slot 0
[17:50:19.927] [SEVERE ] player 4 placing token on slot 0
[17:50:19.927] [SEVERE ] removing player 4 token from slot 0
[17:50:19.927] [SEVERE ] player 4 placing token on slot 0
[17:50:19.927] [SEVERE ] removing player 3 token from slot 0
[17:50:19.927] [SEVERE ] player 2 placing token on slot 0
[17:50:19.930] [SEVERE ] removing player 2 token from slot 0
[17:50:19.930] [SEVERE ] player 2 placing token on slot 0
[17:50:19.929] [SEVERE ] player 3 placing token on slot 0
[17:50:19.928] [SEVERE ] player 5 placing token on slot 0
[17:50:19.928] [SEVERE ] removing player 4 token from slot 0
[17:50:19.932] [SEVERE ] removing player 5 token from slot 0
[17:50:19.932] [SEVERE ] player 5 placing token on slot 0
[17:50:19.933] [SEVERE ] removing player 5 token from slot 0
[17:50:19.932] [SEVERE ] removing player 2 token from slot 0
[17:50:19.932] [SEVERE ] removing player 3 token from slot 0
[17:50:19.933] [SEVERE ] player 3 placing token on slot 0
[17:50:19.933] [SEVERE ] removing player 3 token from slot 0
[17:50:19.934] [SEVERE ] player 3 placing token on slot 0
[17:50:19.934] [SEVERE ] removing player 3 token from slot 0
[17:50:19.933] [SEVERE ] player 2 placing token on slot 0
[17:50:19.933] [SEVERE ] player 5 placing token on slot 0
[17:50:19.934] [SEVERE ] removing player 5 token from slot 0
[17:50:19.932] [SEVERE ] player 4 placing token on slot 0
[17:50:19.935] [SEVERE ] removing player 4 token from slot 0
[17:50:19.935] [SEVERE ] player 4 placing token on slot 0
[17:50:19.935] [SEVERE ] removing player 4 token from slot 0
[17:50:19.935] [SEVERE ] player 4 placing token on slot 0
[17:50:19.934] [SEVERE ] removing player 2 token from slot 0
[17:50:19.936] [SEVERE ] player 2 placing token on slot 0
[17:50:19.934] [SEVERE ] player 3 placing token on slot 0
[17:50:19.935] [SEVERE ] player 5 placing token on slot 0
[17:50:19.935] [SEVERE ] removing player 4 token from slot 0
[17:50:19.937] [SEVERE ] player 4 placing token on slot 0
[17:50:19.937] [SEVERE ] removing player 4 token from slot 0
[17:50:19.937] [SEVERE ] player 4 placing token on slot 0
[17:50:19.937] [SEVERE ] removing player 4 token from slot 0
[17:50:19.936] [SEVERE ] removing player 5 token from slot 0
[17:50:19.937] [SEVERE ] player 5 placing token on slot 0
[17:50:19.938] [SEVERE ] removing player 5 token from slot 0
[17:50:19.938] [SEVERE ] player 5 placing token on slot 0
[17:50:19.938] [SEVERE ] removing player 5 token from slot 0
[17:50:19.938] [SEVERE ] player 5 placing token on slot 0
[17:50:19.938] [SEVERE ] removing player 5 token from slot 0
[17:50:19.938] [SEVERE ] player 5 placing token on slot 0
[17:50:19.938] [SEVERE ] removing player 5 token from slot 0
[17:50:19.939] [SEVERE ] player 5 placing token on slot 0
[17:50:19.939] [SEVERE ] removing player 5 token from slot 0
[17:50:19.939] [SEVERE ] player 5 placing token on slot 0
[17:50:19.939] [SEVERE ] removing player 5 token from slot 0
[17:50:19.939] [SEVERE ] player 5 placing token on slot 0
[17:50:19.939] [SEVERE ] removing player 5 token from slot 0
[17:50:19.939] [SEVERE ] player 5 placing token on slot 0
[17:50:19.940] [SEVERE ] removing player 5 token from slot 0
[17:50:19.940] [SEVERE ] player 5 placing token on slot 0
[17:50:19.940] [SEVERE ] removing player 5 token from slot 0
[17:50:19.940] [SEVERE ] player 5 placing token on slot 0
[17:50:19.940] [SEVERE ] removing player 5 token from slot 0
[17:50:19.941] [SEVERE ] player 5 placing token on slot 0
[17:50:19.941] [SEVERE ] removing player 5 token from slot 0
[17:50:19.941] [SEVERE ] player 5 placing token on slot 0
[17:50:19.941] [SEVERE ] removing player 5 token from slot 0
[17:50:19.941] [SEVERE ] player 5 placing token on slot 0
[17:50:19.941] [SEVERE ] removing player 5 token from slot 0
[17:50:19.942] [SEVERE ] player 5 placing token on slot 0
[17:50:19.942] [SEVERE ] removing player 5 token from slot 0
[17:50:19.942] [SEVERE ] player 5 placing token on slot 0
[17:50:19.942] [SEVERE ] removing player 5 token from slot 0
[17:50:19.942] [SEVERE ] player 5 placing token on slot 0
[17:50:19.943] [SEVERE ] removing player 5 token from slot 0
[17:50:19.936] [SEVERE ] removing player 2 token from slot 0
[17:50:19.944] [SEVERE ] player 2 placing token on slot 0
[17:50:19.945] [SEVERE ] removing player 2 token from slot 0
[17:50:19.945] [SEVERE ] player 2 placing token on slot 0
[17:50:19.945] [SEVERE ] removing player 2 token from slot 0
[17:50:19.945] [SEVERE ] player 2 placing token on slot 0
[17:50:19.946] [SEVERE ] removing player 2 token from slot 0
[17:50:19.936] [SEVERE ] removing player 3 token from slot 0
[17:50:19.946] [SEVERE ] player 3 placing token on slot 0
[17:50:19.946] [SEVERE ] player 2 placing token on slot 0
[17:50:19.943] [SEVERE ] player 5 placing token on slot 0
[17:50:19.937] [SEVERE ] player 4 placing token on slot 0
[17:50:19.947] [SEVERE ] removing player 5 token from slot 0
[17:50:19.946] [SEVERE ] removing player 2 token from slot 0
[17:50:19.947] [SEVERE ] player 2 placing token on slot 0
[17:50:19.947] [SEVERE ] removing player 2 token from slot 0
[17:50:19.947] [SEVERE ] removing player 3 token from slot 0
[17:50:19.947] [SEVERE ] player 5 placing token on slot 0
[17:50:19.947] [SEVERE ] removing player 4 token from slot 0
[17:50:19.948] [SEVERE ] removing player 5 token from slot 0
[17:50:19.948] [SEVERE ] player 4 placing token on slot 0
[17:50:19.948] [SEVERE ] player 5 placing token on slot 0
[17:50:19.949] [SEVERE ] removing player 5 token from slot 0
[17:50:19.948] [SEVERE ] removing player 4 token from slot 0
[17:50:19.949] [SEVERE ] player 5 placing token on slot 0
[17:50:19.949] [SEVERE ] player 4 placing token on slot 0
[17:50:19.949] [SEVERE ] removing player 5 token from slot 0
[17:50:19.949] [SEVERE ] removing player 4 token from slot 0
[17:50:19.949] [SEVERE ] player 5 placing token on slot 0
[17:50:19.949] [SEVERE ] player 4 placing token on slot 0
[17:50:19.949] [SEVERE ] removing player 5 token from slot 0
[17:50:19.950] [SEVERE ] removing player 4 token from slot 0
[17:50:19.950] [SEVERE ] player 5 placing token on slot 0
[17:50:19.950] [SEVERE ] player 4 placing token on slot 0
[17:50:19.950] [SEVERE ] removing player 5 token from slot 0
[17:50:19.950] [SEVERE ] player 2 placing token on slot 0
[17:50:19.950] [SEVERE ] removing player 4 token from slot 0
[17:50:19.950] [SEVERE ] removing player 2 token from slot 0
[17:50:19.951] [SEVERE ] player 2 placing token on slot 0
[17:50:19.951] [SEVERE ] removing player 2 token from slot 0
[17:50:19.951] [SEVERE ] player 2 placing token on slot 0
[17:50:19.951] [SEVERE ] removing player 2 token from slot 0
[17:50:19.951] [SEVERE ] player 2 placing token on slot 0
