[17:22:18.991] [INFO   ] thread main starting.
[17:22:18.998] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:22:19.002] [SEVERE ] configuration file was loaded from resources directory.
[17:22:19.701] [INFO   ] thread dealer starting.
[17:22:19.847] [SEVERE ] placing card 5 in slot 0
[17:22:19.898] [SEVERE ] player 1 placing token on slot 0
[17:22:19.899] [SEVERE ] player 3 placing token on slot 0
[17:22:19.899] [SEVERE ] removing player 1 token from slot 0
[17:22:19.906] [SEVERE ] removing player 3 token from slot 0
[17:22:19.907] [SEVERE ] player 3 placing token on slot 0
[17:22:19.965] [SEVERE ] placing card 39 in slot 1
[17:22:19.923] [SEVERE ] player 4 placing token on slot 0
[17:22:19.911] [SEVERE ] player 2 placing token on slot 0
[17:22:19.908] [SEVERE ] player 1 placing token on slot 0
[17:22:20.030] [SEVERE ] removing player 2 token from slot 0
[17:22:20.029] [SEVERE ] removing player 4 token from slot 0
[17:22:20.029] [SEVERE ] removing player 3 token from slot 0
[17:22:20.031] [SEVERE ] player 2 placing token on slot 0
[17:22:20.030] [SEVERE ] player 1 placing token on slot 1
[17:22:20.032] [SEVERE ] removing player 2 token from slot 0
[17:22:20.031] [SEVERE ] player 3 placing token on slot 1
[17:22:20.032] [SEVERE ] removing player 1 token from slot 1
[17:22:20.032] [SEVERE ] player 3 placing token on slot 0
[17:22:20.033] [SEVERE ] removing player 3 token from slot 0
[17:22:20.036] [SEVERE ] removing player 1 token from slot 0
[17:22:20.038] [SEVERE ] player 4 placing token on slot 1
[17:22:20.039] [SEVERE ] player 4 placing token on slot 0
[17:22:20.040] [SEVERE ] removing player 4 token from slot 0
[17:22:20.040] [SEVERE ] removing player 4 token from slot 1
[17:22:20.040] [SEVERE ] player 4 placing token on slot 0
[17:22:20.041] [SEVERE ] removing player 4 token from slot 0
[17:22:20.038] [SEVERE ] removing player 3 token from slot 1
[17:22:20.041] [SEVERE ] player 4 placing token on slot 0
[17:22:20.042] [SEVERE ] player 4 placing token on slot 1
[17:22:20.042] [SEVERE ] removing player 4 token from slot 0
[17:22:20.042] [SEVERE ] removing player 4 token from slot 1
[17:22:20.042] [SEVERE ] player 4 placing token on slot 1
[17:22:20.041] [SEVERE ] player 2 placing token on slot 0
