[17:39:22.331] [INFO   ] thread main starting.
[17:39:22.336] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:39:22.338] [SEVERE ] configuration file was loaded from resources directory.
[17:39:22.776] [INFO   ] thread dealer starting.
[17:39:22.890] [SEVERE ] placing card 69 in slot 0
[17:39:22.892] [SEVERE ] player 3 placing token on slot 0
[17:39:22.892] [SEVERE ] player 4 placing token on slot 0
[17:39:22.893] [SEVERE ] removing player 4 token from slot 0
[17:39:22.894] [SEVERE ] player 4 placing token on slot 0
[17:39:22.894] [SEVERE ] removing player 4 token from slot 0
[17:39:22.898] [SEVERE ] player 4 placing token on slot 0
[17:39:22.893] [SEVERE ] removing player 3 token from slot 0
[17:39:22.899] [SEVERE ] player 3 placing token on slot 0
[17:39:22.899] [SEVERE ] removing player 3 token from slot 0
[17:39:22.900] [SEVERE ] player 3 placing token on slot 0
[17:39:22.901] [SEVERE ] removing player 3 token from slot 0
[17:39:22.901] [SEVERE ] player 3 placing token on slot 0
[17:39:22.901] [SEVERE ] removing player 3 token from slot 0
[17:39:22.902] [SEVERE ] player 3 placing token on slot 0
[17:39:22.902] [SEVERE ] removing player 3 token from slot 0
[17:39:22.902] [SEVERE ] player 3 placing token on slot 0
[17:39:22.902] [SEVERE ] removing player 3 token from slot 0
[17:39:22.902] [SEVERE ] player 3 placing token on slot 0
[17:39:22.903] [SEVERE ] removing player 3 token from slot 0
[17:39:22.903] [SEVERE ] player 3 placing token on slot 0
[17:39:22.903] [SEVERE ] removing player 3 token from slot 0
[17:39:22.903] [SEVERE ] player 3 placing token on slot 0
[17:39:22.905] [SEVERE ] removing player 3 token from slot 0
[17:39:22.907] [SEVERE ] player 3 placing token on slot 0
[17:39:22.909] [SEVERE ] removing player 3 token from slot 0
[17:39:22.895] [SEVERE ] player 2 placing token on slot 0
[17:39:22.901] [SEVERE ] removing player 4 token from slot 0
[17:39:22.909] [SEVERE ] player 3 placing token on slot 0
[17:39:22.910] [SEVERE ] player 4 placing token on slot 0
[17:39:22.912] [SEVERE ] removing player 4 token from slot 0
[17:39:22.912] [SEVERE ] player 4 placing token on slot 0
[17:39:22.912] [SEVERE ] removing player 4 token from slot 0
[17:39:22.912] [SEVERE ] player 4 placing token on slot 0
[17:39:22.912] [SEVERE ] removing player 4 token from slot 0
[17:39:22.911] [SEVERE ] removing player 3 token from slot 0
[17:39:22.918] [SEVERE ] player 3 placing token on slot 0
[17:39:22.921] [SEVERE ] removing player 3 token from slot 0
[17:39:22.921] [SEVERE ] player 3 placing token on slot 0
[17:39:22.921] [SEVERE ] removing player 3 token from slot 0
[17:39:22.921] [SEVERE ] player 3 placing token on slot 0
[17:39:22.922] [SEVERE ] removing player 3 token from slot 0
[17:39:22.922] [SEVERE ] player 3 placing token on slot 0
[17:39:22.922] [SEVERE ] removing player 3 token from slot 0
[17:39:22.922] [SEVERE ] player 3 placing token on slot 0
[17:39:22.923] [SEVERE ] removing player 3 token from slot 0
[17:39:22.923] [SEVERE ] player 3 placing token on slot 0
