[17:53:39.076] [INFO   ] thread main starting.
[17:53:39.081] [SEVERE ] cannot read configuration file config.properties trying from resources.
[17:53:39.083] [SEVERE ] configuration file was loaded from resources directory.
[17:53:39.557] [INFO   ] thread dealer starting.
[17:53:39.678] [SEVERE ] placing card 37 in slot 0
[17:53:39.678] [SEVERE ] player 3 placing token on slot 0
[17:53:39.678] [SEVERE ] player 2 placing token on slot 0
[17:53:39.679] [SEVERE ] player 4 placing token on slot 0
[17:53:39.678] [SEVERE ] player 5 placing token on slot 0
[17:53:39.681] [SEVERE ] removing player 2 token from slot 0
[17:53:39.684] [SEVERE ] removing player 4 token from slot 0
[17:53:39.682] [SEVERE ] removing player 3 token from slot 0
[17:53:39.681] [SEVERE ] removing player 5 token from slot 0
[17:53:39.691] [SEVERE ] player 5 placing token on slot 0
[17:53:39.691] [SEVERE ] removing player 5 token from slot 0
[17:53:39.686] [SEVERE ] player 4 placing token on slot 0
[17:53:39.692] [SEVERE ] removing player 4 token from slot 0
[17:53:39.692] [SEVERE ] player 4 placing token on slot 0
[17:53:39.693] [SEVERE ] removing player 4 token from slot 0
[17:53:39.693] [SEVERE ] player 4 placing token on slot 0
[17:53:39.693] [SEVERE ] removing player 4 token from slot 0
[17:53:39.693] [SEVERE ] player 4 placing token on slot 0
[17:53:39.693] [SEVERE ] removing player 4 token from slot 0
[17:53:39.693] [SEVERE ] player 4 placing token on slot 0
[17:53:39.694] [SEVERE ] removing player 4 token from slot 0
[17:53:39.685] [SEVERE ] player 2 placing token on slot 0
[17:53:39.696] [SEVERE ] player 5 placing token on slot 0
[17:53:39.697] [SEVERE ] removing player 5 token from slot 0
[17:53:39.697] [SEVERE ] player 5 placing token on slot 0
[17:53:39.697] [SEVERE ] removing player 5 token from slot 0
[17:53:39.697] [SEVERE ] player 5 placing token on slot 0
[17:53:39.698] [SEVERE ] removing player 5 token from slot 0
[17:53:39.698] [SEVERE ] player 5 placing token on slot 0
[17:53:39.698] [SEVERE ] removing player 5 token from slot 0
[17:53:39.694] [SEVERE ] player 4 placing token on slot 0
[17:53:39.699] [SEVERE ] removing player 4 token from slot 0
[17:53:39.699] [SEVERE ] player 4 placing token on slot 0
[17:53:39.700] [SEVERE ] removing player 4 token from slot 0
[17:53:39.700] [SEVERE ] player 4 placing token on slot 0
