[21:24:12.285] [INFO   ] thread main starting.
[21:24:12.290] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:24:12.292] [SEVERE ] configuration file was loaded from resources directory.
[21:24:12.762] [INFO   ] thread dealer starting.
[21:24:12.876] [SEVERE ] placing card 53 in slot 0
[21:24:12.876] [SEVERE ] player 5 placing token on slot 0
[21:24:12.876] [SEVERE ] player 2 placing token on slot 0
[21:24:12.876] [SEVERE ] player 4 placing token on slot 0
[21:24:12.877] [SEVERE ] removing player 4 token from slot 0
[21:24:12.877] [SEVERE ] player 4 placing token on slot 0
[21:24:12.883] [SEVERE ] removing player 4 token from slot 0
[21:24:12.883] [SEVERE ] player 4 placing token on slot 0
[21:24:12.876] [SEVERE ] player 3 placing token on slot 0
[21:24:12.884] [SEVERE ] removing player 4 token from slot 0
[21:24:12.878] [SEVERE ] removing player 5 token from slot 0
[21:24:12.877] [SEVERE ] removing player 2 token from slot 0
[21:24:12.887] [SEVERE ] player 5 placing token on slot 0
[21:24:12.887] [SEVERE ] player 4 placing token on slot 0
[21:24:12.887] [SEVERE ] removing player 4 token from slot 0
[21:24:12.887] [SEVERE ] player 4 placing token on slot 0
[21:24:12.888] [SEVERE ] removing player 4 token from slot 0
[21:24:12.889] [SEVERE ] player 4 placing token on slot 0
[21:24:12.886] [SEVERE ] removing player 3 token from slot 0
[21:24:12.887] [SEVERE ] removing player 5 token from slot 0
[21:24:12.890] [SEVERE ] removing player 4 token from slot 0
[21:24:12.890] [SEVERE ] player 4 placing token on slot 0
[21:24:12.890] [SEVERE ] removing player 4 token from slot 0
[21:24:12.890] [SEVERE ] player 4 placing token on slot 0
[21:24:12.891] [SEVERE ] removing player 4 token from slot 0
[21:24:12.891] [SEVERE ] player 4 placing token on slot 0
[21:24:12.891] [SEVERE ] removing player 4 token from slot 0
[21:24:12.891] [SEVERE ] player 4 placing token on slot 0
[21:24:12.891] [SEVERE ] removing player 4 token from slot 0
[21:24:12.892] [SEVERE ] player 4 placing token on slot 0
[21:24:12.892] [SEVERE ] removing player 4 token from slot 0
[21:24:12.893] [SEVERE ] player 4 placing token on slot 0
[21:24:12.894] [SEVERE ] removing player 4 token from slot 0
[21:24:12.894] [SEVERE ] player 4 placing token on slot 0
[21:24:12.894] [SEVERE ] removing player 4 token from slot 0
[21:24:12.894] [SEVERE ] player 4 placing token on slot 0
[21:24:12.894] [SEVERE ] removing player 4 token from slot 0
[21:24:12.895] [SEVERE ] player 4 placing token on slot 0
[21:24:12.895] [SEVERE ] removing player 4 token from slot 0
[21:24:12.895] [SEVERE ] player 4 placing token on slot 0
[21:24:12.895] [SEVERE ] removing player 4 token from slot 0
[21:24:12.895] [SEVERE ] player 4 placing token on slot 0
[21:24:12.895] [SEVERE ] removing player 4 token from slot 0
[21:24:12.887] [SEVERE ] player 2 placing token on slot 0
[21:24:12.897] [SEVERE ] removing player 2 token from slot 0
[21:24:12.897] [SEVERE ] player 2 placing token on slot 0
[21:24:12.897] [SEVERE ] removing player 2 token from slot 0
[21:24:12.890] [SEVERE ] player 5 placing token on slot 0
[21:24:12.890] [SEVERE ] player 3 placing token on slot 0
[21:24:12.898] [SEVERE ] removing player 5 token from slot 0
[21:24:12.898] [SEVERE ] player 2 placing token on slot 0
