[21:48:20.018] [INFO   ] thread main starting.
[21:48:20.022] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:48:20.028] [SEVERE ] configuration file was loaded from resources directory.
[21:48:20.530] [INFO   ] thread dealer starting.
[21:48:21.550] [SEVERE ] placing card 66 in slot 0
[21:48:21.550] [SEVERE ] player 5 placing token on slot 0
[21:48:21.550] [SEVERE ] player 4 placing token on slot 0
[21:48:21.551] [SEVERE ] removing player 4 token from slot 0
[21:48:21.552] [SEVERE ] player 4 placing token on slot 0
[21:48:21.552] [SEVERE ] removing player 4 token from slot 0
[21:48:21.550] [SEVERE ] player 2 placing token on slot 0
[21:48:21.567] [SEVERE ] removing player 2 token from slot 0
[21:48:21.567] [SEVERE ] player 2 placing token on slot 0
[21:48:21.567] [SEVERE ] removing player 2 token from slot 0
[21:48:21.567] [SEVERE ] player 2 placing token on slot 0
[21:48:21.568] [SEVERE ] removing player 2 token from slot 0
[21:48:21.568] [SEVERE ] player 2 placing token on slot 0
[21:48:21.568] [SEVERE ] removing player 2 token from slot 0
[21:48:21.568] [SEVERE ] player 2 placing token on slot 0
[21:48:21.568] [SEVERE ] removing player 2 token from slot 0
[21:48:21.568] [SEVERE ] player 2 placing token on slot 0
[21:48:21.568] [SEVERE ] removing player 2 token from slot 0
[21:48:21.569] [SEVERE ] player 2 placing token on slot 0
[21:48:21.569] [SEVERE ] removing player 2 token from slot 0
[21:48:21.569] [SEVERE ] player 2 placing token on slot 0
[21:48:21.569] [SEVERE ] removing player 2 token from slot 0
[21:48:21.569] [SEVERE ] player 2 placing token on slot 0
[21:48:21.570] [SEVERE ] removing player 2 token from slot 0
[21:48:21.570] [SEVERE ] player 2 placing token on slot 0
[21:48:21.570] [SEVERE ] removing player 2 token from slot 0
[21:48:21.570] [SEVERE ] player 2 placing token on slot 0
[21:48:21.570] [SEVERE ] removing player 2 token from slot 0
[21:48:21.571] [SEVERE ] player 2 placing token on slot 0
[21:48:21.571] [SEVERE ] removing player 2 token from slot 0
[21:48:21.571] [SEVERE ] player 2 placing token on slot 0
[21:48:21.572] [SEVERE ] removing player 2 token from slot 0
[21:48:21.572] [SEVERE ] player 2 placing token on slot 0
[21:48:21.572] [SEVERE ] removing player 2 token from slot 0
[21:48:21.572] [SEVERE ] player 2 placing token on slot 0
[21:48:21.572] [SEVERE ] removing player 2 token from slot 0
[21:48:21.573] [SEVERE ] player 2 placing token on slot 0
[21:48:21.573] [SEVERE ] removing player 2 token from slot 0
[21:48:21.573] [SEVERE ] player 2 placing token on slot 0
[21:48:21.574] [SEVERE ] removing player 2 token from slot 0
[21:48:21.574] [SEVERE ] player 2 placing token on slot 0
[21:48:21.575] [SEVERE ] removing player 2 token from slot 0
[21:48:21.575] [SEVERE ] player 2 placing token on slot 0
[21:48:21.575] [SEVERE ] removing player 2 token from slot 0
