[14:19:48.601] [INFO   ] thread main starting.
[14:19:48.606] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:19:48.608] [SEVERE ] configuration file was loaded from resources directory.
[14:19:49.220] [INFO   ] thread dealer starting.
[14:19:49.334] [SEVERE ] placing card 41 in slot 0
[14:19:49.340] [SEVERE ] player 4 placing token on slot 0
[14:19:49.340] [SEVERE ] player 3 placing token on slot 0
[14:19:49.341] [SEVERE ] removing player 3 token from slot 0
[14:19:49.341] [SEVERE ] player 1 placing token on slot 0
[14:19:49.342] [SEVERE ] removing player 1 token from slot 0
[14:19:49.344] [SEVERE ] player 3 placing token on slot 0
[14:19:49.346] [SEVERE ] player 2 placing token on slot 0
[14:19:49.347] [SEVERE ] player 1 placing token on slot 0
[14:19:49.347] [SEVERE ] removing player 2 token from slot 0
[14:19:49.347] [SEVERE ] removing player 1 token from slot 0
[14:19:49.347] [SEVERE ] player 2 placing token on slot 0
[14:19:49.348] [SEVERE ] player 1 placing token on slot 0
[14:19:49.348] [SEVERE ] removing player 1 token from slot 0
[14:19:49.348] [SEVERE ] removing player 2 token from slot 0
[14:19:49.348] [SEVERE ] player 2 placing token on slot 0
[14:19:49.350] [SEVERE ] removing player 2 token from slot 0
[14:19:49.350] [SEVERE ] player 2 placing token on slot 0
[14:19:49.351] [SEVERE ] removing player 2 token from slot 0
[14:19:49.351] [SEVERE ] player 2 placing token on slot 0
[14:19:49.351] [SEVERE ] removing player 4 token from slot 0
[14:19:49.351] [SEVERE ] removing player 2 token from slot 0
[14:19:49.352] [SEVERE ] player 2 placing token on slot 0
[14:19:49.352] [SEVERE ] removing player 2 token from slot 0
[14:19:49.352] [SEVERE ] player 4 placing token on slot 0
[14:19:49.352] [SEVERE ] player 2 placing token on slot 0
[14:19:49.353] [SEVERE ] player 1 placing token on slot 0
[14:19:49.353] [SEVERE ] removing player 3 token from slot 0
[14:19:49.353] [SEVERE ] removing player 1 token from slot 0
[14:19:49.353] [SEVERE ] removing player 2 token from slot 0
[14:19:49.353] [SEVERE ] removing player 4 token from slot 0
[14:19:49.354] [SEVERE ] player 2 placing token on slot 0
[14:19:49.354] [SEVERE ] player 1 placing token on slot 0
[14:19:49.353] [SEVERE ] player 3 placing token on slot 0
[14:19:49.355] [SEVERE ] removing player 1 token from slot 0
[14:19:49.354] [SEVERE ] removing player 2 token from slot 0
[14:19:49.354] [SEVERE ] player 4 placing token on slot 0
[14:19:49.355] [SEVERE ] player 2 placing token on slot 0
[14:19:49.355] [SEVERE ] player 1 placing token on slot 0
[14:19:49.357] [SEVERE ] removing player 4 token from slot 0
[14:19:49.357] [SEVERE ] removing player 3 token from slot 0
[14:19:49.357] [SEVERE ] removing player 2 token from slot 0
[14:19:49.357] [SEVERE ] removing player 1 token from slot 0
[14:19:49.358] [SEVERE ] player 2 placing token on slot 0
[14:19:49.358] [SEVERE ] removing player 2 token from slot 0
[14:19:49.358] [SEVERE ] player 2 placing token on slot 0
[14:19:49.359] [SEVERE ] removing player 2 token from slot 0
[14:19:49.359] [SEVERE ] player 2 placing token on slot 0
[14:19:49.359] [SEVERE ] removing player 2 token from slot 0
[14:19:49.359] [SEVERE ] player 2 placing token on slot 0
[14:19:49.360] [SEVERE ] removing player 2 token from slot 0
[14:19:49.362] [SEVERE ] player 2 placing token on slot 0
[14:19:49.363] [SEVERE ] removing player 2 token from slot 0
[14:19:49.363] [SEVERE ] player 2 placing token on slot 0
[14:19:49.365] [SEVERE ] removing player 2 token from slot 0
[14:19:49.365] [SEVERE ] player 2 placing token on slot 0
[14:19:49.365] [SEVERE ] player 1 placing token on slot 0
[14:19:49.365] [SEVERE ] player 3 placing token on slot 0
[14:19:49.365] [SEVERE ] player 4 placing token on slot 0
[14:19:49.366] [SEVERE ] removing player 3 token from slot 0
[14:19:49.366] [SEVERE ] removing player 2 token from slot 0
[14:19:49.367] [SEVERE ] player 2 placing token on slot 0
[14:19:49.367] [SEVERE ] removing player 2 token from slot 0
[14:19:49.367] [SEVERE ] player 2 placing token on slot 0
[14:19:49.367] [SEVERE ] player 3 placing token on slot 0
[14:19:49.367] [SEVERE ] removing player 3 token from slot 0
[14:19:49.368] [SEVERE ] removing player 2 token from slot 0
[14:19:49.368] [SEVERE ] player 3 placing token on slot 0
[14:19:49.368] [SEVERE ] player 2 placing token on slot 0
[14:19:49.368] [SEVERE ] removing player 2 token from slot 0
[14:19:49.369] [SEVERE ] removing player 1 token from slot 0
[14:19:49.369] [SEVERE ] player 2 placing token on slot 0
[14:19:49.369] [SEVERE ] removing player 2 token from slot 0
[14:19:49.370] [SEVERE ] player 2 placing token on slot 0
[14:19:49.369] [SEVERE ] removing player 3 token from slot 0
[14:19:49.369] [SEVERE ] removing player 4 token from slot 0
[14:19:49.370] [SEVERE ] removing player 2 token from slot 0
[14:19:49.369] [SEVERE ] player 1 placing token on slot 0
[14:19:49.374] [SEVERE ] removing player 1 token from slot 0
[14:19:49.374] [SEVERE ] player 1 placing token on slot 0
[14:19:49.375] [SEVERE ] removing player 1 token from slot 0
[14:19:49.375] [SEVERE ] player 1 placing token on slot 0
[14:19:49.375] [SEVERE ] removing player 1 token from slot 0
[14:19:49.375] [SEVERE ] player 1 placing token on slot 0
[14:19:49.375] [SEVERE ] removing player 1 token from slot 0
[14:19:49.375] [SEVERE ] player 1 placing token on slot 0
[14:19:49.375] [SEVERE ] player 4 placing token on slot 0
[14:19:49.375] [SEVERE ] removing player 1 token from slot 0
[14:19:49.376] [SEVERE ] player 1 placing token on slot 0
[14:19:49.376] [SEVERE ] player 2 placing token on slot 0
[14:19:49.376] [SEVERE ] removing player 4 token from slot 0
[14:19:49.376] [SEVERE ] removing player 1 token from slot 0
[14:19:49.377] [SEVERE ] player 1 placing token on slot 0
[14:19:49.378] [SEVERE ] removing player 2 token from slot 0
[14:19:49.378] [SEVERE ] removing player 1 token from slot 0
[14:19:49.378] [SEVERE ] player 1 placing token on slot 0
[14:19:49.378] [SEVERE ] removing player 1 token from slot 0
[14:19:49.378] [SEVERE ] player 1 placing token on slot 0
[14:19:49.378] [SEVERE ] removing player 1 token from slot 0
[14:19:49.379] [SEVERE ] player 1 placing token on slot 0
[14:19:49.379] [SEVERE ] removing player 1 token from slot 0
[14:19:49.379] [SEVERE ] player 1 placing token on slot 0
[14:19:49.379] [SEVERE ] removing player 1 token from slot 0
[14:19:49.380] [SEVERE ] player 1 placing token on slot 0
[14:19:49.380] [SEVERE ] player 4 placing token on slot 0
[14:19:49.380] [SEVERE ] removing player 1 token from slot 0
[14:19:49.380] [SEVERE ] player 1 placing token on slot 0
[14:19:49.380] [SEVERE ] player 2 placing token on slot 0
[14:19:49.380] [SEVERE ] removing player 1 token from slot 0
[14:19:49.381] [SEVERE ] player 1 placing token on slot 0
