[21:47:47.018] [INFO   ] thread main starting.
[21:47:47.023] [SEVERE ] cannot read configuration file config.properties trying from resources.
[21:47:47.024] [SEVERE ] configuration file was loaded from resources directory.
[21:47:47.561] [INFO   ] thread dealer starting.
[21:47:47.677] [SEVERE ] placing card 12 in slot 0
[21:47:47.677] [SEVERE ] player 2 placing token on slot 0
[21:47:47.677] [SEVERE ] player 4 placing token on slot 0
[21:47:47.678] [SEVERE ] removing player 2 token from slot 0
[21:47:47.678] [SEVERE ] removing player 4 token from slot 0
[21:47:47.679] [SEVERE ] player 2 placing token on slot 0
[21:47:47.681] [SEVERE ] player 4 placing token on slot 0
[21:47:47.685] [SEVERE ] removing player 2 token from slot 0
[21:47:47.686] [SEVERE ] player 2 placing token on slot 0
[21:47:47.687] [SEVERE ] removing player 4 token from slot 0
[21:47:47.687] [SEVERE ] player 4 placing token on slot 0
[21:47:47.687] [SEVERE ] removing player 4 token from slot 0
[21:47:47.688] [SEVERE ] removing player 2 token from slot 0
[21:47:47.688] [SEVERE ] player 4 placing token on slot 0
[21:47:47.688] [SEVERE ] removing player 4 token from slot 0
[21:47:47.688] [SEVERE ] player 4 placing token on slot 0
[21:47:47.688] [SEVERE ] player 2 placing token on slot 0
[21:47:47.689] [SEVERE ] removing player 4 token from slot 0
[21:47:47.689] [SEVERE ] player 4 placing token on slot 0
[21:47:47.689] [SEVERE ] removing player 2 token from slot 0
[21:47:47.689] [SEVERE ] removing player 4 token from slot 0
[21:47:47.690] [SEVERE ] player 2 placing token on slot 0
[21:47:47.690] [SEVERE ] player 4 placing token on slot 0
[21:47:47.690] [SEVERE ] removing player 4 token from slot 0
[21:47:47.690] [SEVERE ] player 4 placing token on slot 0
[21:47:47.691] [SEVERE ] removing player 4 token from slot 0
[21:47:47.691] [SEVERE ] player 4 placing token on slot 0
[21:47:47.690] [SEVERE ] removing player 2 token from slot 0
[21:47:47.691] [SEVERE ] player 2 placing token on slot 0
[21:47:47.691] [SEVERE ] removing player 4 token from slot 0
[21:47:47.691] [SEVERE ] removing player 2 token from slot 0
[21:47:47.692] [SEVERE ] player 4 placing token on slot 0
[21:47:47.692] [SEVERE ] removing player 4 token from slot 0
[21:47:47.693] [SEVERE ] player 4 placing token on slot 0
[21:47:47.693] [SEVERE ] removing player 4 token from slot 0
[21:47:47.692] [SEVERE ] player 2 placing token on slot 0
[21:47:47.693] [SEVERE ] player 4 placing token on slot 0
[21:47:47.694] [SEVERE ] removing player 4 token from slot 0
[21:47:47.694] [SEVERE ] removing player 2 token from slot 0
[21:47:47.694] [SEVERE ] player 4 placing token on slot 0
[21:47:47.694] [SEVERE ] player 2 placing token on slot 0
[21:47:47.694] [SEVERE ] removing player 4 token from slot 0
[21:47:47.698] [SEVERE ] player 4 placing token on slot 0
[21:47:47.698] [SEVERE ] removing player 2 token from slot 0
[21:47:47.698] [SEVERE ] removing player 4 token from slot 0
[21:47:47.698] [SEVERE ] player 2 placing token on slot 0
[21:47:47.698] [SEVERE ] player 4 placing token on slot 0
[21:47:47.699] [SEVERE ] removing player 4 token from slot 0
[21:47:47.699] [SEVERE ] player 4 placing token on slot 0
[21:47:47.699] [SEVERE ] removing player 4 token from slot 0
[21:47:47.700] [SEVERE ] player 4 placing token on slot 0
[21:47:47.698] [SEVERE ] removing player 2 token from slot 0
[21:47:47.700] [SEVERE ] removing player 4 token from slot 0
[21:47:47.700] [SEVERE ] player 4 placing token on slot 0
[21:47:47.700] [SEVERE ] player 2 placing token on slot 0
[21:47:47.700] [SEVERE ] removing player 4 token from slot 0
[21:47:47.700] [SEVERE ] removing player 2 token from slot 0
[21:47:47.701] [SEVERE ] player 4 placing token on slot 0
[21:47:47.701] [SEVERE ] player 2 placing token on slot 0
[21:47:47.701] [SEVERE ] removing player 2 token from slot 0
[21:47:47.701] [SEVERE ] player 2 placing token on slot 0
[21:47:47.701] [SEVERE ] removing player 4 token from slot 0
[21:47:47.701] [SEVERE ] removing player 2 token from slot 0
[21:47:47.702] [SEVERE ] player 4 placing token on slot 0
[21:47:47.702] [SEVERE ] player 2 placing token on slot 0
[21:47:47.702] [SEVERE ] removing player 4 token from slot 0
[21:47:47.702] [SEVERE ] removing player 2 token from slot 0
[21:47:47.702] [SEVERE ] player 4 placing token on slot 0
[21:47:47.702] [SEVERE ] player 2 placing token on slot 0
[21:47:47.703] [SEVERE ] removing player 4 token from slot 0
[21:47:47.703] [SEVERE ] removing player 2 token from slot 0
[21:47:47.704] [SEVERE ] player 4 placing token on slot 0
[21:47:47.704] [SEVERE ] player 2 placing token on slot 0
[21:47:47.704] [SEVERE ] removing player 4 token from slot 0
[21:47:47.704] [SEVERE ] removing player 2 token from slot 0
[21:47:47.704] [SEVERE ] player 4 placing token on slot 0
[21:47:47.704] [SEVERE ] player 2 placing token on slot 0
[21:47:47.704] [SEVERE ] removing player 4 token from slot 0
[21:47:47.705] [SEVERE ] removing player 2 token from slot 0
