[14:54:05.242] [INFO   ] thread main starting.
[14:54:05.247] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:54:05.249] [SEVERE ] configuration file was loaded from resources directory.
[14:54:05.802] [INFO   ] thread dealer starting.
[14:54:05.924] [SEVERE ] player 4 placing token on slot 0
[14:54:05.924] [SEVERE ] player 2 placing token on slot 0
[14:54:05.924] [SEVERE ] player 1 placing token on slot 0
[14:54:05.925] [SEVERE ] placing card 13 in slot 0
[14:54:05.931] [SEVERE ] player 3 placing token on slot 0
[14:54:05.931] [SEVERE ] removing player 4 token from slot 0
[14:54:05.931] [SEVERE ] removing player 1 token from slot 0
[14:54:05.934] [SEVERE ] removing player 3 token from slot 0
[14:54:05.934] [SEVERE ] removing player 2 token from slot 0
[14:54:05.936] [SEVERE ] player 2 placing token on slot 0
[14:54:05.936] [SEVERE ] player 1 placing token on slot 0
[14:54:05.937] [SEVERE ] player 3 placing token on slot 0
[14:54:05.937] [SEVERE ] removing player 2 token from slot 0
[14:54:05.937] [SEVERE ] removing player 1 token from slot 0
[14:54:05.937] [SEVERE ] removing player 3 token from slot 0
[14:54:05.938] [SEVERE ] player 2 placing token on slot 0
[14:54:05.938] [SEVERE ] player 1 placing token on slot 0
[14:54:05.938] [SEVERE ] removing player 2 token from slot 0
[14:54:05.939] [SEVERE ] player 3 placing token on slot 0
[14:54:05.939] [SEVERE ] player 2 placing token on slot 0
[14:54:05.939] [SEVERE ] removing player 2 token from slot 0
[14:54:05.939] [SEVERE ] removing player 3 token from slot 0
[14:54:05.941] [SEVERE ] player 2 placing token on slot 0
[14:54:05.941] [SEVERE ] player 3 placing token on slot 0
[14:54:05.941] [SEVERE ] removing player 2 token from slot 0
[14:54:05.946] [SEVERE ] player 2 placing token on slot 0
[14:54:05.946] [SEVERE ] player 4 placing token on slot 0
[14:54:05.947] [SEVERE ] removing player 4 token from slot 0
[14:54:05.947] [SEVERE ] removing player 3 token from slot 0
[14:54:05.947] [SEVERE ] player 4 placing token on slot 0
[14:54:05.947] [SEVERE ] removing player 4 token from slot 0
[14:54:05.948] [SEVERE ] player 4 placing token on slot 0
[14:54:05.948] [SEVERE ] removing player 4 token from slot 0
[14:54:05.949] [SEVERE ] player 3 placing token on slot 0
[14:54:05.949] [SEVERE ] removing player 1 token from slot 0
[14:54:05.949] [SEVERE ] player 4 placing token on slot 0
[14:54:05.949] [SEVERE ] removing player 4 token from slot 0
[14:54:05.950] [SEVERE ] player 4 placing token on slot 0
[14:54:05.950] [SEVERE ] removing player 4 token from slot 0
