[15:17:45.489] [INFO   ] thread main starting.
[15:17:45.494] [SEVERE ] cannot read configuration file config.properties trying from resources.
[15:17:45.496] [SEVERE ] configuration file was loaded from resources directory.
[15:17:45.945] [INFO   ] thread dealer starting.
[15:17:46.054] [SEVERE ] placing card 21 in slot 0
[15:17:46.062] [SEVERE ] player 3 placing token on slot 0
[15:17:46.062] [SEVERE ] player 4 placing token on slot 0
[15:17:46.062] [SEVERE ] player 2 placing token on slot 0
[15:17:46.062] [SEVERE ] player 1 placing token on slot 0
[15:17:46.063] [SEVERE ] removing player 2 token from slot 0
[15:17:46.063] [SEVERE ] removing player 4 token from slot 0
[15:17:46.066] [SEVERE ] player 2 placing token on slot 0
[15:17:46.064] [SEVERE ] removing player 3 token from slot 0
[15:17:46.063] [SEVERE ] removing player 1 token from slot 0
[15:17:46.066] [SEVERE ] player 4 placing token on slot 0
[15:17:46.067] [SEVERE ] removing player 4 token from slot 0
[15:17:46.071] [SEVERE ] player 1 placing token on slot 0
[15:17:46.071] [SEVERE ] player 3 placing token on slot 0
[15:17:46.072] [SEVERE ] removing player 3 token from slot 0
[15:17:46.072] [SEVERE ] removing player 1 token from slot 0
[15:17:46.072] [SEVERE ] removing player 2 token from slot 0
[15:17:46.072] [SEVERE ] player 3 placing token on slot 0
[15:17:46.072] [SEVERE ] player 4 placing token on slot 0
[15:17:46.073] [SEVERE ] removing player 3 token from slot 0
[15:17:46.073] [SEVERE ] removing player 4 token from slot 0
[15:17:46.074] [SEVERE ] player 3 placing token on slot 0
[15:17:46.074] [SEVERE ] player 2 placing token on slot 0
[15:17:46.074] [SEVERE ] removing player 3 token from slot 0
[15:17:46.076] [SEVERE ] player 3 placing token on slot 0
[15:17:46.077] [SEVERE ] removing player 3 token from slot 0
[15:17:46.078] [SEVERE ] player 3 placing token on slot 0
[15:17:46.084] [SEVERE ] player 4 placing token on slot 0
[15:17:46.084] [SEVERE ] player 1 placing token on slot 0
[15:17:46.084] [SEVERE ] removing player 2 token from slot 0
[15:17:46.084] [SEVERE ] removing player 4 token from slot 0
[15:17:46.084] [SEVERE ] removing player 1 token from slot 0
[15:17:46.084] [SEVERE ] removing player 3 token from slot 0
[15:17:46.085] [SEVERE ] player 4 placing token on slot 0
[15:17:46.084] [SEVERE ] player 2 placing token on slot 0
[15:17:46.085] [SEVERE ] removing player 4 token from slot 0
[15:17:46.085] [SEVERE ] player 3 placing token on slot 0
[15:17:46.085] [SEVERE ] player 1 placing token on slot 0
[15:17:46.086] [SEVERE ] removing player 3 token from slot 0
[15:17:46.085] [SEVERE ] player 4 placing token on slot 0
[15:17:46.085] [SEVERE ] removing player 2 token from slot 0
[15:17:46.086] [SEVERE ] removing player 4 token from slot 0
[15:17:46.086] [SEVERE ] player 3 placing token on slot 0
[15:17:46.086] [SEVERE ] removing player 1 token from slot 0
[15:17:46.087] [SEVERE ] player 1 placing token on slot 0
[15:17:46.087] [SEVERE ] removing player 3 token from slot 0
[15:17:46.087] [SEVERE ] removing player 1 token from slot 0
[15:17:46.087] [SEVERE ] player 1 placing token on slot 0
[15:17:46.087] [SEVERE ] player 2 placing token on slot 0
[15:17:46.088] [SEVERE ] player 3 placing token on slot 0
[15:17:46.088] [SEVERE ] removing player 1 token from slot 0
[15:17:46.088] [SEVERE ] player 4 placing token on slot 0
[15:17:46.101] [SEVERE ] removing player 2 token from slot 0
[15:17:46.104] [SEVERE ] player 2 placing token on slot 0
[15:17:46.105] [SEVERE ] removing player 2 token from slot 0
[15:17:46.105] [SEVERE ] player 2 placing token on slot 0
[15:17:46.105] [SEVERE ] removing player 2 token from slot 0
[15:17:46.106] [SEVERE ] player 2 placing token on slot 0
[15:17:46.106] [SEVERE ] removing player 2 token from slot 0
[15:17:46.106] [SEVERE ] player 2 placing token on slot 0
[15:17:46.106] [SEVERE ] removing player 2 token from slot 0
[15:17:46.106] [SEVERE ] player 2 placing token on slot 0
[15:17:46.106] [SEVERE ] removing player 2 token from slot 0
[15:17:46.106] [SEVERE ] player 2 placing token on slot 0
[15:17:46.107] [SEVERE ] removing player 2 token from slot 0
[15:17:46.107] [SEVERE ] player 2 placing token on slot 0
[15:17:46.112] [SEVERE ] player 1 placing token on slot 0
[15:17:46.113] [SEVERE ] removing player 4 token from slot 0
[15:17:46.113] [SEVERE ] player 4 placing token on slot 0
[15:17:46.113] [SEVERE ] removing player 4 token from slot 0
[15:17:46.113] [SEVERE ] player 4 placing token on slot 0
[15:17:46.114] [SEVERE ] removing player 4 token from slot 0
[15:17:46.114] [SEVERE ] player 4 placing token on slot 0
[15:17:46.112] [SEVERE ] removing player 2 token from slot 0
[15:17:46.114] [SEVERE ] removing player 3 token from slot 0
[15:17:46.114] [SEVERE ] removing player 1 token from slot 0
[15:17:46.114] [SEVERE ] removing player 4 token from slot 0
[15:17:46.116] [SEVERE ] player 1 placing token on slot 0
[15:17:46.116] [SEVERE ] player 4 placing token on slot 0
[15:17:46.117] [SEVERE ] removing player 1 token from slot 0
[15:17:46.117] [SEVERE ] removing player 4 token from slot 0
[15:17:46.120] [SEVERE ] player 3 placing token on slot 0
[15:17:46.120] [SEVERE ] player 1 placing token on slot 0
[15:17:46.120] [SEVERE ] player 4 placing token on slot 0
[15:17:46.121] [SEVERE ] removing player 4 token from slot 0
[15:17:46.121] [SEVERE ] player 4 placing token on slot 0
[15:17:46.121] [SEVERE ] removing player 4 token from slot 0
[15:17:46.121] [SEVERE ] player 4 placing token on slot 0
[15:17:46.120] [SEVERE ] player 2 placing token on slot 0
[15:17:46.121] [SEVERE ] removing player 1 token from slot 0
[15:17:46.121] [SEVERE ] removing player 4 token from slot 0
[15:17:46.121] [SEVERE ] removing player 3 token from slot 0
[15:17:46.122] [SEVERE ] player 1 placing token on slot 0
[15:17:46.122] [SEVERE ] player 4 placing token on slot 0
[15:17:46.122] [SEVERE ] removing player 4 token from slot 0
[15:17:46.122] [SEVERE ] player 4 placing token on slot 0
[15:17:46.122] [SEVERE ] removing player 4 token from slot 0
[15:17:46.123] [SEVERE ] player 4 placing token on slot 0
[15:17:46.123] [SEVERE ] removing player 4 token from slot 0
[15:17:46.123] [SEVERE ] player 4 placing token on slot 0
[15:17:46.123] [SEVERE ] removing player 4 token from slot 0
[15:17:46.123] [SEVERE ] removing player 1 token from slot 0
[15:17:46.123] [SEVERE ] player 4 placing token on slot 0
[15:17:46.123] [SEVERE ] removing player 4 token from slot 0
[15:17:46.124] [SEVERE ] player 4 placing token on slot 0
[15:17:46.124] [SEVERE ] removing player 4 token from slot 0
[15:17:46.124] [SEVERE ] player 3 placing token on slot 0
[15:17:46.124] [SEVERE ] player 1 placing token on slot 0
[15:17:46.124] [SEVERE ] player 4 placing token on slot 0
[15:17:46.127] [SEVERE ] removing player 1 token from slot 0
[15:17:46.127] [SEVERE ] player 1 placing token on slot 0
[15:17:46.127] [SEVERE ] removing player 4 token from slot 0
[15:17:46.127] [SEVERE ] removing player 1 token from slot 0
[15:17:46.127] [SEVERE ] player 4 placing token on slot 0
[15:17:46.128] [SEVERE ] removing player 4 token from slot 0
[15:17:46.130] [SEVERE ] player 1 placing token on slot 0
[15:17:46.130] [SEVERE ] player 4 placing token on slot 0
[15:17:46.131] [SEVERE ] removing player 1 token from slot 0
[15:17:46.131] [SEVERE ] removing player 4 token from slot 0
[15:17:46.131] [SEVERE ] player 1 placing token on slot 0
[15:17:46.131] [SEVERE ] player 4 placing token on slot 0
[15:17:46.131] [SEVERE ] removing player 1 token from slot 0
[15:17:46.131] [SEVERE ] removing player 4 token from slot 0
[15:17:46.131] [SEVERE ] player 1 placing token on slot 0
[15:17:46.131] [SEVERE ] player 4 placing token on slot 0
[15:17:46.131] [SEVERE ] removing player 1 token from slot 0
[15:17:46.132] [SEVERE ] removing player 4 token from slot 0
[15:17:46.132] [SEVERE ] player 1 placing token on slot 0
[15:17:46.132] [SEVERE ] player 4 placing token on slot 0
[15:17:46.137] [SEVERE ] removing player 3 token from slot 0
[15:17:46.141] [SEVERE ] player 3 placing token on slot 0
[15:17:46.143] [SEVERE ] removing player 3 token from slot 0
[15:17:46.145] [SEVERE ] player 3 placing token on slot 0
[15:17:46.146] [SEVERE ] removing player 2 token from slot 0
[15:17:46.146] [SEVERE ] removing player 3 token from slot 0
[15:17:46.147] [SEVERE ] removing player 1 token from slot 0
[15:17:46.147] [SEVERE ] removing player 4 token from slot 0
[15:17:46.147] [SEVERE ] player 4 placing token on slot 0
[15:17:46.147] [SEVERE ] removing player 4 token from slot 0
[15:17:46.147] [SEVERE ] player 4 placing token on slot 0
[15:17:46.148] [SEVERE ] removing player 4 token from slot 0
[15:17:46.149] [SEVERE ] player 3 placing token on slot 0
[15:17:46.150] [SEVERE ] player 2 placing token on slot 0
[15:17:46.151] [SEVERE ] removing player 2 token from slot 0
[15:17:46.151] [SEVERE ] removing player 3 token from slot 0
[15:17:46.152] [SEVERE ] player 2 placing token on slot 0
[15:17:46.152] [SEVERE ] player 1 placing token on slot 0
[15:17:46.152] [SEVERE ] player 3 placing token on slot 0
[15:17:46.152] [SEVERE ] player 4 placing token on slot 0
[15:17:46.153] [SEVERE ] removing player 3 token from slot 0
[15:17:46.153] [SEVERE ] removing player 4 token from slot 0
[15:17:46.153] [SEVERE ] removing player 1 token from slot 0
[15:17:46.154] [SEVERE ] player 4 placing token on slot 0
[15:17:46.154] [SEVERE ] player 1 placing token on slot 0
[15:17:46.154] [SEVERE ] removing player 4 token from slot 0
[15:17:46.154] [SEVERE ] player 4 placing token on slot 0
[15:17:46.154] [SEVERE ] removing player 1 token from slot 0
[15:17:46.154] [SEVERE ] removing player 4 token from slot 0
[15:17:46.154] [SEVERE ] player 1 placing token on slot 0
[15:17:46.155] [SEVERE ] player 4 placing token on slot 0
[15:17:46.155] [SEVERE ] removing player 1 token from slot 0
[15:17:46.155] [SEVERE ] removing player 4 token from slot 0
[15:17:46.155] [SEVERE ] player 1 placing token on slot 0
[15:17:46.155] [SEVERE ] player 4 placing token on slot 0
[15:17:46.155] [SEVERE ] removing player 1 token from slot 0
[15:17:46.155] [SEVERE ] removing player 4 token from slot 0
[15:17:46.156] [SEVERE ] player 1 placing token on slot 0
[15:17:46.156] [SEVERE ] player 4 placing token on slot 0
[15:17:46.156] [SEVERE ] removing player 1 token from slot 0
[15:17:46.156] [SEVERE ] removing player 4 token from slot 0
[15:17:46.156] [SEVERE ] player 1 placing token on slot 0
[15:17:46.156] [SEVERE ] player 4 placing token on slot 0
[15:17:46.156] [SEVERE ] removing player 1 token from slot 0
[15:17:46.156] [SEVERE ] removing player 4 token from slot 0
[15:17:46.156] [SEVERE ] player 1 placing token on slot 0
