[14:11:14.397] [INFO   ] thread main starting.
[14:11:14.403] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:11:14.406] [SEVERE ] configuration file was loaded from resources directory.
[14:11:14.957] [INFO   ] thread dealer starting.
[14:11:15.076] [SEVERE ] placing card 34 in slot 0
[14:11:15.098] [SEVERE ] player 3 placing token on slot 0
[14:11:15.098] [SEVERE ] player 1 placing token on slot 0
[14:11:15.098] [SEVERE ] player 4 placing token on slot 0
[14:11:15.099] [SEVERE ] removing player 1 token from slot 0
[14:11:15.099] [SEVERE ] player 1 placing token on slot 0
[14:11:15.100] [SEVERE ] removing player 4 token from slot 0
[14:11:15.100] [SEVERE ] removing player 3 token from slot 0
[14:11:15.102] [SEVERE ] player 4 placing token on slot 0
[14:11:15.102] [SEVERE ] removing player 1 token from slot 0
[14:11:15.103] [SEVERE ] player 1 placing token on slot 0
[14:11:15.103] [SEVERE ] removing player 1 token from slot 0
[14:11:15.103] [SEVERE ] removing player 4 token from slot 0
[14:11:15.103] [SEVERE ] player 1 placing token on slot 0
[14:11:15.104] [SEVERE ] removing player 1 token from slot 0
[14:11:15.104] [SEVERE ] player 1 placing token on slot 0
[14:11:15.104] [SEVERE ] removing player 1 token from slot 0
[14:11:15.110] [SEVERE ] player 1 placing token on slot 0
[14:11:15.110] [SEVERE ] removing player 1 token from slot 0
[14:11:15.111] [SEVERE ] player 1 placing token on slot 0
[14:11:15.111] [SEVERE ] removing player 1 token from slot 0
[14:11:15.111] [SEVERE ] player 1 placing token on slot 0
[14:11:15.111] [SEVERE ] removing player 1 token from slot 0
[14:11:15.111] [SEVERE ] player 1 placing token on slot 0
[14:11:15.112] [SEVERE ] removing player 1 token from slot 0
[14:11:15.112] [SEVERE ] player 1 placing token on slot 0
[14:11:15.112] [SEVERE ] removing player 1 token from slot 0
[14:11:15.113] [SEVERE ] player 1 placing token on slot 0
[14:11:15.113] [SEVERE ] removing player 1 token from slot 0
[14:11:15.113] [SEVERE ] player 4 placing token on slot 0
[14:11:15.113] [SEVERE ] player 1 placing token on slot 0
[14:11:15.113] [SEVERE ] player 2 placing token on slot 0
[14:11:15.113] [SEVERE ] removing player 1 token from slot 0
[14:11:15.114] [SEVERE ] player 1 placing token on slot 0
[14:11:15.114] [SEVERE ] removing player 4 token from slot 0
[14:11:15.114] [SEVERE ] player 3 placing token on slot 0
[14:11:15.114] [SEVERE ] removing player 1 token from slot 0
[14:11:15.114] [SEVERE ] player 4 placing token on slot 0
[14:11:15.115] [SEVERE ] player 1 placing token on slot 0
[14:11:15.115] [SEVERE ] removing player 4 token from slot 0
[14:11:15.115] [SEVERE ] removing player 1 token from slot 0
[14:11:15.115] [SEVERE ] player 4 placing token on slot 0
[14:11:15.115] [SEVERE ] player 1 placing token on slot 0
[14:11:15.116] [SEVERE ] removing player 4 token from slot 0
