[15:06:10.892] [INFO   ] thread main starting.
[15:06:10.897] [SEVERE ] cannot read configuration file config.properties trying from resources.
[15:06:10.899] [SEVERE ] configuration file was loaded from resources directory.
[15:06:11.335] [INFO   ] thread dealer starting.
[15:06:11.467] [SEVERE ] placing card 22 in slot 0
[15:06:11.467] [SEVERE ] player 1 placing token on slot 0
[15:06:11.467] [SEVERE ] player 3 placing token on slot 0
[15:06:11.469] [SEVERE ] removing player 1 token from slot 0
[15:06:11.469] [SEVERE ] player 1 placing token on slot 0
[15:06:11.470] [SEVERE ] removing player 1 token from slot 0
[15:06:11.472] [SEVERE ] player 1 placing token on slot 0
[15:06:11.473] [SEVERE ] removing player 1 token from slot 0
[15:06:11.473] [SEVERE ] player 1 placing token on slot 0
[15:06:11.475] [SEVERE ] removing player 3 token from slot 0
[15:06:11.475] [SEVERE ] removing player 1 token from slot 0
[15:06:11.476] [SEVERE ] player 1 placing token on slot 0
[15:06:11.476] [SEVERE ] removing player 1 token from slot 0
[15:06:11.476] [SEVERE ] player 1 placing token on slot 0
[15:06:11.476] [SEVERE ] removing player 1 token from slot 0
[15:06:11.476] [SEVERE ] player 3 placing token on slot 0
[15:06:11.476] [SEVERE ] player 1 placing token on slot 0
[15:06:11.477] [SEVERE ] removing player 3 token from slot 0
[15:06:11.477] [SEVERE ] player 4 placing token on slot 0
[15:06:11.477] [SEVERE ] removing player 1 token from slot 0
[15:06:11.477] [SEVERE ] removing player 4 token from slot 0
[15:06:11.477] [SEVERE ] player 2 placing token on slot 0
[15:06:11.478] [SEVERE ] player 3 placing token on slot 0
[15:06:11.480] [SEVERE ] removing player 2 token from slot 0
[15:06:11.480] [SEVERE ] player 4 placing token on slot 0
[15:06:11.480] [SEVERE ] removing player 3 token from slot 0
[15:06:11.480] [SEVERE ] player 3 placing token on slot 0
[15:06:11.480] [SEVERE ] removing player 4 token from slot 0
[15:06:11.481] [SEVERE ] player 4 placing token on slot 0
[15:06:11.481] [SEVERE ] removing player 4 token from slot 0
[15:06:11.481] [SEVERE ] player 4 placing token on slot 0
[15:06:11.481] [SEVERE ] removing player 4 token from slot 0
[15:06:11.481] [SEVERE ] player 4 placing token on slot 0
[15:06:11.482] [SEVERE ] removing player 4 token from slot 0
[15:06:11.480] [SEVERE ] player 2 placing token on slot 0
[15:06:11.482] [SEVERE ] removing player 3 token from slot 0
[15:06:11.483] [SEVERE ] player 4 placing token on slot 0
[15:06:11.483] [SEVERE ] removing player 4 token from slot 0
[15:06:11.483] [SEVERE ] removing player 2 token from slot 0
[15:06:11.483] [SEVERE ] player 3 placing token on slot 0
[15:06:11.483] [SEVERE ] player 4 placing token on slot 0
[15:06:11.484] [SEVERE ] removing player 4 token from slot 0
[15:06:11.484] [SEVERE ] player 1 placing token on slot 0
[15:06:11.485] [SEVERE ] removing player 3 token from slot 0
[15:06:11.484] [SEVERE ] player 4 placing token on slot 0
[15:06:11.487] [SEVERE ] removing player 1 token from slot 0
[15:06:11.487] [SEVERE ] player 2 placing token on slot 0
[15:06:11.487] [SEVERE ] player 3 placing token on slot 0
[15:06:11.487] [SEVERE ] removing player 4 token from slot 0
[15:06:11.490] [SEVERE ] removing player 3 token from slot 0
[15:06:11.490] [SEVERE ] player 4 placing token on slot 0
[15:06:11.490] [SEVERE ] player 3 placing token on slot 0
[15:06:11.490] [SEVERE ] removing player 4 token from slot 0
[15:06:11.490] [SEVERE ] removing player 3 token from slot 0
[15:06:11.491] [SEVERE ] player 4 placing token on slot 0
[15:06:11.492] [SEVERE ] removing player 4 token from slot 0
[15:06:11.492] [SEVERE ] player 4 placing token on slot 0
[15:06:11.493] [SEVERE ] removing player 4 token from slot 0
[15:06:11.502] [SEVERE ] player 4 placing token on slot 0
[15:06:11.502] [SEVERE ] player 3 placing token on slot 0
[15:06:11.502] [SEVERE ] removing player 2 token from slot 0
[15:06:11.503] [SEVERE ] removing player 3 token from slot 0
[15:06:11.503] [SEVERE ] player 1 placing token on slot 0
[15:06:11.503] [SEVERE ] removing player 4 token from slot 0
[15:06:11.504] [SEVERE ] player 3 placing token on slot 0
[15:06:11.504] [SEVERE ] removing player 3 token from slot 0
[15:06:11.505] [SEVERE ] player 3 placing token on slot 0
[15:06:11.504] [SEVERE ] player 2 placing token on slot 0
[15:06:11.505] [SEVERE ] removing player 3 token from slot 0
[15:06:11.504] [SEVERE ] removing player 1 token from slot 0
[15:06:11.505] [SEVERE ] player 4 placing token on slot 0
[15:06:11.506] [SEVERE ] removing player 4 token from slot 0
[15:06:11.507] [SEVERE ] player 3 placing token on slot 0
[15:06:11.507] [SEVERE ] player 4 placing token on slot 0
[15:06:11.507] [SEVERE ] removing player 4 token from slot 0
[15:06:11.507] [SEVERE ] removing player 3 token from slot 0
[15:06:11.509] [SEVERE ] player 1 placing token on slot 0
[15:06:11.509] [SEVERE ] player 4 placing token on slot 0
[15:06:11.509] [SEVERE ] removing player 2 token from slot 0
[15:06:11.510] [SEVERE ] player 3 placing token on slot 0
[15:06:11.509] [SEVERE ] removing player 1 token from slot 0
[15:06:11.509] [SEVERE ] removing player 4 token from slot 0
[15:06:11.510] [SEVERE ] player 2 placing token on slot 0
[15:06:11.510] [SEVERE ] removing player 3 token from slot 0
[15:06:11.510] [SEVERE ] player 1 placing token on slot 0
[15:06:11.510] [SEVERE ] player 4 placing token on slot 0
[15:06:11.511] [SEVERE ] removing player 4 token from slot 0
[15:06:11.511] [SEVERE ] player 4 placing token on slot 0
[15:06:11.510] [SEVERE ] removing player 2 token from slot 0
[15:06:11.511] [SEVERE ] removing player 4 token from slot 0
[15:06:11.513] [SEVERE ] player 2 placing token on slot 0
[15:06:11.513] [SEVERE ] player 4 placing token on slot 0
[15:06:11.513] [SEVERE ] removing player 4 token from slot 0
[15:06:11.513] [SEVERE ] player 4 placing token on slot 0
[15:06:11.514] [SEVERE ] removing player 4 token from slot 0
[15:06:11.514] [SEVERE ] player 4 placing token on slot 0
[15:06:11.513] [SEVERE ] player 3 placing token on slot 0
[15:06:11.514] [SEVERE ] removing player 4 token from slot 0
[15:06:11.514] [SEVERE ] removing player 2 token from slot 0
[15:06:11.514] [SEVERE ] removing player 3 token from slot 0
[15:06:11.515] [SEVERE ] player 4 placing token on slot 0
[15:06:11.515] [SEVERE ] removing player 4 token from slot 0
[15:06:11.515] [SEVERE ] player 2 placing token on slot 0
[15:06:11.516] [SEVERE ] player 3 placing token on slot 0
[15:06:11.516] [SEVERE ] removing player 1 token from slot 0
[15:06:11.516] [SEVERE ] removing player 3 token from slot 0
[15:06:11.516] [SEVERE ] player 3 placing token on slot 0
[15:06:11.516] [SEVERE ] removing player 3 token from slot 0
[15:06:11.516] [SEVERE ] player 3 placing token on slot 0
[15:06:11.516] [SEVERE ] removing player 3 token from slot 0
[15:06:11.517] [SEVERE ] player 3 placing token on slot 0
[15:06:11.517] [SEVERE ] removing player 3 token from slot 0
[15:06:11.517] [SEVERE ] player 3 placing token on slot 0
[15:06:11.519] [SEVERE ] player 1 placing token on slot 0
[15:06:11.519] [SEVERE ] removing player 2 token from slot 0
[15:06:11.520] [SEVERE ] removing player 3 token from slot 0
[15:06:11.520] [SEVERE ] removing player 1 token from slot 0
[15:06:11.520] [SEVERE ] player 2 placing token on slot 0
[15:06:11.520] [SEVERE ] player 3 placing token on slot 0
[15:06:11.520] [SEVERE ] player 1 placing token on slot 0
[15:06:11.521] [SEVERE ] removing player 1 token from slot 0
[15:06:11.521] [SEVERE ] player 1 placing token on slot 0
[15:06:11.521] [SEVERE ] removing player 1 token from slot 0
[15:06:11.521] [SEVERE ] player 1 placing token on slot 0
[15:06:11.522] [SEVERE ] removing player 1 token from slot 0
[15:06:11.522] [SEVERE ] removing player 2 token from slot 0
[15:06:11.522] [SEVERE ] removing player 3 token from slot 0
[15:06:11.523] [SEVERE ] player 2 placing token on slot 0
[15:06:11.522] [SEVERE ] player 4 placing token on slot 0
[15:06:11.522] [SEVERE ] player 1 placing token on slot 0
[15:06:11.525] [SEVERE ] removing player 2 token from slot 0
[15:06:11.525] [SEVERE ] player 3 placing token on slot 0
[15:06:11.525] [SEVERE ] removing player 1 token from slot 0
[15:06:11.530] [SEVERE ] removing player 3 token from slot 0
[15:06:11.530] [SEVERE ] player 3 placing token on slot 0
[15:06:11.530] [SEVERE ] removing player 3 token from slot 0
[15:06:11.530] [SEVERE ] player 3 placing token on slot 0
[15:06:11.530] [SEVERE ] removing player 3 token from slot 0
[15:06:11.530] [SEVERE ] player 3 placing token on slot 0
[15:06:11.540] [SEVERE ] removing player 3 token from slot 0
[15:06:11.540] [SEVERE ] player 3 placing token on slot 0
[15:06:11.541] [SEVERE ] removing player 3 token from slot 0
[15:06:11.541] [SEVERE ] player 3 placing token on slot 0
[15:06:11.541] [SEVERE ] removing player 3 token from slot 0
[15:06:11.541] [SEVERE ] player 3 placing token on slot 0
[15:06:11.541] [SEVERE ] removing player 3 token from slot 0
[15:06:11.541] [SEVERE ] player 3 placing token on slot 0
[15:06:11.541] [SEVERE ] removing player 3 token from slot 0
[15:06:11.544] [SEVERE ] player 3 placing token on slot 0
[15:06:11.545] [SEVERE ] removing player 3 token from slot 0
[15:06:11.545] [SEVERE ] player 3 placing token on slot 0
[15:06:11.545] [SEVERE ] removing player 3 token from slot 0
[15:06:11.545] [SEVERE ] removing player 4 token from slot 0
[15:06:11.545] [SEVERE ] player 1 placing token on slot 0
[15:06:11.545] [SEVERE ] player 3 placing token on slot 0
[15:06:11.545] [SEVERE ] removing player 1 token from slot 0
[15:06:11.545] [SEVERE ] player 4 placing token on slot 0
[15:06:11.545] [SEVERE ] player 2 placing token on slot 0
[15:06:11.546] [SEVERE ] removing player 4 token from slot 0
[15:06:11.545] [SEVERE ] player 1 placing token on slot 0
[15:06:11.545] [SEVERE ] removing player 3 token from slot 0
[15:06:11.555] [SEVERE ] player 3 placing token on slot 0
[15:06:11.555] [SEVERE ] removing player 1 token from slot 0
[15:06:11.555] [SEVERE ] player 4 placing token on slot 0
[15:06:11.555] [SEVERE ] removing player 4 token from slot 0
[15:06:11.555] [SEVERE ] removing player 3 token from slot 0
[15:06:11.556] [SEVERE ] player 4 placing token on slot 0
[15:06:11.556] [SEVERE ] removing player 4 token from slot 0
[15:06:11.556] [SEVERE ] player 4 placing token on slot 0
[15:06:11.556] [SEVERE ] removing player 4 token from slot 0
[15:06:11.556] [SEVERE ] player 4 placing token on slot 0
[15:06:11.559] [SEVERE ] player 3 placing token on slot 0
[15:06:11.564] [SEVERE ] removing player 2 token from slot 0
[15:06:11.564] [SEVERE ] removing player 4 token from slot 0
[15:06:11.564] [SEVERE ] player 1 placing token on slot 0
[15:06:11.564] [SEVERE ] removing player 3 token from slot 0
[15:06:11.565] [SEVERE ] player 4 placing token on slot 0
[15:06:11.565] [SEVERE ] player 3 placing token on slot 0
[15:06:11.565] [SEVERE ] removing player 4 token from slot 0
[15:06:11.565] [SEVERE ] removing player 3 token from slot 0
[15:06:11.565] [SEVERE ] player 4 placing token on slot 0
[15:06:11.565] [SEVERE ] removing player 1 token from slot 0
[15:06:11.565] [SEVERE ] removing player 4 token from slot 0
[15:06:11.565] [SEVERE ] player 4 placing token on slot 0
[15:06:11.566] [SEVERE ] player 3 placing token on slot 0
[15:06:11.566] [SEVERE ] player 1 placing token on slot 0
[15:06:11.571] [SEVERE ] removing player 3 token from slot 0
[15:06:11.571] [SEVERE ] placing card 31 in slot 1
[15:06:11.571] [SEVERE ] removing player 4 token from slot 0
[15:06:11.571] [SEVERE ] removing player 1 token from slot 0
[15:06:11.572] [SEVERE ] player 1 placing token on slot 0
[15:06:11.572] [SEVERE ] player 4 placing token on slot 0
[15:06:11.573] [SEVERE ] removing player 4 token from slot 0
[15:06:11.573] [SEVERE ] player 4 placing token on slot 1
[15:06:11.573] [SEVERE ] removing player 4 token from slot 1
[15:06:11.573] [SEVERE ] removing player 1 token from slot 0
[15:06:11.573] [SEVERE ] player 4 placing token on slot 1
[15:06:11.573] [SEVERE ] player 4 placing token on slot 0
[15:06:11.573] [SEVERE ] removing player 4 token from slot 1
[15:06:11.573] [SEVERE ] player 3 placing token on slot 0
[15:06:11.573] [SEVERE ] player 4 placing token on slot 1
[15:06:11.574] [SEVERE ] player 3 placing token on slot 1
[15:06:11.575] [SEVERE ] player 2 placing token on slot 1
[15:06:11.575] [SEVERE ] removing player 4 token from slot 1
[15:06:11.575] [SEVERE ] removing player 4 token from slot 0
[15:06:11.575] [SEVERE ] player 4 placing token on slot 1
[15:06:11.576] [SEVERE ] removing player 4 token from slot 1
[15:06:11.576] [SEVERE ] player 4 placing token on slot 1
[15:06:11.576] [SEVERE ] player 4 placing token on slot 0
[15:06:11.576] [SEVERE ] removing player 4 token from slot 1
[15:06:11.576] [SEVERE ] removing player 4 token from slot 0
[15:06:11.576] [SEVERE ] player 4 placing token on slot 0
[15:06:11.576] [SEVERE ] removing player 4 token from slot 0
[15:06:11.576] [SEVERE ] player 4 placing token on slot 1
[15:06:11.576] [SEVERE ] removing player 4 token from slot 1
[15:06:11.576] [SEVERE ] player 4 placing token on slot 0
[15:06:11.576] [SEVERE ] removing player 4 token from slot 0
[15:06:11.576] [SEVERE ] player 4 placing token on slot 0
[15:06:11.577] [SEVERE ] removing player 4 token from slot 0
[15:06:11.577] [SEVERE ] player 4 placing token on slot 0
[15:06:11.577] [SEVERE ] player 4 placing token on slot 1
[15:06:11.577] [SEVERE ] removing player 4 token from slot 1
[15:06:11.577] [SEVERE ] removing player 4 token from slot 0
[15:06:11.575] [SEVERE ] removing player 3 token from slot 0
[15:06:11.582] [SEVERE ] player 1 placing token on slot 0
[15:06:11.582] [SEVERE ] player 4 placing token on slot 0
[15:06:11.582] [SEVERE ] removing player 4 token from slot 0
[15:06:11.582] [SEVERE ] player 4 placing token on slot 1
[15:06:11.582] [SEVERE ] removing player 4 token from slot 1
[15:06:11.582] [SEVERE ] player 4 placing token on slot 1
[15:06:11.582] [SEVERE ] player 4 placing token on slot 0
[15:06:11.582] [SEVERE ] removing player 4 token from slot 1
[15:06:11.583] [SEVERE ] removing player 4 token from slot 0
[15:06:11.583] [SEVERE ] player 4 placing token on slot 0
[15:06:11.583] [SEVERE ] removing player 4 token from slot 0
[15:06:11.583] [SEVERE ] player 4 placing token on slot 1
[15:06:11.583] [SEVERE ] player 4 placing token on slot 0
[15:06:11.583] [SEVERE ] removing player 4 token from slot 0
[15:06:11.583] [SEVERE ] player 4 placing token on slot 0
[15:06:11.583] [SEVERE ] removing player 4 token from slot 1
[15:06:11.583] [SEVERE ] player 4 placing token on slot 1
[15:06:11.583] [SEVERE ] removing player 4 token from slot 0
[15:06:11.590] [SEVERE ] player 2 placing token on slot 0
[15:06:11.590] [SEVERE ] removing player 1 token from slot 0
[15:06:11.590] [SEVERE ] removing player 4 token from slot 1
[15:06:11.591] [SEVERE ] player 4 placing token on slot 1
[15:06:11.591] [SEVERE ] player 4 placing token on slot 0
[15:06:11.591] [SEVERE ] removing player 4 token from slot 0
[15:06:11.591] [SEVERE ] player 4 placing token on slot 0
[15:06:11.591] [SEVERE ] removing player 4 token from slot 1
[15:06:11.591] [SEVERE ] player 4 placing token on slot 1
[15:06:11.591] [SEVERE ] removing player 4 token from slot 1
[15:06:11.591] [SEVERE ] player 4 placing token on slot 1
[15:06:11.592] [SEVERE ] removing player 4 token from slot 1
[15:06:11.592] [SEVERE ] player 4 placing token on slot 1
[15:06:11.592] [SEVERE ] removing player 4 token from slot 0
[15:06:11.592] [SEVERE ] removing player 4 token from slot 1
[15:06:11.592] [SEVERE ] player 4 placing token on slot 1
[15:06:11.592] [SEVERE ] player 4 placing token on slot 0
[15:06:11.592] [SEVERE ] removing player 4 token from slot 1
[15:06:11.592] [SEVERE ] removing player 4 token from slot 0
[15:06:11.592] [SEVERE ] player 4 placing token on slot 0
[15:06:11.592] [SEVERE ] removing player 4 token from slot 0
[15:06:11.592] [SEVERE ] player 1 placing token on slot 1
[15:06:11.593] [SEVERE ] removing player 1 token from slot 1
[15:06:11.593] [SEVERE ] player 1 placing token on slot 0
[15:06:11.593] [SEVERE ] removing player 1 token from slot 0
[15:06:11.593] [SEVERE ] player 1 placing token on slot 0
[15:06:11.593] [SEVERE ] removing player 1 token from slot 0
[15:06:11.593] [SEVERE ] player 1 placing token on slot 0
[15:06:11.593] [SEVERE ] player 1 placing token on slot 1
[15:06:11.593] [SEVERE ] removing player 1 token from slot 0
[15:06:11.590] [SEVERE ] removing player 2 token from slot 1
[15:06:11.631] [SEVERE ] removing player 1 token from slot 1
[15:06:11.631] [SEVERE ] removing player 2 token from slot 0
[15:06:11.631] [SEVERE ] removing player 3 token from slot 1
[15:06:11.631] [SEVERE ] player 4 placing token on slot 1
[15:06:11.633] [SEVERE ] player 4 placing token on slot 0
[15:06:11.633] [SEVERE ] removing player 4 token from slot 0
[15:06:11.633] [SEVERE ] player 4 placing token on slot 0
[15:06:11.633] [SEVERE ] removing player 4 token from slot 0
[15:06:11.633] [SEVERE ] player 4 placing token on slot 0
[15:06:11.633] [SEVERE ] removing player 4 token from slot 0
[15:06:11.634] [SEVERE ] player 4 placing token on slot 0
[15:06:11.633] [SEVERE ] player 3 placing token on slot 1
[15:06:11.638] [SEVERE ] removing player 3 token from slot 1
[15:06:11.640] [SEVERE ] removing player 4 token from slot 1
[15:06:11.640] [SEVERE ] removing player 4 token from slot 0
[15:06:11.646] [SEVERE ] player 2 placing token on slot 0
[15:06:11.646] [SEVERE ] player 3 placing token on slot 0
[15:06:11.646] [SEVERE ] player 4 placing token on slot 0
[15:06:11.646] [SEVERE ] player 1 placing token on slot 1
[15:06:11.647] [SEVERE ] player 2 placing token on slot 1
[15:06:11.647] [SEVERE ] removing player 2 token from slot 0
[15:06:11.647] [SEVERE ] player 2 placing token on slot 0
[15:06:11.649] [SEVERE ] removing player 4 token from slot 0
[15:06:11.649] [SEVERE ] player 3 placing token on slot 1
