[15:21:02.785] [INFO   ] thread main starting.
[15:21:02.790] [SEVERE ] cannot read configuration file config.properties trying from resources.
[15:21:02.793] [SEVERE ] configuration file was loaded from resources directory.
[15:21:03.337] [INFO   ] thread dealer starting.
[15:21:03.452] [SEVERE ] placing card 50 in slot 0
[15:21:03.458] [SEVERE ] player 1 placing token on slot 0
[15:21:03.459] [SEVERE ] player 2 placing token on slot 0
[15:21:03.458] [SEVERE ] player 4 placing token on slot 0
[15:21:03.458] [SEVERE ] player 3 placing token on slot 0
[15:21:03.460] [SEVERE ] removing player 4 token from slot 0
[15:21:03.461] [SEVERE ] removing player 1 token from slot 0
[15:21:03.461] [SEVERE ] removing player 2 token from slot 0
[15:21:03.461] [SEVERE ] removing player 3 token from slot 0
[15:21:03.463] [SEVERE ] player 4 placing token on slot 0
[15:21:03.463] [SEVERE ] player 3 placing token on slot 0
[15:21:03.464] [SEVERE ] removing player 4 token from slot 0
[15:21:03.464] [SEVERE ] player 4 placing token on slot 0
[15:21:03.464] [SEVERE ] removing player 4 token from slot 0
[15:21:03.464] [SEVERE ] player 4 placing token on slot 0
[15:21:03.465] [SEVERE ] removing player 4 token from slot 0
[15:21:03.465] [SEVERE ] player 4 placing token on slot 0
[15:21:03.465] [SEVERE ] removing player 4 token from slot 0
[15:21:03.465] [SEVERE ] player 4 placing token on slot 0
[15:21:03.465] [SEVERE ] removing player 4 token from slot 0
[15:21:03.466] [SEVERE ] player 4 placing token on slot 0
[15:21:03.466] [SEVERE ] removing player 4 token from slot 0
[15:21:03.466] [SEVERE ] player 4 placing token on slot 0
[15:21:03.466] [SEVERE ] removing player 4 token from slot 0
[15:21:03.466] [SEVERE ] player 4 placing token on slot 0
[15:21:03.468] [SEVERE ] player 1 placing token on slot 0
[15:21:03.468] [SEVERE ] removing player 4 token from slot 0
[15:21:03.469] [SEVERE ] removing player 1 token from slot 0
[15:21:03.469] [SEVERE ] player 4 placing token on slot 0
[15:21:03.469] [SEVERE ] player 2 placing token on slot 0
[15:21:03.469] [SEVERE ] player 1 placing token on slot 0
[15:21:03.470] [SEVERE ] removing player 1 token from slot 0
[15:21:03.469] [SEVERE ] removing player 3 token from slot 0
[15:21:03.469] [SEVERE ] removing player 4 token from slot 0
[15:21:03.470] [SEVERE ] player 1 placing token on slot 0
[15:21:03.470] [SEVERE ] removing player 1 token from slot 0
[15:21:03.470] [SEVERE ] removing player 2 token from slot 0
[15:21:03.471] [SEVERE ] player 1 placing token on slot 0
[15:21:03.470] [SEVERE ] player 4 placing token on slot 0
[15:21:03.471] [SEVERE ] removing player 1 token from slot 0
[15:21:03.471] [SEVERE ] player 2 placing token on slot 0
[15:21:03.471] [SEVERE ] removing player 4 token from slot 0
[15:21:03.471] [SEVERE ] player 1 placing token on slot 0
[15:21:03.472] [SEVERE ] player 4 placing token on slot 0
[15:21:03.472] [SEVERE ] removing player 4 token from slot 0
[15:21:03.472] [SEVERE ] removing player 2 token from slot 0
[15:21:03.472] [SEVERE ] removing player 1 token from slot 0
[15:21:03.472] [SEVERE ] player 4 placing token on slot 0
[15:21:03.473] [SEVERE ] removing player 4 token from slot 0
[15:21:03.476] [SEVERE ] player 4 placing token on slot 0
[15:21:03.476] [SEVERE ] player 1 placing token on slot 0
[15:21:03.476] [SEVERE ] player 2 placing token on slot 0
[15:21:03.477] [SEVERE ] player 3 placing token on slot 0
[15:21:03.476] [SEVERE ] removing player 4 token from slot 0
[15:21:03.477] [SEVERE ] removing player 2 token from slot 0
[15:21:03.477] [SEVERE ] player 4 placing token on slot 0
[15:21:03.477] [SEVERE ] player 2 placing token on slot 0
[15:21:03.477] [SEVERE ] removing player 4 token from slot 0
[15:21:03.478] [SEVERE ] player 4 placing token on slot 0
[15:21:03.478] [SEVERE ] removing player 4 token from slot 0
[15:21:03.478] [SEVERE ] removing player 2 token from slot 0
[15:21:03.479] [SEVERE ] player 2 placing token on slot 0
[15:21:03.479] [SEVERE ] removing player 3 token from slot 0
[15:21:03.478] [SEVERE ] player 4 placing token on slot 0
[15:21:03.480] [SEVERE ] removing player 4 token from slot 0
[15:21:03.480] [SEVERE ] player 4 placing token on slot 0
[15:21:03.481] [SEVERE ] removing player 2 token from slot 0
[15:21:03.481] [SEVERE ] removing player 4 token from slot 0
[15:21:03.481] [SEVERE ] player 4 placing token on slot 0
[15:21:03.481] [SEVERE ] removing player 4 token from slot 0
[15:21:03.481] [SEVERE ] player 4 placing token on slot 0
[15:21:03.481] [SEVERE ] removing player 4 token from slot 0
[15:21:03.482] [SEVERE ] player 2 placing token on slot 0
[15:21:03.482] [SEVERE ] player 4 placing token on slot 0
[15:21:03.482] [SEVERE ] player 3 placing token on slot 0
[15:21:03.482] [SEVERE ] removing player 3 token from slot 0
[15:21:03.482] [SEVERE ] removing player 2 token from slot 0
[15:21:03.483] [SEVERE ] player 3 placing token on slot 0
[15:21:03.482] [SEVERE ] removing player 4 token from slot 0
[15:21:03.483] [SEVERE ] removing player 3 token from slot 0
[15:21:03.483] [SEVERE ] player 4 placing token on slot 0
[15:21:03.484] [SEVERE ] removing player 4 token from slot 0
[15:21:03.484] [SEVERE ] player 4 placing token on slot 0
[15:21:03.484] [SEVERE ] removing player 4 token from slot 0
[15:21:03.484] [SEVERE ] player 4 placing token on slot 0
[15:21:03.485] [SEVERE ] removing player 4 token from slot 0
[15:21:03.485] [SEVERE ] player 4 placing token on slot 0
[15:21:03.485] [SEVERE ] removing player 4 token from slot 0
[15:21:03.485] [SEVERE ] player 4 placing token on slot 0
[15:21:03.485] [SEVERE ] removing player 4 token from slot 0
[15:21:03.486] [SEVERE ] player 4 placing token on slot 0
[15:21:03.486] [SEVERE ] removing player 4 token from slot 0
[15:21:03.486] [SEVERE ] player 4 placing token on slot 0
[15:21:03.486] [SEVERE ] removing player 4 token from slot 0
[15:21:03.486] [SEVERE ] player 4 placing token on slot 0
[15:21:03.487] [SEVERE ] removing player 4 token from slot 0
[15:21:03.487] [SEVERE ] player 4 placing token on slot 0
[15:21:03.487] [SEVERE ] removing player 4 token from slot 0
[15:21:03.487] [SEVERE ] player 4 placing token on slot 0
[15:21:03.487] [SEVERE ] removing player 4 token from slot 0
[15:21:03.488] [SEVERE ] player 4 placing token on slot 0
[15:21:03.488] [SEVERE ] removing player 4 token from slot 0
[15:21:03.488] [SEVERE ] player 4 placing token on slot 0
[15:21:03.488] [SEVERE ] removing player 4 token from slot 0
[15:21:03.488] [SEVERE ] player 4 placing token on slot 0
[15:21:03.488] [SEVERE ] removing player 4 token from slot 0
[15:21:03.488] [SEVERE ] player 4 placing token on slot 0
[15:21:03.489] [SEVERE ] removing player 4 token from slot 0
[15:21:03.489] [SEVERE ] player 4 placing token on slot 0
[15:21:03.489] [SEVERE ] removing player 4 token from slot 0
[15:21:03.489] [SEVERE ] player 4 placing token on slot 0
[15:21:03.492] [SEVERE ] removing player 4 token from slot 0
[15:21:03.492] [SEVERE ] player 4 placing token on slot 0
[15:21:03.493] [SEVERE ] removing player 4 token from slot 0
[15:21:03.493] [SEVERE ] player 4 placing token on slot 0
[15:21:03.493] [SEVERE ] removing player 4 token from slot 0
[15:21:03.493] [SEVERE ] player 4 placing token on slot 0
[15:21:03.494] [SEVERE ] removing player 4 token from slot 0
[15:21:03.494] [SEVERE ] player 4 placing token on slot 0
[15:21:03.494] [SEVERE ] removing player 4 token from slot 0
[15:21:03.495] [SEVERE ] player 4 placing token on slot 0
[15:21:03.495] [SEVERE ] removing player 4 token from slot 0
[15:21:03.495] [SEVERE ] player 4 placing token on slot 0
[15:21:03.496] [SEVERE ] removing player 4 token from slot 0
[15:21:03.496] [SEVERE ] player 4 placing token on slot 0
[15:21:03.496] [SEVERE ] removing player 4 token from slot 0
[15:21:03.496] [SEVERE ] player 4 placing token on slot 0
[15:21:03.497] [SEVERE ] removing player 4 token from slot 0
[15:21:03.497] [SEVERE ] player 4 placing token on slot 0
[15:21:03.497] [SEVERE ] removing player 4 token from slot 0
[15:21:03.497] [SEVERE ] player 4 placing token on slot 0
[15:21:03.497] [SEVERE ] removing player 4 token from slot 0
[15:21:03.498] [SEVERE ] player 4 placing token on slot 0
[15:21:03.498] [SEVERE ] removing player 4 token from slot 0
[15:21:03.498] [SEVERE ] player 4 placing token on slot 0
[15:21:03.499] [SEVERE ] removing player 4 token from slot 0
[15:21:03.499] [SEVERE ] player 4 placing token on slot 0
[15:21:03.499] [SEVERE ] removing player 4 token from slot 0
[15:21:03.499] [SEVERE ] player 2 placing token on slot 0
[15:21:03.499] [SEVERE ] player 4 placing token on slot 0
[15:21:03.500] [SEVERE ] removing player 2 token from slot 0
[15:21:03.500] [SEVERE ] removing player 4 token from slot 0
[15:21:03.501] [SEVERE ] removing player 1 token from slot 0
[15:21:03.501] [SEVERE ] player 3 placing token on slot 0
[15:21:03.500] [SEVERE ] player 2 placing token on slot 0
[15:21:03.501] [SEVERE ] player 4 placing token on slot 0
[15:21:03.502] [SEVERE ] removing player 4 token from slot 0
[15:21:03.502] [SEVERE ] player 4 placing token on slot 0
[15:21:03.502] [SEVERE ] removing player 4 token from slot 0
[15:21:03.503] [SEVERE ] player 4 placing token on slot 0
[15:21:03.503] [SEVERE ] removing player 4 token from slot 0
[15:21:03.503] [SEVERE ] player 4 placing token on slot 0
[15:21:03.503] [SEVERE ] removing player 4 token from slot 0
[15:21:03.503] [SEVERE ] player 4 placing token on slot 0
[15:21:03.503] [SEVERE ] removing player 4 token from slot 0
[15:21:03.503] [SEVERE ] player 4 placing token on slot 0
[15:21:03.504] [SEVERE ] removing player 4 token from slot 0
[15:21:03.504] [SEVERE ] player 4 placing token on slot 0
[15:21:03.510] [SEVERE ] removing player 4 token from slot 0
[15:21:03.510] [SEVERE ] removing player 3 token from slot 0
[15:21:03.510] [SEVERE ] removing player 2 token from slot 0
[15:21:03.510] [SEVERE ] player 1 placing token on slot 0
[15:21:03.510] [SEVERE ] player 4 placing token on slot 0
[15:21:03.511] [SEVERE ] removing player 1 token from slot 0
[15:21:03.511] [SEVERE ] removing player 4 token from slot 0
[15:21:03.511] [SEVERE ] player 4 placing token on slot 0
[15:21:03.514] [SEVERE ] player 3 placing token on slot 0
[15:21:03.513] [SEVERE ] player 2 placing token on slot 0
[15:21:03.513] [SEVERE ] player 1 placing token on slot 0
[15:21:03.518] [SEVERE ] removing player 2 token from slot 0
[15:21:03.516] [SEVERE ] removing player 4 token from slot 0
[15:21:03.518] [SEVERE ] player 4 placing token on slot 0
[15:21:03.518] [SEVERE ] removing player 4 token from slot 0
[15:21:03.519] [SEVERE ] player 4 placing token on slot 0
[15:21:03.519] [SEVERE ] removing player 3 token from slot 0
[15:21:03.519] [SEVERE ] player 2 placing token on slot 0
[15:21:03.519] [SEVERE ] removing player 4 token from slot 0
[15:21:03.519] [SEVERE ] player 4 placing token on slot 0
[15:21:03.519] [SEVERE ] removing player 4 token from slot 0
[15:21:03.519] [SEVERE ] player 4 placing token on slot 0
[15:21:03.519] [SEVERE ] removing player 4 token from slot 0
[15:21:03.521] [SEVERE ] player 3 placing token on slot 0
